指標名,コンビニ,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2021/2/3取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2019年度：1,758件、2020年度：2,130件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,,区,軒数,セブン,ローソン,ファミリーマート,その他
港区,芝浦１丁目,-,東京都港区芝浦1-2-2,35.649595,139.75663,ローソン H芝浦シーバンス・ア・モール店,,,,,,,
港区,芝浦１丁目,-,東京都港区芝浦1丁目2-2 シーバンス ア・モール,35.649595,139.75663,ファミリーマート シーバンス ア・モール店,,,,,,,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目15-9エスプラザ弥生ビル2,35.666277,139.75666,ファミリーマート 新橋駅西店,,,,,,,
港区,浜松町２丁目,-,東京都港区浜松町2丁目4-12,35.655399,139.75671,ファミリーマート HPS浜松町モノレール店,,,,,,,
港区,浜松町１丁目,-,東京都港区浜松町1丁目20-8,35.657767,139.75674,セブンイレブン 浜松町1丁目中央店,,,,,,,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-8-9,35.667096,139.75699,セブンイレブン 新橋SL広場前店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1丁目3-1,35.655171,139.75706,ニューデイズ浜松町,,,,,,,
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-13-1,35.663069,139.75708,セブンイレブン 新橋第一京浜店,,,,,,,
港区,海岸３丁目,-,東京都港区海岸3丁目22-23,35.641615,139.75714,ファミリーマート MSCセンタービル店,,,,,,,
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-15-7,35.668075,139.75728,ローソン 新橋一丁目店,,,,,,,
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-19-10,35.664266,139.75737,ファミリーマート 新橋西口通り店,,,,,,,
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-14-1,35.660475,139.75744,ナチュラルローソン コモディオ汐留店,,,,,,,
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目14番3号,35.668237,139.75762,ファミリーマート フレッサイン新橋店,,,,,,,
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4丁目19-4 コンシェリア新橋,35.664408,139.75773,ファミリーマート 新橋四丁目店,,,,,,,
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-3-14エディフィチオ トーコー,35.662200,139.75776,ファミリーマート ヴィータイタリア店,,,,,,,
港区,芝浦１丁目,-,東京都港区芝浦1丁目1-1 浜松町ビルディング,35.651638,139.75798,ファミリーマート ファミマ浜松町ビル店,,,,,,,
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-13-7,35.667756,139.75827,セブンイレブン 新橋駅前店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1-2-3,35.657012,139.75862,セブンイレブン 港区海岸1丁目店,,,,,,,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2丁目17-14,35.666312,139.75865,ニューデイズ新橋北改札内,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-3-1,35.664355,139.75894,ローソン 東新橋一丁目店,,,,,,,
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目11-7新橋センタープレイス,35.667498,139.75915,ファミリーマート メトロ新橋駅店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1丁目2-20,35.656851,139.75940,セブンイレブン 汐留ビルディング店,,,,,,,
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-19-2新橋藤ビル,35.666810,139.75951,ファミリーマート 新橋二丁目店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-7-1汐留メディアタワーB2F,35.663142,139.75970,ファミリーマート 汐留メディアタワー店,,,,,,,
港区,海岸２丁目,-,東京都港区海岸2-7-91,35.650140,139.76011,ローソンサテライト ポートストア日の出店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1丁目9-2,35.662193,139.76013,リーベンハウス汐留住友ビル店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-8地先,35.665771,139.76027,ファミリーマート 新橋ゆりかもめ店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1丁目6-3,35.664336,139.76062,ファミリーマート 汐留タワー店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1丁目5-2汐留シティセンター,35.665619,139.76080,ファミリーマート ファミマ汐留シティセンター店,,,,,,,
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1丁目7番1号,35.667007,139.76105,ファミリーマート 銀座中央通り店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1東京汐留ビルディング内 ペディ汐留B1F,35.663042,139.76131,ファミリーマート ファミマ ペディ汐留店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1-9-18,35.655597,139.76145,デイリーヤマザキ 竹芝店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1丁目13-3,35.654688,139.76209,ファミリーマート 南山堂竹芝駅前店,,,,,,,
港区,海岸１丁目,-,東京都港区海岸1丁目16-1,35.653707,139.76241,ファミリーマート ニューピア竹芝店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-2,35.664958,139.76251,セブンイレブン カレッタ汐留店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-2,35.664958,139.76251,セブンイレブン カレッタ汐留B1階店,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-2,35.664958,139.76251,セブンイレブン カレッタ汐留B2階店,,,,,,,
港区,台場１丁目,-,東京都港区台場1-7-1,35.627742,139.77352,ローソン アクアシティお台場店,,,,,,,
港区,台場２丁目,-,東京都港区台場2-4-8,35.626804,139.77446,ローソン フジテレビ店,,,,,,,
港区,台場１丁目,-,東京都港区台場1丁目6番1号デックス東京ビ-チ,35.628963,139.77542,ファミリーマート お台場東京ビーチ店,,,,,,,
港区,台場２丁目,-,東京都港区台場2丁目3-1,35.627865,139.77644,ファミリーマート トレードピアお台場店,,,,,,,
港区,台場２丁目,-,東京都港区台場2丁目3-2,35.628644,139.77785,ファミリーマート 台場フロンティア店,,,,,,,
港区,台場１丁目,-,東京都港区台場1-5-7-101,35.630727,139.77870,ファミリーマート お台場海浜公園店,,,,,,,
江東区,住吉１丁目,-,東京都江東区住吉1-7-8,35.687976,139.81127,ローソン 江東住吉大門通店,,,,,,,
江東区,豊洲６丁目,-,東京都江東区豊洲6-3,35.645797,139.78758,ニューヤマザキデイリーストア 豊洲青果市場店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-6 東京ファッションタウン2F,35.630298,139.78958,ミニストップ WANZA有明店,,,,,,,
江東区,千石１丁目,-,東京都江東区千石1-8-4,35.678289,139.81331,ミニストップ 江東千石店,,,,,,,
江東区,有明２丁目,-,東京都江東区有明2丁目1-1 シティタワ-ズ東京ベイ WEST TOWER 2階,35.637447,139.79387,ミニストップ シティタワーズ東京ベイ店,,,,,,,
江東区,有明２丁目,-,東京都江東区有明2丁目1-5,35.638019,139.79397,ミニストップ ヴィラフォンテーヌグランド有明店,,,,,,,
江東区,佐賀２丁目,-,東京都江東区佐賀2-12-7,35.678920,139.79346,セブンイレブン 江東佐賀2丁目店,,,,,,,
江東区,北砂３丁目,-,東京都江東区北砂3-3-7,35.683572,139.82716,セブンイレブン 北砂3丁目明治通り店,,,,,,,
江東区,豊洲２丁目,-,東京都江東区豊洲2-2,35.654196,139.79493,セブンイレブン ゆりかもめ豊洲駅店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1丁目2-8-101,35.649254,139.80113,セブンイレブン 東雲1丁目店,,,,,,,
江東区,有明１丁目,-,東京都江東区有明1-6-7,35.637260,139.77906,セブンイレブン FR有明店,,,,,,,
江東区,亀戸６丁目,-,東京都江東区亀戸6-25-5,35.695946,139.82600,セブンイレブン 江東亀戸6丁目店,,,,,,,
江東区,豊洲１丁目,-,東京都江東区豊洲1-2-33,35.660749,139.79335,セブンイレブン 豊洲1丁目店,,,,,,,
江東区,塩浜２丁目,-,東京都江東区塩浜2丁目4番35号,35.662213,139.80376,セブンイレブン 江東塩浜2丁目店,,,,,,,
江東区,亀戸６丁目,-,東京都江東区亀戸6-59-7,35.696867,139.82659,セブンイレブン 江東亀戸駅南店,,,,,,,
江東区,北砂５丁目,-,東京都江東区北砂5-20,35.684063,139.83297,ローソン 小名木川店,,,,,,,
江東区,北砂２丁目,-,東京都江東区北砂2-1-28,35.678118,139.82710,ローソン 江東北砂二丁目店,,,,,,,
江東区,辰巳２丁目,-,東京都江東区辰巳2-1,35.648503,139.81443,ローソン ポートストア辰巳店,,,,,,,
江東区,新木場１丁目,-,東京都江東区新木場1-6先有楽町線新木場駅構内,35.645902,139.82670,ローソン メトロス新木場店,,,,,,,
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-20,35.648219,139.78502,ナチュラルローソン NL豊洲市場前店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5-4-1,35.669721,139.80699,ローソン 江東木場五丁目店,,,,,,,
江東区,猿江１丁目,-,東京都江東区猿江1-17-17,35.686799,139.81075,ローソン 江東猿江一丁目店,,,,,,,
江東区,豊洲２丁目,-,東京都江東区豊洲2丁目2番1号,35.654196,139.79493,ファミリーマート ファミマ豊洲ベイサイドクロス店,,,,,,,
江東区,東陽６丁目,-,東京都江東区東陽6-2-56,35.674568,139.81283,ファミリーマート 東陽六丁目店,,,,,,,
江東区,木場２丁目,-,東京都江東区木場2-19,35.669695,139.80531,ファミリーマート 木場二丁目店,,,,,,,
江東区,東砂３丁目,-,東京都江東区東砂3-17,35.681375,139.84241,ファミリーマート 東砂三丁目店,,,,,,,
江東区,福住２丁目,-,東京都江東区福住2丁目3-16,35.677521,139.79378,ファミリーマート 江東福住二丁目店,,,,,,,
江東区,平野２丁目,-,東京都江東区平野2丁目2番20レジデンス清澄白河,35.676866,139.80288,ファミリーマート 平野二丁目店,,,,,,,
江東区,新木場１丁目,-,東京都江東区新木場1丁目11,35.642676,139.83649,ファミリーマート 新木場一丁目店,,,,,,,
江東区,有明２丁目,-,東京都江東区有明2-1-8 住友不動産ショッピングシティ有明ガーデン1F,35.638402,139.79309,ミニストップ 住友不動産 ショッピングシティ 有明ガーデン店,,,,,,,
江東区,新木場１丁目,-,東京都江東区新木場1丁目,35.645257,139.82786,ニューデイズりんかい新木場,,,,,,,
江東区,新木場１丁目,-,東京都江東区新木場1丁目,35.645257,139.82786,ニューデイズ新木場改札内,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2-2 B-101,35.620849,139.77476,デイリーヤマザキ 臨海副都心青海店,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2丁目7-4THESOHO,35.617994,139.77485,ファミリーマート 東京湾岸警察署前店,,,,,,,
江東区,青海１丁目,-,東京都江東区青海1-1-10,35.625360,139.77599,セブンイレブン ダイバーシティ東京プラザ店,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2-4-32,35.617582,139.77693,ローソン TIME24店,,,,,,,
江東区,青海１丁目,-,東京都江東区青海1-2-9,35.626608,139.77709,ローソン お台場店,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2丁目4-24青海フロンティアビル,35.617648,139.77839,ファミリーマート 青海フロンティア店,,,,,,,
江東区,青海１丁目,-,東京都江東区青海1丁目2-1,35.627536,139.77882,ニューデイズ東京テレポート,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2丁目5-10,35.617087,139.77970,ファミリーマート テレコムセンター店,,,,,,,
江東区,青海２丁目,-,東京都江東区青海2-5-10,35.617087,139.77970,ファミリーマート テレコムセンター店,,,,,,,
江東区,青海１丁目,-,東京都江東区青海1丁目3-15,35.624987,139.78018,ファミリーマート ヴィーナスフォート店,,,,,,,
江東区,青海４丁目,-,東京都江東区青海4-4-1,35.618384,139.78172,ローソン ポートストア青海店,,,,,,,
江東区,有明１丁目,-,東京都江東区有明1-4-29,35.635807,139.78562,デイリーヤマザキ 江東有明1丁目店,,,,,,,
江東区,有明１丁目,-,東京都江東区有明1-4-11,35.637139,139.78725,デイリーヤマザキ ブリリアマーレ有明店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-5-7TOC有明ビル2F,35.632500,139.78846,セブンイレブン TOC有明店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-6-6,35.632167,139.78950,ローソン ホテルサンルート有明店,,,,,,,
江東区,有明４丁目,-,東京都江東区有明4-4-24,35.622929,139.78977,ローソン ポートストア有明店,,,,,,,
江東区,佐賀１丁目,-,東京都江東区佐賀1丁目8-6,35.676460,139.79021,セブンイレブン 江東佐賀1丁目店,,,,,,,
江東区,有明１丁目,-,東京都江東区有明1-3-19,35.638560,139.79063,ローソン 有明コロシアム前店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-6-11,35.630895,139.79063,セブンイレブン TFT有明店,,,,,,,
江東区,永代１丁目,-,東京都江東区永代1-14-26,35.674859,139.79067,ローソン 永代橋店,,,,,,,
江東区,永代１丁目,-,東京都江東区永代1-14-6,35.675840,139.79084,セブンイレブン 7FS大和総研永代ビル店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-7-2,35.634080,139.79125,ローソン 国際展示場駅前店,,,,,,,
江東区,越中島１丁目,-,東京都江東区越中島1-2-21,35.670778,139.79128,セブンイレブン ヤマタネビル店,,,,,,,
江東区,永代２丁目,-,東京都江東区永代2-37-28,35.674763,139.79165,セブンイレブン 江東永代2丁目店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-7-26-106,35.631467,139.79179,ファミリーマート 有明フロンティア店,,,,,,,
江東区,豊洲１丁目,-,東京都江東区豊洲1-2-39,35.660082,139.79240,ローソン 豊洲一丁目店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-7-3,35.634400,139.79264,セブンイレブン DR東京有明ダイワロイネットホ店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-7-11,35.632645,139.79296,デイリーヤマザキ 江東有明3丁目店,,,,,,,
江東区,永代２丁目,-,東京都江東区永代2丁目31-7,35.673717,139.79305,セブンイレブン 門前仲町駅西店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-5-5,35.672823,139.79335,ファミリーマート 門前仲町一丁目店,,,,,,,
江東区,牡丹１丁目,-,東京都江東区牡丹1-2-2,35.670608,139.79341,ファミリーマート 牡丹一丁目店,,,,,,,
江東区,新大橋１丁目,-,東京都江東区新大橋1-9-6,35.689049,139.79342,ローソン 新大橋一丁目店,,,,,,,
江東区,牡丹１丁目,-,東京都江東区牡丹1丁目2ー5,35.670686,139.79344,セブンイレブン 江東牡丹1丁目店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-7-18,35.632063,139.79368,ローソン 有明セントラルタワー店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-16-1,35.674209,139.79372,セブンイレブン 江東門前仲町1丁目店,,,,,,,
江東区,牡丹１丁目,-,東京都江東区牡丹1-14-1,35.670854,139.79373,ローソンストア100 江東牡丹一丁目店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-1-1,35.659391,139.79376,セブンイレブン 豊洲3丁目店,,,,,,,
江東区,福住１丁目,-,東京都江東区福住1丁目8番10号,35.676381,139.79398,ファミリーマート 江東福住一丁目店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-2-3,35.658315,139.79414,デイリーヤマザキ 豊洲キュービックG店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-7-12木屋源ビル,35.672912,139.79439,ファミリーマート 門前仲町駅前店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-4-8,35.672265,139.79442,ローソン メトロス門前仲町西口店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-11-1,35.629626,139.79449,セブンイレブン 7FSビッグサイト店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-11-1,35.629626,139.79449,ローソン 東京ビッグサイトエントランス店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3-11-1,35.629626,139.79449,ローソン 東京ビッグサイト南棟店,,,,,,,
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-8-11,35.673042,139.79468,ファミリーマート 江東門前仲町店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3丁目8-31,35.634222,139.79469,ファミリーマート がん研有明病院店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-2-24,35.657587,139.79497,セブンイレブン 豊洲晴海通り店,,,,,,,
江東区,新大橋３丁目,-,東京都江東区新大橋3丁目9-9,35.688154,139.79540,セブンイレブン 江東新大橋3丁目店,,,,,,,
江東区,門前仲町２丁目,-,東京都江東区門前仲町2ー6ー1,35.672788,139.79542,セブンイレブン 江東門前仲町店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5丁目2番10号 沢真ビル,35.653445,139.79556,ファミリーマート 豊洲五丁目店,,,,,,,
江東区,門前仲町２丁目,-,東京都江東区門前仲町2-3-8,35.671828,139.79564,ファミリーマート 門前仲町店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-2-20,35.656877,139.79566,ローソン 豊洲フロント店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-5-21,35.658698,139.79583,ナチュラルローソン 豊洲三丁目店,,,,,,,
江東区,有明１丁目,-,東京都江東区有明1丁目1番17号,35.642284,139.79584,ファミリーマート 江東有明店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-1-102,35.653689,139.79604,デイリーヤマザキ 江東豊洲駅前店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-1-38,35.650308,139.79627,ナチュラルローソン 昭和大学江東豊洲病院,,,,,,,
江東区,深川２丁目,-,東京都江東区深川2-5-1,35.674404,139.79629,ファミリーマート 江東深川二丁目店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-4-9,35.652059,139.79654,ローソン 江東豊洲五丁目店,,,,,,,
江東区,森下１丁目,-,東京都江東区森下1-10-5,35.687606,139.79684,セブンイレブン 江東森下1丁目店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-1-1,35.654569,139.79706,ローソン メトロス豊洲店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-3-9豊洲センタービルアネックス,35.656034,139.79711,ファミリーマート 豊洲センタービルアネックス店,,,,,,,
江東区,富岡１丁目,-,東京都江東区富岡1-6-6,35.671043,139.79712,デイリーヤマザキ 門前仲町駅前店,,,,,,,
江東区,富岡１丁目,-,東京都江東区富岡1丁目6-6,35.671043,139.79712,デイリーヤマザキ門前仲町駅前店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-1-24,35.654459,139.79713,セブンイレブン 豊洲駅前店,,,,,,,
江東区,森下１丁目,-,東京都江東区森下1-16-10,35.688151,139.79727,ローソン 江東森下一丁目店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-1-3,35.654729,139.79727,ファミリーマート 豊洲四丁目店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-18,35.653070,139.79734,デイリーヤマザキ 豊洲5丁目店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-18,35.653070,139.79734,デイリーヤマザキ 豊洲5丁目店,,,,,,,
江東区,有明３丁目,-,東京都江東区有明3丁目10-1国際展示場東展示棟,35.631759,139.79766,ファミリーマート B.Sガレリア店,,,,,,,
江東区,豊洲３丁目,-,東京都江東区豊洲3-6-5,35.659005,139.79770,セブンイレブン Iingザ・豊洲タワー店,,,,,,,
江東区,清澄３丁目,-,東京都江東区清澄3-4-8,35.681838,139.79799,ローソン 清澄三丁目店,,,,,,,
江東区,森下１丁目,-,東京都江東区森下1丁目5-5,35.686707,139.79806,ファミリーマート TKD森下一丁目店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-6-36,35.652117,139.79806,セブンイレブン 豊洲5丁目店,,,,,,,
江東区,越中島３丁目,-,東京都江東区越中島3-6-15 タ-ミナル棟,35.664878,139.79815,ミニストップ 越中島通り店,,,,,,,
江東区,越中島３丁目,-,東京都江東区越中島3-6-15,35.664878,139.79815,ミニストップ 福通越中島店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-6-1,35.655372,139.79823,セブンイレブン 豊洲店,,,,,,,
江東区,清澄３丁目,-,東京都江東区清澄3-7-7,35.682345,139.79846,セブンイレブン 清澄白河駅前店,,,,,,,
江東区,森下２丁目,-,東京都江東区森下2-23-2,35.688698,139.79853,ローソン・スリーエフ 江東森下二丁目店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1-7-12,35.647810,139.79857,ローソン 江東東雲一丁目店,,,,,,,
江東区,森下２丁目,-,東京都江東区森下2丁目2-2,35.686926,139.79859,セブンイレブン 江東森下駅南店,,,,,,,
江東区,森下２丁目,-,東京都江東区森下2丁目17-6,35.687848,139.79869,ファミリーマート 森下二丁目店,,,,,,,
江東区,高橋,-,東京都江東区高橋12-1,35.685238,139.79870,ファミリーマート 深川高橋店,,,,,,,
江東区,富岡１丁目,-,東京都江東区富岡1-23-16,35.670958,139.79879,ファミリーマート 深川門前仲町店,,,,,,,
江東区,牡丹３丁目,-,東京都江東区牡丹3丁目22番2号,35.668534,139.79892,ファミリーマート 牡丹三丁目店,,,,,,,
江東区,深川２丁目,-,東京都江東区深川2丁目2-24,35.673573,139.79914,セブンイレブン 江東深川2丁目店,,,,,,,
江東区,三好１丁目,-,東京都江東区三好1-8-3,35.680356,139.79928,ローソン 江東清澄店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5丁目6-52,35.650541,139.79929,ファミリーマート 豊洲キャナルフロント店,,,,,,,
江東区,豊洲５丁目,-,東京都江東区豊洲5-6-52NBF豊洲キャナルフロント9階,35.650541,139.79929,ファミリーマート 神田万世橋/S店,,,,,,,
江東区,豊洲４丁目,-,東京都江東区豊洲4-8-8,35.655380,139.79947,ファミリーマート アネックス豊洲店,,,,,,,
江東区,白河１丁目,-,東京都江東区白河1-6-12,35.682256,139.79967,ファミリーマート 清澄白河駅前店,,,,,,,
江東区,冬木,-,東京都江東区冬木23番13-103号,35.675367,139.79972,ファミリーマート 江東冬木店,,,,,,,
江東区,冬木,-,東京都江東区冬木23-13,35.675367,139.79972,株式会社オクムラ,,,,,,,
江東区,牡丹３丁目,-,東京都江東区牡丹3-20-4,35.668270,139.80009,セブンイレブン 牡丹店,,,,,,,
江東区,森下３丁目,-,東京都江東区森下3-1-11,35.685368,139.80068,セブンイレブン 森下店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1-8-17,35.644961,139.80074,セブンイレブン 東雲店,,,,,,,
江東区,古石場３丁目,-,東京都江東区古石場3-8-1,35.665965,139.80080,ポプラ 古石場3丁目店,,,,,,,
江東区,枝川１丁目,-,東京都江東区枝川1丁目9番6号,35.656954,139.80174,ミニストップ 江東枝川1丁目店,,,,,,,
江東区,東雲２丁目,-,東京都江東区東雲2-1-19,35.643791,139.80186,ローソン しののめ店,,,,,,,
江東区,冬木,-,東京都江東区冬木5-1,35.673133,139.80221,セブンイレブン 江東冬木店,,,,,,,
江東区,森下３丁目,-,東京都江東区森下3-20-2,35.687852,139.80231,ローソンストア100 LS江東森下三丁目店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1-9-9,35.647026,139.80240,ローソン 東雲一丁目店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1-10-18,35.650004,139.80241,ファミリーマート 東雲橋店,,,,,,,
江東区,東雲２丁目,-,東京都江東区東雲2-13-32,35.637216,139.80272,ローソン Tokyoビッグベイ店,,,,,,,
江東区,木場２丁目,-,東京都江東区木場2-8-3,35.669822,139.80280,ローソン 木場二丁目店,,,,,,,
江東区,木場２丁目,-,東京都江東区木場2丁目6番3号メインステージ木場,35.669327,139.80300,ファミリーマート 江東木場二丁目店,,,,,,,
江東区,木場１丁目,-,東京都江東区木場1-5-65,35.667330,139.80327,セブンイレブン 江東深川ギャザリア店,,,,,,,
江東区,白河２丁目,-,東京都江東区白河2-5-13,35.681280,139.80327,ローソンストア100 LS江東白河二丁目店,,,,,,,
江東区,枝川１丁目,-,東京都江東区枝川1-3-17,35.658833,139.80342,セブンイレブン 江東枝川店,,,,,,,
江東区,白河２丁目,-,東京都江東区白河2-17-10,35.682537,139.80351,セブンイレブン 清澄白河駅東店,,,,,,,
江東区,東雲２丁目,-,東京都江東区東雲2-8-10 臨海副都心線東雲駅構内,35.640637,139.80355,COMMUNITY STORE(コミュニティ・ストア) ぬ利彦東雲店,,,,,,,
江東区,白河２丁目,-,東京都江東区白河2-7-8,35.682110,139.80358,ファミリーマート 白河二丁目店,,,,,,,
江東区,平野２丁目,-,東京都江東区平野2丁目12番5,35.677341,139.80361,セブンイレブン 江東平野2丁目店,,,,,,,
江東区,東雲１丁目,-,東京都江東区東雲1丁目9-11-104,35.645847,139.80372,ファミリーマート 江東東雲一丁目店,,,,,,,
江東区,白河３丁目,-,東京都江東区白河3-1-18,35.681326,139.80391,デイリーヤマザキ 白河店,,,,,,,
江東区,木場３丁目,-,東京都江東区木場3-12-5,35.675095,139.80393,セブンイレブン 江東木場3丁目店,,,,,,,
江東区,東雲２丁目,-,東京都江東区東雲2-10-1,35.640176,139.80425,ローソン 東雲駅前店,,,,,,,
江東区,森下４丁目,-,東京都江東区森下4ー15ー7,35.686102,139.80476,セブンイレブン 江東森下4丁目店,,,,,,,
江東区,木場１丁目,-,東京都江東区木場1-5-25,35.666728,139.80486,セブンイレブン 江東木場1丁目店,,,,,,,
江東区,木場６丁目,-,東京都江東区木場6-4-4,35.666719,139.80557,ローソン 江東木場店,,,,,,,
江東区,白河３丁目,-,東京都江東区白河3-4-3,35.682159,139.80596,セブンイレブン 江東白河3丁目店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5-1-4,35.669023,139.80599,セブンイレブン 江東木場駅南店,,,,,,,
江東区,森下４丁目,-,東京都江東区森下4丁目10-8,35.685915,139.80602,ファミリーマート 江東森下四丁目店,,,,,,,
江東区,枝川２丁目,-,東京都江東区枝川2丁目3-9,35.659245,139.80606,吉田屋商店,,,,,,,
江東区,木場３丁目,-,東京都江東区木場3-18-14,35.672663,139.80617,ローソン 木場公園店,,,,,,,
江東区,白河４丁目,-,東京都江東区白河4丁目2-5,35.682333,139.80690,ファミリーマート 江東白河四丁目店,,,,,,,
江東区,枝川２丁目,-,東京都江東区枝川2丁目2-8,35.659174,139.80729,セブンイレブン 江東枝川2丁目店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5丁目11-19大坂屋ビル1階,35.669580,139.80793,ファミリーマート 木場五丁目店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5-11-19,35.669580,139.80793,コミュニティストア大阪屋,,,,,,,
江東区,辰巳１丁目,-,東京都江東区辰巳1-2-9-113,35.650066,139.80828,ローソン 辰巳団地店,,,,,,,
江東区,辰巳１丁目,-,東京都江東区辰巳1-4-11,35.652191,139.80833,ファミリーマート 辰巳一丁目店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5-11-15,35.669687,139.80837,セブンイレブン 江東木場駅前店,,,,,,,
江東区,木場５丁目,-,東京都江東区木場5-8-40,35.671000,139.80862,セブンイレブン 江東木場公園南店,,,,,,,
江東区,塩浜２丁目,-,東京都江東区塩浜2丁目14番1号,35.662992,139.80867,ファミリーマート 江東塩浜二丁目店,,,,,,,
江東区,三好４丁目,-,東京都江東区三好4-6-7,35.681362,139.80931,セブンイレブン 江東三好4丁目店,,,,,,,
