,指標名,スタートアップ企業,,,,,,,,,,
,品川区,西五反田１丁目,-,東京都品川区西五反田1-11-1,35.6244894,139.7235079,株式会社Veritas In Silico,医療・ヘルスケア,mRNAを標的とする中分子および中低分子創薬を用いた新たな治...,2016/11/17,http://www.veritasinsilico.com/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-13-7 ﾏﾙｷﾋﾞﾙ101,35.6239943,139.7241305,株式会社日本農業,ビジネスサービス,海外への農産物の輸出を望む日本の生産者の開拓および生産物の買...,2016/11/28,https://nihon-agri.com/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-1-8 NMF五反田駅前ﾋﾞﾙ7F,35.6258705,139.7231048,株式会社レッジ,コンピューター - ITサービス,AI特化型Webメディア「Ledge.ai」の運営、AI・M...,2017/10/1,https://ledge.co.jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1-11-1 ｱｲｵｽ五反田駅前508,35.6244878,139.7235718,株式会社カエタルテクノロジー,コンピューター - ITサービス,ブロックチェーン技術を応用した様々なアプリケーションなどを開...,2018/3/28,https://kaetaru.com/jp/,調査継続
,品川区,西五反田１丁目,-,東京都品川区西五反田1丁目5-1 A-PLACE五反田駅前3F,35.625671,139.7234095,株式会社ロンバード,ビジネスサービス,インターネット広告にかかわる事業展開及びオンライン学習スクー...,2012/4/26,https://www.lombard.co.jp/,調査継続
,品川区,西五反田２丁目,-,東京都品川区西五反田2-8-1 五反田ﾌｧｰｽﾄﾋﾞﾙ,35.6268458,139.7215754,サイトサポート・インスティテュート株式会社,ビジネスサービス,臨床試験を実施する医療機関から、業務の一部を代行するＳＭＯ（...,1999/4/2,http://www.j-smo.com/,
,品川区,西五反田２丁目,-,東京都品川区西五反田2-8-1 五反田ﾌｧｰｽﾄﾋﾞﾙ5階,35.6268458,139.7215754,株式会社キャンサースキャン,医療・ヘルスケア ICT,ガン検診受診率50％を達成するための、科学的かつ系統的な事業...,2008/11/1,http://www.cancerscan.jp/,調査継続
,品川区,西五反田２丁目,-,東京都品川区西五反田2-76-11 intexﾋﾞﾙ402,35.6263584,139.7222426,コンセンサス・ベイス株式会社,ビジネスサービス,トレーディングカードなどの知財をデジタルアセットとしてブロッ...,2015/4/23,http://www.consensus-base.com/,調査継続
,品川区,西五反田２丁目,-,東京都品川区西五反田2-6-3 東洋ﾋﾞﾙ3F,35.6267022,139.7222948,株式会社ビヨンドメディア,コンピューター - ITサービス,EC向けにショップ間の相互集客とマルチメディアを活用した販促...,2008/7/1,http://www.beyondomedia.com/,調査不能(HPアクセス不能などの事由)
,品川区,西五反田２丁目,-,東京都品川区西五反田2-4-2 東海ﾋﾞﾙ,35.6272917,139.7219756,株式会社スマートエデュケーション,コンピューター - ソフトウェア,iPad 等のタブレット端末やスマートフォン を中心としたマ...,2011/6/7,http://smarteducation.jp/,調査継続
,品川区,西五反田２丁目,-,東京都品川区西五反田2-27-3 五反田ﾌﾛﾝﾄ3F,35.6250741,139.7212008,エミック株式会社,ビジネスサービス,"振動測定器／振動環境試験機の製造販売 
および受託試験業務",1971/7/1,http://www.emic-net.co.jp/,調査継続
,品川区,西五反田２丁目,-,東京都品川区西五反田2-23-5,35.6255481,139.7201515,株式会社キューブシステム,コンピューター - ITサービス,銀行向け、流通向けなどのシステム開発が主業。大型案件を扱える...,1972/7/5,http://www.cubesystem.co.jp/,
,品川区,西五反田２丁目,-,東京都品川区西五反田2-27-4 明治安田生命五反田ﾋﾞﾙ,35.624938,139.7209381,テクノアルファ株式会社,ビジネスサービス,半導体製造装置、電子・材料機器、マリン・環境機器の仕入・販売,1989/12/22,http://www.technoalpha.co.jp/,
