指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2020.html,,,,,
千代田区,神田猿楽町２丁目,-,東京都千代田区猿楽町２－３－６,35.699551,139.758062,神田女学園中学校,私立,中学校,03-6383-3751,2020/4/1
千代田区,富士見１丁目,-,東京都千代田区富士見１－２－５,35.697090,139.747893,暁星中学校,私立,中学校,03-3262-3291,2020/4/1
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２－６－１,35.693875,139.756378,共立女子中学校,私立,中学校,03-3237-2744,2020/4/1
千代田区,麹町３丁目,-,東京都千代田区麹町３－８　　　,35.684834,139.738999,?町学園女子中学校,私立,中学校,03-3263-3011,2020/4/1
千代田区,一番町,-,東京都千代田区一番町２２－１０,35.687717,139.738422,女子学院中学校,私立,中学校,03-3263-1711,2020/4/1
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園中学校,私立,中学校,03-3234-6661,2020/4/1
千代田区,三番町,-,東京都千代田区三番町２２　　　,35.691261,139.741458,東京家政学院中学校,私立,中学校,03-3262-2251,2020/4/1
千代田区,六番町,-,東京都千代田区六番町１４－１　,35.686709,139.731593,雙葉中学校,私立,中学校,03-3261-0821,2020/4/1
千代田区,九段北３丁目,-,東京都千代田区九段北３－３－１５　　,35.694095,139.740973,三輪田学園中学校,私立,中学校,03-3263-7801,2020/4/1
千代田区,九段北１丁目,-,東京都千代田区九段北１－１２－１２　,35.696599,139.748951,和洋九段女子中学校,私立,中学校,03-3262-4161,2020/4/1
千代田区,富士見１丁目,-,東京都千代田区富士見１－１－１３　　,35.698456,139.748438,暁星小学校,私立,小学校,03-3261-1510,2020/4/1
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園小学校,私立,小学校,03-3234-6662,2020/4/1
千代田区,六番町,-,東京都千代田区六番町１４－１　,35.686709,139.731593,雙葉小学校,私立,小学校,03-3263-0822,2020/4/1
千代田区,外神田３丁目,-,東京都千代田区外神田３－４－１０,35.701233,139.770393,神田寺幼稚園,私立,幼稚園,03-3251-8685,<NULL>
千代田区,富士見１丁目,-,東京都千代田区富士見１－２－５,35.697090,139.747893,暁星幼稚園,私立,幼稚園,03-3264-5875,<NULL>
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園幼稚園,私立,幼稚園,03-3234-6663,<NULL>
千代田区,六番町,-,東京都千代田区六番町１１－１,35.686714,139.732476,雙葉小学校附属幼稚園,私立,幼稚園,03-3261-2982,<NULL>
千代田区,西神田２丁目,-,東京都千代田区西神田２－４－１０,35.698126,139.754507,大原医療秘書福祉保育専門学校,私立,専修学校,03-3237-8711,2020/4/1
千代田区,西神田２丁目,-,東京都千代田区西神田２－５－４,35.698481,139.754265,大原法律専門学校,私立,専修学校,03-3237-8711,2020/4/1
千代田区,西神田１丁目,-,東京都千代田区西神田１－２－１０,35.699178,139.756861,大原簿記学校     ,私立,専修学校,03-3237-8711,2020/4/1
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－３,35.699777,139.764459,御茶の水美術専門学校,私立,専修学校,03-3291-7400,2020/4/1
千代田区,神田多町,-,東京都千代田区神田多町２－１１,35.693324,139.769361,公益社団法人東京都歯科医師会附属歯科衛生士専門学校,私立,専修学校,03-3252-8221,2020/4/1
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－６－４,35.696520,139.755367,九段観光ビジネス専門学校,私立,専修学校,03-3263-9949,2020/4/1
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町７－１,35.683303,139.731746,上智社会福祉専門学校,私立,専修学校,03-3238-3021,2020/4/1
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１－５－８,35.699136,139.761182,駿台外語アンドビジネス専門学校,私立,専修学校,03-3293-3291,2020/4/1
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３－２８－１２,35.695609,139.763179,駿台電子情報アンドビジネス専門学校,私立,専修学校,03-5259-3411,2020/4/1
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３－２８,35.695225,139.763161,駿台法律経済アンドビジネス専門学校,私立,専修学校,03-5259-3200,2020/4/1
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－５－１７,35.700306,139.760453,駿台予備学校,私立,専修学校,03-5259-3111,2020/4/1
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１－７,35.699084,139.760617,駿台予備学校アカデミー校,私立,専修学校,03-5259-3251,2020/4/1
千代田区,六番町,-,東京都千代田区六番町１－３,35.688053,139.735647,専修学校河合塾麹町校,私立,専修学校,03-3230-1581,2020/4/1
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－１１,35.700846,139.758357,専門学校アテネ・フランセ,私立,専修学校,03-3291-3391,2020/4/1
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３－２８－１０,35.695316,139.763283,専門学校お茶の水スクール･オブ･ビジネス,私立,専修学校,03-3291-3831,2020/4/1
千代田区,内神田２丁目,-,東京都千代田区内神田２－１３－１３,35.691362,139.768796,専門学校神田外語学院,私立,専修学校,03-3258-5821,2020/4/1
千代田区,四番町,-,東京都千代田区四番町１１,35.688484,139.738977,専門学校東京ビジュアルアーツ,私立,専修学校,03-3221-0202,2020/4/1
千代田区,富士見２丁目,-,東京都千代田区富士見２－５－１３,35.700637,139.745643,専門学校ファッションカレッジ桜丘,私立,専修学校,03-3265-2821,2020/4/1
千代田区,西神田１丁目,-,東京都千代田区西神田１－３－１,35.699372,139.756852,東京アニメーター学院専門学校,私立,専修学校,03-3237-8711,2020/4/1
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－５０,35.698496,139.758035,東京商科・法科学院専門学校,私立,専修学校,03-3294-4091,2020/4/1
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－１０－３３,35.697018,139.755787,東京情報クリエイター工学院専門学校,私立,専修学校,03-3237-8711,2020/4/1
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３－２６－１,35.696149,139.762503,東京テクノ･ホルティ園芸専門学校,私立,専修学校,03-3292-0954,2020/4/1
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－１１,35.700846,139.758357,東京デザイナー学院,私立,専修学校,03-3294-2831,2020/4/1
千代田区,西神田１丁目,-,東京都千代田区西神田１－２－１５,35.698934,139.757279,東京ホテル・トラベル学院専門学校,私立,専修学校,03-3237-8711,2020/4/1
千代田区,西神田１丁目,-,東京都千代田区西神田１－３－４,35.699341,139.756593,東京理容専修学校,私立,専修学校,03-3293-9871,2020/4/1
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－５２－４,35.698081,139.757440,日本ウェルネス保育専門学校,私立,専修学校,03-3219-3271,2020/4/1
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１－８－１３,35.698311,139.763461,日本大学歯学部附属歯科衛生専門学校,私立,専修学校,03-3219-8007,2020/4/1
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１－８－１３,35.698311,139.763461,日本大学歯学部附属歯科技工専門学校,私立,専修学校,03-3219-8007,2020/4/1
千代田区,九段南４丁目,-,東京都千代田区九段南４－８－２１,35.690872,139.737121,山脇美術専門学校,私立,専修学校,03-3264-4020,2020/4/1
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－３,35.699777,139.764459,御茶の水美術学院,私立,各種学校,03-3293-8736,2020/4/1
千代田区,四番町,-,東京都千代田区四番町１１,35.688484,139.738977,千代田インターナショナルスクール東京,私立,各種学校,03-5530-7402,2020/4/1
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－２－１,35.677626,139.761247,東京会館クッキングスクール,私立,各種学校,03-3215-5111,2020/4/1
千代田区,五番町,-,東京都千代田区五番町１４,35.688946,139.732703,東京中華学校,私立,各種学校,03-3261-5894,2020/4/1
新宿区,津久戸町,-,東京都新宿区津久戸町２－２,35.702761,139.742080,津久戸,公立,幼稚園,03-3266-0129,2020/5/1
新宿区,水道町,-,東京都新宿区水道町１－２８,35.707068,139.736580,江戸川,公立,幼稚園,(休園中）,2020/5/1
新宿区,市谷山伏町,-,東京都新宿区市谷山伏町１－３,35.699767,139.728722,市谷,公立,幼稚園,03-3266-0184,2020/5/1
新宿区,早稲田南町,-,東京都新宿区早稲田南町２５,35.704625,139.723532,早稲田,公立,幼稚園,03-3205-9086,2020/5/1
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町１４０,35.708566,139.725039,鶴巻,公立,幼稚園,03-3205-9167,2020/5/1
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町４－３３,35.695803,139.723600,牛込仲之,公立,幼稚園,03-3358-3880,2020/5/1
新宿区,富久町,-,東京都新宿区富久町７－２４,35.692373,139.716356,富久,公立,幼稚園,(休園中）,2020/5/1
新宿区,若松町,-,東京都新宿区若松町１３－１,35.699303,139.716088,余丁町,公立,幼稚園,03-3205-9255,2020/5/1
新宿区,大京町,-,東京都新宿区大京町３０,35.681137,139.715561,四谷第六,公立,幼稚園,03-3358-3774,2020/5/1
新宿区,西新宿１丁目,-,東京都新宿区新宿１－２２－１,35.688882,139.695764,花園,公立,幼稚園,03-3353-8277,2020/5/1
新宿区,大久保１丁目,-,東京都新宿区大久保１－１－２１,35.699513,139.705503,大久保,公立,幼稚園,03-3205-9425,2020/5/1
新宿区,百人町２丁目,-,東京都新宿区百人町２－１－３８,35.704019,139.701953,戸山,公立,幼稚園,(休園中）,2020/5/1
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田３－１０－１２,35.711097,139.715047,戸塚第一,公立,幼稚園,(休園中）,2020/5/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２５－２１,35.712606,139.705899,戸塚第二,公立,幼稚園,03-3205-9609,2020/5/1
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３－１８－２１,35.714870,139.697505,戸塚第三,公立,幼稚園,(休園中）,2020/5/1
新宿区,上落合２丁目,-,東京都新宿区上落合２－１０－２３,35.712762,139.688781,落合第二,公立,幼稚園,(休園中）,2020/5/1
新宿区,西落合１丁目,-,東京都新宿区西落合１－１２－２０,35.720717,139.682627,落合第三,公立,幼稚園,03-3565-0914,2020/5/1
新宿区,下落合２丁目,-,東京都新宿区下落合２－９－３４,35.718333,139.700156,落合第四,公立,幼稚園,03-3565-0939,2020/5/1
新宿区,西落合４丁目,-,東京都新宿区西落合４－１１－２１,35.727274,139.678171,落合第六,公立,幼稚園,(休園中）,2020/5/1
新宿区,北新宿３丁目,-,東京都新宿区北新宿３－１７－１,35.704074,139.691573,淀橋第四,公立,幼稚園,03-3227-2165,2020/5/1
新宿区,百人町４丁目,-,東京都新宿区百人町４－７－１,35.708883,139.695720,西戸山,公立,幼稚園,03-3362-0400,2020/5/1
新宿区,津久戸町,-,東京都新宿区津久戸町２－２,35.702761,139.742080,津久戸,公立,小学校,03-3266-1601,2020/5/1
新宿区,水道町,-,東京都新宿区水道町１－２８,35.707068,139.736580,江戸川,公立,小学校,03-3266-1602,2020/5/1
新宿区,市谷山伏町,-,東京都新宿区市谷山伏町１－３,35.699767,139.728722,市谷,公立,小学校,03-3266-1603,2020/5/1
新宿区,北町,-,東京都新宿区北町２６,35.699680,139.733851,愛日,公立,小学校,03-3266-1604,2020/5/1
新宿区,早稲田南町,-,東京都新宿区早稲田南町２５,35.704625,139.723532,早稲田,公立,小学校,03-3205-9501,2020/5/1
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町１４０,35.708566,139.725039,鶴巻,公立,小学校,03-3205-9502,2020/5/1
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町４－３３,35.695803,139.723600,牛込仲之,公立,小学校,03-3358-3762,2020/5/1
新宿区,富久町,-,東京都新宿区富久町７－２４,35.692373,139.716356,富久,公立,小学校,03-3358-3763,2020/5/1
新宿区,若松町,-,東京都新宿区若松町１３－１,35.699303,139.716088,余丁町,公立,小学校,03-3205-9503,2020/5/1
新宿区,戸山２丁目,-,東京都新宿区戸山２－３４－２,35.702256,139.711253,東戸山,公立,小学校,03-3205-9504,2020/5/1
新宿区,大京町,-,東京都新宿区大京町３０,35.681137,139.715561,四谷第六,公立,小学校,03-3358-3767,2020/5/1
新宿区,大久保１丁目,-,東京都新宿区大久保１－１－２１,35.699513,139.705503,大久保,公立,小学校,03-3205-9506,2020/5/1
新宿区,西新宿６丁目,-,東京都新宿区新宿６－１４－２,35.692840,139.689347,天神,公立,小学校,03-3358-3769,2020/5/1
新宿区,百人町２丁目,-,東京都新宿区百人町２－１－３８,35.704019,139.701953,戸山,公立,小学校,03-3205-9507,2020/5/1
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田３－１０－１２,35.711097,139.715047,戸塚第一,公立,小学校,03-3205-9508,2020/5/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２５－２１,35.712606,139.705899,戸塚第二,公立,小学校,03-3205-9509,2020/5/1
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３－１８－２１,35.714870,139.697505,戸塚第三,公立,小学校,03-3227-2101,2020/5/1
新宿区,中落合２丁目,-,東京都新宿区中落合２－１３－２７,35.719496,139.691548,落合第一,公立,小学校,03-3565-0940,2020/5/1
新宿区,上落合２丁目,-,東京都新宿区上落合２－１０－２３,35.712762,139.688781,落合第二,公立,小学校,03-3227-2102,2020/5/1
新宿区,西落合１丁目,-,東京都新宿区西落合１－１２－２０,35.720717,139.682627,落合第三,公立,小学校,03-3565-0941,2020/5/1
新宿区,下落合２丁目,-,東京都新宿区下落合２－９－３４,35.718333,139.700156,落合第四,公立,小学校,03-3565-0942,2020/5/1
新宿区,上落合３丁目,-,東京都新宿区上落合３－１－６,35.714560,139.685444,落合第五,公立,小学校,03-3227-2103,2020/5/1
新宿区,西落合４丁目,-,東京都新宿区西落合４－１１－２１,35.727274,139.678171,落合第六,公立,小学校,03-3565-0943,2020/5/1
新宿区,北新宿３丁目,-,東京都新宿区北新宿３－１７－１,35.704074,139.691573,淀橋第四,公立,小学校,03-3227-2105,2020/5/1
新宿区,百人町４丁目,-,東京都新宿区百人町４－２－１,35.707903,139.699246,西戸山,公立,小学校,03-3227-2107,2020/5/1
新宿区,西新宿１丁目,-,東京都新宿区新宿１－２２－１,35.688882,139.695764,花園,公立,小学校,03-3353-8276,2020/5/1
新宿区,北新宿１丁目,-,東京都新宿区北新宿２－１１－１,35.698274,139.696482,柏木,公立,小学校,03-3227-2104,2020/5/1
新宿区,西新宿４丁目,-,東京都新宿区西新宿４－３５－５,35.686184,139.687881,西新宿,公立,小学校,03-3373-6031,2020/5/1
新宿区,四谷２丁目,-,東京都新宿区四谷２－６,35.686606,139.724908,四谷,公立,小学校,03-5369-3776,2020/5/1
新宿区,北山伏町,-,東京都新宿区北山伏町４－１,35.700499,139.730510,牛込第一,公立,中学校,03-3266-1605,2020/5/1
新宿区,喜久井町,-,東京都新宿区喜久井町２０,35.703140,139.722239,牛込第二,公立,中学校,03-3205-9671,2020/5/1
新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町１－３－１,35.697643,139.731272,牛込第三,公立,中学校,03-3266-1606,2020/5/1
新宿区,下落合２丁目,-,東京都新宿区下落合２－２４－６,35.718662,139.700489,落合,公立,中学校,03-3565-0701,2020/5/1
新宿区,西落合１丁目,-,東京都新宿区西落合１－６－５,35.721175,139.684851,落合第二,公立,中学校,03-3565-0702,2020/5/1
新宿区,西新宿８丁目,-,東京都新宿区西新宿８－２－４４,35.695992,139.694727,西新宿,公立,中学校,03-5330-0661,2020/5/1
新宿区,四谷１丁目,-,東京都新宿区四谷１－１２,35.684117,139.728653,四谷,公立,中学校,03-3358-3771,2020/5/1
新宿区,戸山３丁目,-,東京都新宿区戸山３－２０－２,35.708088,139.709947,西早稲田,公立,中学校,03-3205-9674,2020/5/1
新宿区,新宿６丁目,-,東京都新宿区新宿６－１５－２２,35.695620,139.711095,新宿,公立,中学校,03-3357-6191,2020/5/1
新宿区,百人町４丁目,-,東京都新宿区百人町４－３－１,35.708434,139.700807,新宿西戸山,公立,中学校,03-3227-2110,2020/5/1
新宿区,戸山３丁目,-,東京都新宿区戸山３－１９－１,35.706693,139.709944,戸山,公立,高等学校,03-3202-4301,2020/5/1
新宿区,内藤町,-,東京都新宿区内藤町１１－４,35.683707,139.711302,新宿,公立,高等学校,03-3354-7411,2020/5/1
新宿区,山吹町,-,東京都新宿区山吹町８１,35.707200,139.729247,新宿山吹,公立,高等学校,03-5261-9771,2020/5/1
新宿区,富久町,-,東京都新宿区富久町２２－１,35.693632,139.716107,総合芸術,公立,高等学校,03-3354-5288,2020/5/1
新宿区,西新宿４丁目,-,東京都新宿区西新宿４－２０－１１,35.688308,139.686099,新宿養護学校,公立,特別支援学校,03-5351-1233,2020/5/1
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－１　,35.704974,139.702259,海城高等学校,私立,高等学校（全日制）,03-3209-5880,2020/4/1
新宿区,戸山３丁目,-,東京都新宿区戸山３－２０－１　,35.707479,139.712360,学習院女子高等科,私立,高等学校（全日制）,03-3203-1901,2020/4/1
新宿区,富久町,-,東京都新宿区富久町７－３０　　,35.691820,139.716696,成女高等学校,私立,高等学校（全日制）,03-3351-2330,2020/4/1
新宿区,原町３丁目,-,東京都新宿区原町３－８７　　　,35.698340,139.722757,成城高等学校,私立,高等学校（全日制）,03-3341-6141,2020/4/1
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－２　,35.706272,139.703183,保善高等学校,私立,高等学校（全日制）,03-3209-8756,2020/4/1
新宿区,中落合４丁目,-,東京都新宿区中落合４－３１－１,35.717648,139.680065,目白研心高等学校,私立,高等学校（全日制）,03-5996-3131,2020/4/1
新宿区,戸塚町,-,東京都新宿区馬場下町６２　　　,35.706796,139.719684,早稲田高等学校,私立,高等学校（全日制）,03-3202-7674,2020/4/1
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－１　,35.704974,139.702259,海城中学校,私立,中学校,03-3209-5880,2020/4/1
新宿区,戸山３丁目,-,東京都新宿区戸山３－２０－１　,35.707479,139.712360,学習院女子中等科,私立,中学校,03-3203-1901,2020/4/1
新宿区,原町３丁目,-,東京都新宿区原町３－８７　　　,35.698340,139.722757,成城中学校,私立,中学校,03-3341-6141,2020/4/1
新宿区,富久町,-,東京都新宿区富久町７－３０　　,35.691820,139.716696,成女学園中学校,私立,中学校,03-3351-2330,2020/4/1
新宿区,中落合４丁目,-,東京都新宿区中落合４－３１－１,35.717648,139.680065,目白研心中学校,私立,中学校,03-5996-3131,2020/4/1
新宿区,戸塚町,-,東京都新宿区馬場下町６２　　　,35.706796,139.719684,早稲田中学校,私立,中学校,03-3202-7674,2020/4/1
新宿区,若葉１丁目,-,東京都新宿区若葉１－２３－１　,35.682941,139.727390,学習院初等科,私立,小学校,03-3355-2171,2020/4/1
新宿区,原町３丁目,-,東京都新宿区原町３－８７,35.698340,139.722757,牛込成城幼稚園,私立,幼稚園,03-3341-5058,<NULL>
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２－８－１８,35.712572,139.709383,おおや幼稚園,私立,幼稚園,03-3200-7506,<NULL>
新宿区,中落合４丁目,-,東京都新宿区中落合４－３－１,35.720486,139.686233,下落合みどり幼稚園,私立,幼稚園,03-3953-6112,<NULL>
新宿区,戸山２丁目,-,東京都新宿区戸山２－７－２,35.703333,139.713440,戸山幼稚園,私立,幼稚園,03-3203-6834,<NULL>
新宿区,西落合４丁目,-,東京都新宿区西落合４－８－１８,35.727952,139.679353,豊多摩幼稚園,私立,幼稚園,03-3951-5982,<NULL>
新宿区,上落合２丁目,-,東京都新宿区上落合２－２５－１９,35.711847,139.687176,伸びる会幼稚園,私立,幼稚園,03-3361-5020,<NULL>
新宿区,下落合２丁目,-,東京都新宿区下落合２－１５－１１,35.719216,139.703828,目白ケ丘幼稚園,私立,幼稚園,03-3951-2115,<NULL>
新宿区,下落合３丁目,-,東京都新宿区下落合３－１４－２５,35.722128,139.700581,目白平和幼稚園,私立,幼稚園,03-3954-0448,<NULL>
新宿区,四谷１丁目,-,東京都新宿区四谷１－１４,35.685373,139.728800,四谷新生幼稚園,私立,幼稚園,03-3357-7036,<NULL>
新宿区,新宿２丁目,-,東京都新宿区新宿２－１５－２,35.690461,139.709656,岩本和裁専門学校,私立,専修学校,03-3356-6546,2020/4/1
新宿区,百人町２丁目,-,東京都新宿区百人町２－６－１０,35.704035,139.700444,グレッグ外語専門学校新宿校,私立,専修学校,03-3360-6581,2020/4/1
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－７－３,35.691571,139.697084,首都医校,私立,専修学校,03-3346-3000,2020/4/1
新宿区,左門町,-,東京都新宿区左門町５,35.686492,139.719621,新宿医療専門学校,私立,専修学校,03-3352-6811,2020/4/1
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－５－３,35.693127,139.694288,新宿調理師専門学校 ,私立,専修学校,03-3342-0631,2020/4/1
新宿区,百人町２丁目,-,東京都新宿区百人町２－５－９,35.703343,139.700314,西武学園医学技術専門学校東京新宿校,私立,専修学校,03-3360-6217,2020/4/1
新宿区,西新宿２丁目,-,東京都新宿区西新宿７－１２－１,35.691346,139.693690,専修学校河合塾新宿校,私立,専修学校,03-3362-6581,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２４－１３,35.711427,139.705057,専修学校早稲田ゼミナール,私立,専修学校,03-3205-1621,2020/4/1
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場４－４－２１,35.712634,139.701825,専修学校早稲田予備学校,私立,専修学校,03-3369-5959,2020/4/1
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３－３－１９,35.714001,139.702380,専門学校ＥＳＰエンタテインメント東京,私立,専修学校,03-3368-6840,2020/4/1
新宿区,百人町１丁目,-,東京都新宿区百人町１－５－６,35.698458,139.700877,専門学校東京経理綜合学院,私立,専修学校,03-3200-7311,2020/4/1
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場４－５－８,35.712955,139.703463,専門学校ミュージシャンズ・インスティテュート東京,私立,専修学校,03-5937-1631,2020/4/1
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２－１－２７,35.707050,139.716629,専門学校早稲田国際ビジネスカレッジ,私立,専修学校,03-6278-9361,2020/4/1
新宿区,市谷本村町,-,東京都新宿区市谷本村町２－３１,35.690545,139.731762,高山美容専門学校,私立,専修学校,03-3268-1341,2020/4/1
新宿区,下落合２丁目,-,東京都新宿区下落合２－３－１６,35.716878,139.703258,中央理美容専門学校,私立,専修学校,03-3950-8805,2020/4/1
新宿区,西新宿２丁目,-,東京都新宿区西新宿７－１８－１２,35.691346,139.693690,東京・iスマートビジネス専門学校,私立,専修学校,03-5937-1261,2020/4/1
新宿区,下落合１丁目,-,東京都新宿区下落合１－１－８,35.715472,139.704281,東京アニメーションカレッジ専門学校,私立,専修学校,03-3227-0202,2020/4/1
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町１６－１２,35.688522,139.725926,東京医療専門学校,私立,専修学校,03-3341-4043,2020/4/1
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－１１－１,35.695058,139.689815,東京栄養専門学校,私立,専修学校,03-3342-3661,2020/4/1
新宿区,西新宿７丁目,-,東京都新宿区西新宿７－３－８,35.696150,139.699043,東京外語専門学校,私立,専修学校,03-3367-1101,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－３４－１３,35.711863,139.704148,東京家政専門学校,私立,専修学校,03-3209-8488,2020/4/1
新宿区,百人町２丁目,-,東京都新宿区百人町２－２６－１０,35.704231,139.695000,東京眼鏡専門学校,私立,専修学校,03-3360-7046,2020/4/1
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町３－２１,35.696730,139.737979,東京観光専門学校,私立,専修学校,03-3235-2228,2020/4/1
新宿区,新宿１丁目,-,東京都新宿区新宿１－１１－７,35.688621,139.713188,東京国際福祉専門学校,私立,専修学校,03-3352-9280,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－１４－１,35.708999,139.706196,東京製菓学校,私立,専修学校,03-3200-7171,2020/4/1
新宿区,西新宿７丁目,-,東京都新宿区西新宿７－１１－１１,35.693824,139.697360,東京調理製菓専門学校,私立,専修学校,03-3363-9181,2020/4/1
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２－１１－１０,35.713667,139.707796,東京デザインテクノロジーセンター専門学校,私立,専修学校,03-3205-3611,2020/4/1
新宿区,下落合１丁目,-,東京都新宿区下落合１－２－４,35.715693,139.703854,東京美容専門学校,私立,専修学校,03-3360-6061,2020/4/1
新宿区,百人町１丁目,-,東京都新宿区百人町１－１３－１６,35.699414,139.699227,東京マルチメディア専門学校,私立,専修学校,03-3371-2226,2020/4/1
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－７－３,35.691571,139.697084,東京モード学園,私立,専修学校,03-3344-6000,2020/4/1
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２－１８－１２,35.710509,139.710652,東京YMCA国際ホテル専門学校,私立,専修学校,03-3202-7480,2020/4/1
新宿区,西新宿６丁目,-,東京都新宿区西新宿５－２５－８,35.694680,139.687987,東放学園映画専門学校,私立,専修学校,03-5333-5080,2020/4/1
新宿区,西新宿４丁目,-,東京都新宿区西新宿４－５－２,35.689366,139.683670,東放学園高等専修学校,私立,専修学校,03-3378-7505,2020/4/1
新宿区,百人町１丁目,-,東京都新宿区百人町１－４－４,35.699981,139.701423,東洋鍼灸専門学校,私立,専修学校,03-3209-5436,2020/4/1
新宿区,富久町,-,東京都新宿区富久町２－６,35.692447,139.718178,東洋美術学校,私立,専修学校,03-3359-7421,2020/4/1
新宿区,揚場町,-,東京都新宿区揚場町２－２８,35.702168,139.742979,"独立行政法人地域医療機能推進機構
東京新宿メディカルセンター附属看護専門学校",私立,専修学校,03-3260-6291,2020/4/1
新宿区,百人町３丁目,-,東京都新宿区百人町３－２２－８,35.704909,139.698277,"独立行政法人地域医療機能推進機構
東京山手メディカルセンター附属看護専門学校",私立,専修学校,03-3364-1565,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－１８－１８,35.711327,139.706157,日本医学柔整鍼灸専門学校,私立,専修学校,03-3208-7741,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－３２－１５,35.710392,139.703531,日本児童教育専門学校,私立,専修学校,03-3207-5311,2020/4/1
新宿区,百人町１丁目,-,東京都新宿区百人町１－２５－４,35.698389,139.698119,日本電子専門学校,私立,専修学校,03-3363-7761,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２１－１２,35.709662,139.704140,日本美容専門学校,私立,専修学校,03-3200-0813,2020/4/1
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２－１６－３,35.713715,139.705726,日本福祉教育専門学校,私立,専修学校,03-3205-1611,2020/4/1
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１－２４－２２,35.711794,139.705716,日本フラワーデザイン専門学校,私立,専修学校,03-3200-8717,2020/4/1
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－７－３,35.691571,139.697084,ＨＡＬ東京,私立,専修学校,03-3344-1010,2020/4/1
新宿区,百人町１丁目,-,東京都新宿区百人町１－５－７,35.698643,139.700817,ファッションビジネスカレッジ東京,私立,専修学校,03-3209-1521,2020/4/1
新宿区,大久保３丁目,-,東京都新宿区大久保３－１４－２０,35.707834,139.708359,へレン・ケラー学院,私立,専修学校,03-3200-0525,2020/4/1
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２－４２－５,35.697728,139.701088,真野美容専門学校    ,私立,専修学校,03-3209-3811,2020/4/1
