指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2020.html,,,,,
港区,六本木５丁目,六本木,東京都港区六本木５－１４－４０,35.659286,139.734737,東洋英和女学院高等部,私立,高等学校（全日制）,03-3583-0696,2020/4/1
港区,南麻布５丁目,-,東京都港区南麻布５－１－１４　,35.654288,139.722376,広尾学園高等学校,私立,高等学校（全日制）,03-3444-7271,2020/4/1
港区,三田４丁目,-,東京都港区三田４－１４－１６　,35.645863,139.741624,普連土学園高等学校,私立,高等学校（全日制）,03-3451-4616,2020/4/1
港区,白金台１丁目,-,東京都港区白金台１－２－３７　,35.636443,139.730221,明治学院高等学校,私立,高等学校（全日制）,03-5421-5011,2020/4/1
港区,赤坂４丁目,赤坂,東京都港区赤坂４－１０－３６　,35.674138,139.732463,山脇学園高等学校,私立,高等学校（全日制）,03-3585-3911,2020/4/1
港区,元麻布２丁目,-,東京都港区元麻布２－３－２９　,35.654171,139.727721,麻布中学校,私立,中学校,03-3446-6541,2020/4/1
港区,三田２丁目,-,東京都港区三田２－１７－１０　,35.648995,139.740215,慶應義塾中等部,私立,中学校,03-5427-1677,2020/4/1
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－５－３７　,35.661015,139.747204,芝中学校,私立,中学校,03-3431-2629,2020/4/1
港区,白金台２丁目,-,東京都港区白金台２－２６－５　,35.632035,139.729970,頌栄女子学院中学校,私立,中学校,03-3441-2005,2020/4/1
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642892,139.726462,聖心女子学院中等科,私立,中学校,03-3444-7671,2020/4/1
港区,高輪２丁目,-,東京都港区高輪２－１－３２　　,35.638488,139.736678,高輪中学校,私立,中学校,03-3441-7201,2020/4/1
港区,高輪２丁目,-,東京都港区高輪２－２－１６,35.638186,139.735352,東海大学付属高輪台高等学校中等部,私立,中学校,03-3448-4011,2020/4/1
港区,芝４丁目,-,東京都港区芝４－１－３０　　　,35.649733,139.749412,東京女子学園中学校,私立,中学校,03-3451-0912,2020/4/1
港区,六本木５丁目,六本木,東京都港区六本木５－１４－４０,35.659286,139.734737,東洋英和女学院中学部,私立,中学校,03-3583-0696,2020/4/1
港区,南麻布５丁目,-,東京都港区南麻布５－１－１４　,35.654288,139.722376,広尾学園中学校,私立,中学校,03-3444-7271,2020/4/1
港区,三田４丁目,-,東京都港区三田４－１４－１６　,35.645863,139.741624,普連土学園中学校,私立,中学校,03-3451-4616,2020/4/1
港区,赤坂４丁目,赤坂,東京都港区赤坂４－１０－３６　,35.674138,139.732463,山脇学園中学校,私立,中学校,03-3585-3911,2020/4/1
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642892,139.726462,聖心女子学院初等科,私立,小学校,03-3444-7671,2020/4/1
港区,六本木５丁目,六本木,東京都港区六本木５－６－１４,35.660892,139.733952,東洋英和女学院小学部,私立,小学校,03-5411-1322,2020/4/1
港区,南麻布５丁目,-,東京都港区南麻布５－６－８,35.653576,139.726644,愛育幼稚園,私立,幼稚園,03-3473-8318,<NULL>
港区,元麻布１丁目,-,東京都港区元麻布１－６－２１,35.653943,139.733131,麻布山幼稚園,私立,幼稚園,03-3453-6710,<NULL>
港区,西麻布３丁目,-,東京都港区西麻布３－２１－６,35.659281,139.725213,麻布みこころ幼稚園,私立,幼稚園,03-3408-8848,<NULL>
港区,元麻布２丁目,-,東京都港区元麻布２－１４－１６,35.652429,139.730318,安藤記念教会附属幼稚園,私立,幼稚園,03-3446-5231,<NULL>
港区,白金４丁目,-,東京都港区白金４－７－２３,35.642334,139.727599,サンタ・セシリア幼稚園,私立,幼稚園,03-3446-9884,<NULL>
港区,三田４丁目,-,東京都港区三田４－１９－３６,35.640984,139.739448,枝光会附属幼稚園,私立,幼稚園,03-3441-8147,<NULL>
港区,白金台５丁目,-,東京都港区白金台５－２３－１１,35.635588,139.717616,白金幼稚園,私立,幼稚園,03-3441-8497,<NULL>
港区,三田３丁目,-,東京都港区三田３－４－２８,35.645828,139.743243,聖徳学園三田幼稚園,私立,幼稚園,03-5476-8819,<NULL>
港区,六本木５丁目,六本木,東京都港区六本木５－６－１４,35.660892,139.733952,東洋英和幼稚園,私立,幼稚園,03-3401-3014,<NULL>
港区,南麻布４丁目,-,東京都港区南麻布４－５－６,35.651052,139.724809,南部坂幼稚園,私立,幼稚園,03-3473-1283,<NULL>
港区,芝２丁目,-,東京都港区芝２－２５－６,35.650582,139.751430,みなと幼稚園,私立,幼稚園,03-3451-5495,<NULL>
港区,芝公園４丁目,-,東京都港区芝公園４－７－４,35.656977,139.746661,明徳幼稚園,私立,幼稚園,03-3431-0592,<NULL>
港区,赤坂１丁目,虎ノ門,東京都港区赤坂１－１４－３,35.667076,139.742156,霊南坂幼稚園,私立,幼稚園,03-3582-3995,<NULL>
港区,西麻布４丁目,-,東京都港区西麻布４－１３－２５,35.657859,139.722273,若葉会幼稚園,私立,幼稚園,03-3409-0039,<NULL>
港区,西新橋３丁目,虎ノ門,東京都港区西新橋３－２４－１０,35.661387,139.750927,音響芸術専門学校,私立,専修学校,03-3434-3866,2020/4/1
港区,西新橋３丁目,虎ノ門,東京都港区西新橋３－２５－８,35.663081,139.750449,慈恵看護専門学校,私立,専修学校,03-5400-1284,2020/4/1
港区,三田３丁目,-,東京都港区三田３－４－２８,35.645828,139.743243,聖徳大学幼児教育専門学校,私立,専修学校,03-5476-8811,2020/4/1
港区,北青山３丁目,-,東京都港区北青山３－５－１７,35.666504,139.712323,専門学校青山ファッションカレッジ,私立,専修学校,03-3402-1083,2020/4/1
港区,赤坂７丁目,赤坂,東京都港区赤坂７－２－２９,35.673901,139.730265,タカラ美容専門学校,私立,専修学校,03-3403-7779,2020/4/1
港区,六本木６丁目,六本木,東京都港区六本木６－４－１,35.661356,139.730124,ハリウッド美容専門学校,私立,専修学校,03-3408-5020,2020/4/1
港区,六本木６丁目,六本木,東京都港区六本木６－１６－５,35.658223,139.729793,アメリカン・スクール・イン・ジャパン・アーリーラーニングセンター,私立,各種学校,03-5771-4344,2020/4/1
港区,赤坂２丁目,赤坂,東京都港区赤坂２－１７－４７,35.669460,139.738316,一般財団法人霞山会　東亜学院,私立,各種学校,03-5575-6303,2020/4/1
港区,南麻布２丁目,-,東京都港区南麻布２‐１３‐６,35.647241,139.735378,東京インターナショナルスクール,私立,各種学校,03-5484-1160,2020/4/1
港区,元麻布２丁目,-,東京都港区元麻布２－１４－７,35.653621,139.730273,西町インターナショナルスクール,私立,各種学校,03-3451-5520,2020/4/1
江東区,古石場１丁目,-,東京都江東区古石場１－１１－１１,35.669204,139.794774,ちどり,公立,幼稚園,03-3642-1460,2020/5/1
江東区,木場１丁目,-,東京都江東区木場１－２－２,35.667895,139.802163,平久,公立,幼稚園,03-3645-6260,2020/5/1
江東区,千石２丁目,-,東京都江東区千石２－９－１２,35.679524,139.816434,川南,公立,幼稚園,03-3647-2983,2020/5/1
江東区,白河４丁目,-,東京都江東区白河４－９－１７,35.682958,139.807813,元加賀,公立,幼稚園,03-3641-1778,2020/5/1
江東区,豊洲４丁目,-,東京都江東区豊洲４－４－４,35.653924,139.798984,豊洲,公立,幼稚園,03-3531-9272,2020/5/1
江東区,辰巳１丁目,-,東京都江東区辰巳１－１１－１,35.646584,139.809981,辰巳,公立,幼稚園,03-3521-2187,2020/5/1
江東区,亀戸２丁目,-,東京都江東区亀戸２－５－７,35.698879,139.822163,第一亀戸,公立,幼稚園,03-3685-8227,2020/5/1
江東区,亀戸６丁目,-,東京都江東区亀戸６－３６－１,35.695026,139.830020,第二亀戸,公立,幼稚園,03-3684-1894,2020/5/1
江東区,大島７丁目,-,東京都江東区大島７－３９－２－１０１,35.691278,139.843753,第三大島,公立,幼稚園,03-3685-5945,2020/5/1
江東区,東砂７丁目,-,東京都江東区東砂７－５－２７,35.671403,139.838626,第五砂町,公立,幼稚園,03-3644-2209,2020/5/1
江東区,東砂４丁目,-,東京都江東区東砂４－２０－１,35.678458,139.839332,東砂,公立,幼稚園,03-3644-1942,2020/5/1
江東区,北砂５丁目,-,東京都江東区北砂５－２２－１０,35.682265,139.831566,小名木川,公立,幼稚園,03-3648-5244,2020/5/1
江東区,東陽２丁目,-,東京都江東区東陽２－１－１４,35.667469,139.814068,南陽,公立,幼稚園,03-3649-1077,2020/5/1
江東区,大島５丁目,-,東京都江東区大島５－３８－１,35.687191,139.835958,大島,公立,幼稚園,03-3684-3396,2020/5/1
江東区,北砂５丁目,-,東京都江東区北砂５－２０－７－１０２,35.683555,139.834147,なでしこ,公立,幼稚園,03-3640-7275,2020/5/1
江東区,枝川３丁目,-,東京都江東区枝川３－４－１－１０１,35.659458,139.808617,枝川,公立,幼稚園,03-3615-1333,2020/5/1
江東区,東雲２丁目,-,東京都江東区東雲２－４－１－１０３,35.642238,139.798100,ひばり,公立,幼稚園,03-3529-1454,2020/5/1
江東区,大島８丁目,-,東京都江東区大島８－２１－９－１０１,35.688923,139.839912,もみじ,公立,幼稚園,03-3637-4106,2020/5/1
江東区,扇橋３丁目,-,東京都江東区扇橋３－２０－１３－１０１,35.684381,139.818824,つばめ,公立,幼稚園,03-3649-1841,2020/5/1
江東区,南砂２丁目,-,東京都江東区南砂２－３－３－１０１,35.673170,139.823004,みどり,公立,幼稚園,03-3649-5840,2020/5/1
江東区,深川２丁目,-,東京都江東区深川２－１７－２６,35.676028,139.798208,明治,公立,小学校,03-3641-0550,2020/5/1
江東区,高橋,-,東京都江東区高橋１４－１０,35.685793,139.799431,深川,公立,小学校,03-3631-2209,2020/5/1
江東区,新大橋３丁目,-,東京都江東区新大橋３－１－１５,35.686749,139.795396,八名川,公立,小学校,03-3631-2260,2020/5/1
江東区,門前仲町１丁目,-,東京都江東区門前仲町１－１－６,35.672430,139.793335,臨海,公立,小学校,03-3641-0403,2020/5/1
江東区,富岡１丁目,-,東京都江東区富岡１－１８－７,35.672651,139.799819,数矢,公立,小学校,03-3642-0476,2020/5/1
江東区,木場１丁目,-,東京都江東区木場１－２－２,35.667895,139.802163,平久,公立,小学校,03-3644-0374,2020/5/1
江東区,東陽３丁目,-,東京都江東区東陽３－２７－１２,35.670379,139.815263,東陽,公立,小学校,03-3644-0406,2020/5/1
江東区,千石２丁目,-,東京都江東区千石２－９－１２,35.679524,139.816434,川南,公立,小学校,03-3647-0574,2020/5/1
江東区,石島,-,東京都江東区石島１８－５,35.681173,139.811747,扇橋,公立,小学校,03-3647-0571,2020/5/1
江東区,白河４丁目,-,東京都江東区白河４－３－１９,35.682094,139.808045,元加賀,公立,小学校,03-3641-0601,2020/5/1
江東区,毛利２丁目,-,東京都江東区毛利２－２－２,35.691545,139.816500,毛利,公立,小学校,03-3631-1647,2020/5/1
江東区,住吉１丁目,-,東京都江東区住吉１－１２－２,35.688304,139.812322,東川,公立,小学校,03-3631-5508,2020/5/1
江東区,豊洲４丁目,-,東京都江東区豊洲４－４－４,35.653924,139.798984,豊洲,公立,小学校,03-3531-7788,2020/5/1
江東区,枝川３丁目,-,東京都江東区枝川３－５－３,35.659656,139.809412,枝川,公立,小学校,03-3644-4941,2020/5/1
江東区,辰巳１丁目,-,東京都江東区辰巳１－１１－１,35.646584,139.809981,辰巳,公立,小学校,03-3521-1164,2020/5/1
江東区,亀戸２丁目,-,東京都江東区亀戸２－５－７,35.698879,139.822163,第一亀戸,公立,小学校,03-3684-4300,2020/5/1
江東区,亀戸６丁目,-,東京都江東区亀戸６－３６－１,35.695026,139.830020,第二亀戸,公立,小学校,03-3684-4303,2020/5/1
江東区,亀戸４丁目,-,東京都江東区亀戸４－２６－２２,35.703788,139.826138,香取,公立,小学校,03-3684-4306,2020/5/1
江東区,亀戸５丁目,-,東京都江東区亀戸５－２２－２２,35.699958,139.828505,水神,公立,小学校,03-3681-1952,2020/5/1
江東区,大島２丁目,-,東京都江東区大島２－４１－４,35.689737,139.825397,第一大島,公立,小学校,03-3684-4312,2020/5/1
江東区,大島３丁目,-,東京都江東区大島３－１６－２,35.690023,139.829737,第二大島,公立,小学校,03-3684-4315,2020/5/1
江東区,大島９丁目,-,東京都江東区大島９－５－３,35.692607,139.845307,第三大島,公立,小学校,03-3681-9204,2020/5/1
江東区,大島６丁目,-,東京都江東区大島６－７－８,35.691113,139.834423,第四大島,公立,小学校,03-3681-9935,2020/5/1
江東区,大島８丁目,-,東京都江東区大島８－４０－１３,35.688177,139.844829,第五大島,公立,小学校,03-3681-5011,2020/5/1
江東区,北砂４丁目,-,東京都江東区北砂４－１３－２３,35.677507,139.829616,砂町,公立,小学校,03-3644-0703,2020/5/1
江東区,南砂６丁目,-,東京都江東区南砂６－３－１３,35.672615,139.833284,第三砂町,公立,小学校,03-3646-4471,2020/5/1
江東区,南砂２丁目,-,東京都江東区南砂２－１３－１８,35.675036,139.822021,第四砂町,公立,小学校,03-3644-0348,2020/5/1
江東区,東砂８丁目,-,東京都江東区東砂８－１１－５,35.667085,139.838811,第五砂町,公立,小学校,03-3646-4474,2020/5/1
江東区,北砂６丁目,-,東京都江東区北砂６－２６－６,35.682057,139.838537,第六砂町,公立,小学校,03-3646-4462,2020/5/1
江東区,東砂３丁目,-,東京都江東区東砂３－２１－５,35.678912,139.842271,第七砂町,公立,小学校,03-3644-0543,2020/5/1
江東区,北砂５丁目,-,東京都江東区北砂５－２２－１０,35.682265,139.831566,小名木川,公立,小学校,03-3644-2029,2020/5/1
江東区,辰巳１丁目,-,東京都江東区辰巳１－１－２２,35.648250,139.808441,第二辰巳,公立,小学校,03-3521-3803,2020/5/1
江東区,東砂２丁目,-,東京都江東区東砂２－１２－１４,35.683370,139.844321,東砂,公立,小学校,03-3648-5818,2020/5/1
江東区,東陽２丁目,-,東京都江東区東陽２－１－２０,35.668193,139.814130,南陽,公立,小学校,03-3649-3461,2020/5/1
江東区,北砂１丁目,-,東京都江東区北砂１－３－３６,35.683168,139.823464,北砂,公立,小学校,03-3649-3463,2020/5/1
江東区,北砂５丁目,-,東京都江東区北砂５－２０－１６,35.684991,139.833962,亀高,公立,小学校,03-3640-5324,2020/5/1
江東区,東雲２丁目,-,東京都江東区東雲２－４－１１,35.642598,139.798930,東雲,公立,小学校,03-3529-1451,2020/5/1
江東区,越中島３丁目,-,東京都江東区越中島３－６－３８,35.666124,139.796336,越中島,公立,小学校,03-3643-9650,2020/5/1
江東区,亀戸９丁目,-,東京都江東区亀戸９－２２－４,35.698745,139.841710,浅間竪川,公立,小学校,03-3684-4311,2020/5/1
江東区,東砂７丁目,-,東京都江東区東砂７－１７－３０,35.674948,139.838931,第二砂町,公立,小学校,03-3640-5322,2020/5/1
江東区,南砂２丁目,-,東京都江東区南砂２－３－２１,35.671840,139.825044,南砂,公立,小学校,03-3645-5008,2020/5/1
江東区,豊洲３丁目,-,東京都江東区豊洲３－６－１,35.658492,139.797823,豊洲北,公立,小学校,03-3533-9862,2020/5/1
江東区,大島４丁目,-,東京都江東区大島４－１８－５,35.687314,139.831710,大島南央,公立,小学校,03-3636-2116,2020/5/1
江東区,有明２丁目,-,東京都江東区有明２－１０－１,35.640286,139.796106,有明,公立,小学校,03-3527-5101,2020/5/1
江東区,豊洲５丁目,-,東京都江東区豊洲５－１－３５,35.651263,139.795341,豊洲西,公立,小学校,03-3534-2821,2020/5/1
江東区,森下４丁目,-,東京都江東区森下４－９－２２,35.685234,139.805803,深川第一,公立,中学校,03-3631-3241,2020/5/1
江東区,冬木,-,東京都江東区冬木２２－１０,35.676196,139.800798,深川第二,公立,中学校,03-3641-2877,2020/5/1
江東区,越中島３丁目,-,東京都江東区越中島３－７－１,35.666564,139.796132,深川第三,公立,中学校,03-3641-5948,2020/5/1
江東区,千石１丁目,-,東京都江東区千石１－１２－１２,35.678893,139.812450,深川第四,公立,中学校,03-3644-3077,2020/5/1
江東区,豊洲４丁目,-,東京都江東区豊洲４－１１－１８,35.652354,139.799624,深川第五,公立,中学校,03-3531-7785,2020/5/1
江東区,平野３丁目,-,東京都江東区平野３－６－１３,35.678875,139.805639,深川第六,公立,中学校,03-3642-4868,2020/5/1
江東区,毛利１丁目,-,東京都江東区毛利１－１４－１,35.691443,139.813613,深川第七,公立,中学校,03-3631-5990,2020/5/1
江東区,塩浜２丁目,-,東京都江東区塩浜２－２１－１４,35.664760,139.812093,深川第八,公立,中学校,03-3647-0581,2020/5/1
江東区,亀戸９丁目,-,東京都江東区亀戸９－２－２,35.695488,139.842061,亀戸,公立,中学校,03-3681-0246,2020/5/1
江東区,亀戸４丁目,-,東京都江東区亀戸４－５１－１,35.702625,139.832624,第二亀戸,公立,中学校,03-3681-7906,2020/5/1
江東区,亀戸１丁目,-,東京都江東区亀戸１－１２－１０,35.695037,139.821475,第三亀戸,公立,中学校,03-3684-4320,2020/5/1
江東区,大島８丁目,-,東京都江東区大島８－１２－２２,35.686431,139.839840,大島,公立,中学校,03-3684-4321,2020/5/1
江東区,大島３丁目,-,東京都江東区大島３－２７－１８,35.691947,139.831332,第二大島,公立,中学校,03-3685-1681,2020/5/1
江東区,北砂６丁目,-,東京都江東区北砂６－１６－２８,35.685020,139.836640,砂町,公立,中学校,03-3644-3096,2020/5/1
江東区,東砂８丁目,-,東京都江東区東砂８－１０－９,35.667996,139.839966,第二砂町,公立,中学校,03-3646-4464,2020/5/1
江東区,南砂３丁目,-,東京都江東区南砂３－１０－３,35.670014,139.830191,第三砂町,公立,中学校,03-3646-4477,2020/5/1
江東区,北砂５丁目,-,東京都江東区北砂５－２０－１７,35.684773,139.831864,第四砂町,公立,中学校,03-3644-0569,2020/5/1
江東区,辰巳１丁目,-,東京都江東区辰巳１－１０－５７,35.647117,139.811772,辰巳,公立,中学校,03-3521-8581,2020/5/1
江東区,南砂２丁目,-,東京都江東区南砂２－３－２０,35.673394,139.823476,南砂　,公立,中学校,03-3649-2152,2020/5/1
江東区,南砂１丁目,-,東京都江東区南砂１－２－１８,35.677971,139.821421,第二南砂,公立,中学校,03-3699-1591,2020/5/1
江東区,東陽２丁目,-,東京都江東区東陽２－１－８,35.666727,139.814052,東陽,公立,中学校,03-3645-2381,2020/5/1
江東区,大島４丁目,-,東京都江東区大島４－１－２３,35.686346,139.827811,大島西,公立,中学校,03-3636-4591,2020/5/1
江東区,有明２丁目,-,東京都江東区有明２－１０－１,35.640286,139.796106,有明,公立,中学校,03-3527-8261,2020/5/1
江東区,有明１丁目,-,東京都江東区有明１－７－１３,35.637408,139.784378,有明西学園,公立,義務教育学校,（前期）03-3527-6401（後期）03-3527-6403,2020/5/1
江東区,東陽５丁目,-,東京都江東区東陽５－３２－１９,35.671103,139.815728,深川,公立,高等学校,03-3649-2101,2020/5/1
江東区,東砂７丁目,-,東京都江東区東砂７－１９－２４,35.673864,139.836732,東,公立,高等学校,03-3644-7176,2020/5/1
江東区,大島３丁目,-,東京都江東区大島３－２２－１,35.693122,139.829575,城東,公立,高等学校,03-3637-3561,2020/5/1
江東区,千石３丁目,-,東京都江東区千石３－２－１１,35.679227,139.818345,大江戸,公立,高等学校,03-5606-9500,2020/5/1
江東区,亀戸４丁目,-,東京都江東区亀戸４－５０－１,35.702423,139.831646,江東商業,公立,高等学校,03-3685-1711,2020/5/1
江東区,越中島３丁目,-,東京都江東区越中島３－３－１,35.662967,139.795573,第三商業,公立,高等学校,03-3641-0380,2020/5/1
江東区,森下５丁目,-,東京都江東区森下５－１－７,35.685325,139.807291,墨田工業,公立,高等学校,03-3631-4928,2020/5/1
江東区,大島１丁目,-,東京都江東区大島１－２－３１,35.687169,139.821408,科学技術,公立,高等学校,03-5609-0227,2020/5/1
江東区,猿江２丁目,-,東京都江東区猿江２－１６－１８,35.685754,139.817914,墨東特別支援学校,公立,特別支援学校,03-3634-8431,2020/5/1
江東区,東陽４丁目,-,東京都江東区東陽４－１１－４５,35.673693,139.817438,江東特別支援学校,公立,特別支援学校,03-3615-2341,2020/5/1
江東区,大島６丁目,-,東京都江東区大島６－７－３,35.691705,139.834505,城東特別支援学校,公立,特別支援学校,03-3683-6230,2020/5/1
江東区,青海２丁目,-,東京都江東区青海２－５－１,35.616722,139.780225,臨海青海特別支援学校,公立,特別支援学校,03-3529-5700,2020/5/1
江東区,猿江２丁目,-,東京都江東区猿江２－１６－１８,35.685754,139.817914,墨東特別支援学校,公立,特別支援学校,03-3634-8431,2020/5/1
江東区,東雲２丁目,-,東京都江東区東雲２－１６－１,35.641138,139.797969,かえつ有明高等学校,私立,高等学校（全日制）,03-5564-2111,2020/4/1
江東区,豊洲６丁目,-,東京都江東区豊洲６－２－７　　,35.649293,139.791735,芝浦工業大学附属高等学校,私立,高等学校（全日制）,03-3520-8501 ,2020/4/1
江東区,亀戸７丁目,-,東京都江東区亀戸７－６５－１２,35.695823,139.840159,中央学院大学中央高等学校,私立,高等学校（全日制）,03-5836-7020,2020/4/1
江東区,清澄２丁目,-,東京都江東区清澄２－３－１５,35.681351,139.796604,中村高等学校,私立,高等学校（全日制）,03-3642-8041,2020/4/1
江東区,東雲２丁目,-,東京都江東区東雲２－１６－１,35.641138,139.797969,かえつ有明中学校,私立,中学校,03-5564-2111,2020/4/1
江東区,豊洲６丁目,-,東京都江東区豊洲６－２－７　　,35.649293,139.791735,芝浦工業大学附属中学校,私立,中学校,03-3520-8501,2020/4/1
江東区,清澄２丁目,-,東京都江東区清澄２－３－１５,35.681351,139.796604,中村中学校,私立,中学校,03-3642-8296,2020/4/1
江東区,大島３丁目,-,東京都江東区大島３－３０－９,35.690357,139.830898,大島新生幼稚園,私立,幼稚園,03-3681-0392,<NULL>
江東区,亀戸４丁目,-,東京都江東区亀戸４－１７－３,35.701046,139.826452,亀戸幼稚園,私立,幼稚園,03-3681-5866,<NULL>
江東区,東砂３丁目,-,東京都江東区東砂３－１７－１０,35.681097,139.843233,きよし幼稚園,私立,幼稚園,03-3644-6809,<NULL>
江東区,東砂２丁目,-,東京都江東区東砂２－１１－３,35.683210,139.843524,江東めぐみ幼稚園,私立,幼稚園,03-3646-2666,<NULL>
江東区,石島,-,東京都江東区石島３－１５,35.680885,139.811304,江東ＹＭＣＡ幼稚園,私立,幼稚園,03-3645-7171,<NULL>
江東区,森下１丁目,-,東京都江東区森下１－３－１７,35.686641,139.797149,神明幼稚園,私立,幼稚園,03-3632-8793,<NULL>
江東区,平野１丁目,-,東京都江東区平野１－６－１１,35.678490,139.799332,月かげ幼稚園,私立,幼稚園,03-3641-6370,<NULL>
江東区,深川２丁目,-,東京都江東区深川２－１６－７,35.675950,139.796850,双葉幼稚園,私立,幼稚園,03-3641-5656,<NULL>
江東区,住吉２丁目,-,東京都江東区住吉２－１４－６,35.690315,139.813999,まなべ幼稚園,私立,幼稚園,03-3631-6665,<NULL>
江東区,亀戸１丁目,-,東京都江東区亀戸１－１４－１２,35.693994,139.822016,まんとみ幼稚園,私立,幼稚園,03-3681-4252,<NULL>
江東区,白河１丁目,-,東京都江東区白河１－３－３２,35.680974,139.800317,れいがん寺幼稚園,私立,幼稚園,03-3642-4228,<NULL>
江東区,東陽３丁目,-,東京都江東区東陽３－３－１,35.668883,139.809222,江東服飾高等専修学校,私立,専修学校,03-3645-9891,2020/4/1
江東区,大島３丁目,-,東京都江東区大島３－４－７,35.692636,139.826300,秀林外語専門学校,私立,専修学校,03-3638-7511,2020/4/1
江東区,亀戸２丁目,-,東京都江東区亀戸２－２８－５,35.699521,139.824559,専門学校読売自動車大学校,私立,専修学校,03-3685-6761,2020/4/1
江東区,亀戸２丁目,-,東京都江東区亀戸２－１８－１１,35.697716,139.824004,東京服装文化学院,私立,専修学校,03-3681-0261,2020/4/1
江東区,東陽２丁目,-,東京都江東区東陽２－２－１５,35.667129,139.816235,東京ＹＭＣＡ社会体育・保育専門学校,私立,専修学校,03-3615-5577,2020/4/1
江東区,塩浜２丁目,-,東京都江東区塩浜２－２２－１０,35.664787,139.813021,臨床福祉専門学校,私立,専修学校,03-5653-1711,2020/4/1
江東区,大島１丁目,-,東京都江東区大島１－２０－２０,35.685689,139.825368,インディア　インターナショナルスクール　イン　ジャパン,私立,各種学校,03-5875-5435,2020/4/1
江東区,大島３丁目,-,東京都江東区大島３－２３－８,35.693615,139.829141,カナン国際教育学院,私立,各種学校,03-5609-3512,2020/4/1
江東区,白河１丁目,-,東京都江東区白河１－５－１５,35.682797,139.800689,ケイ･インターナショナルスクール東京,私立,各種学校,03-3642-9992,2020/4/1
江東区,東陽３丁目,-,東京都江東区東陽３－１４－５,35.670578,139.810727,成友珠算学院,私立,各種学校,03-3647-2558,2020/4/1
江東区,枝川１丁目,-,東京都江東区枝川１－１１－２６,35.656428,139.804487,東京朝鮮第2幼初級学校,私立,各種学校,03-3644-1544,2020/4/1
