指標名,スポーツ施設,,,,,,
出典,NAVITIME,,,,,,
年次,2021/2/3取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,（2019年度：430件、2020年度：423件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,種類
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-7-14 AMビルディング 3F,35.664537,139.746054,フィジオセンター,スポーツクラブ/フィットネスクラブ
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-6-7,35.661328,139.745202,芝給水所公園運動場多目的運動広場,スポーツ施設/運動公園
港区,海岸３丁目,-,東京都港区海岸3-33-20,35.6372222,139.76,芝浦南ふ頭公園運動広場(かいがんぱ-く),スポーツ施設/運動公園
港区,芝公園４丁目,-,東京都港区芝公園4-8-4,35.6555626,139.7491112,芝公園 野球場兼競技場,スポーツ施設/運動公園
港区,麻布十番４丁目,-,東京都港区麻布十番4丁目5-1,35.6538817,139.7375452,新広尾公園投球場,スポーツ施設/運動公園
港区,三田１丁目,-,東京都港区三田1-3-31 フォーキャスト三田 1F,35.6545527,139.7436078,エニタイムフィットネス 三田店,スポーツクラブ/フィットネスクラブ
港区,南麻布４丁目,-,東京都港区南麻布4-12-4 プラチナコート広尾 B1,35.6474808,139.7243699,エニタイムフィットネス 広尾店,スポーツクラブ/フィットネスクラブ
港区,芝公園４丁目,-,東京都港区芝公園4-2-6 東京タワーフットタウン 3F,35.6585805,139.7454329,ランナーズサロン LOVESPO TOKYO,スポーツクラブ/フィットネスクラブ
港区,海岸１丁目,-,東京都港区海岸1-2-3 汐留芝離宮ビルディング 2F,35.657012,139.758618,GOLD'S GYM(ゴールドジム) 浜松町東京,スポーツクラブ/フィットネスクラブ
港区,海岸１丁目,-,東京都港区海岸1-1-1 アクティ汐留 2F,35.658228,139.758707,エニタイムフィットネス 浜松町汐留店,スポーツクラブ/フィットネスクラブ
港区,港南１丁目,-,東京都港区港南1丁目4番1号,35.634019,139.74664,芝浦中央公園運動場,スポーツ施設/運動公園
港区,港南１丁目,-,東京都港区港南1丁目4-1,35.634019,139.74664,芝浦中央公園運動場フットサル場,スポーツ施設/運動公園
港区,港南４丁目,-,東京都港区港南4-6-49 報知新聞社 本社ビル 3F,35.626717,139.750656,文武一道塾 志道館 港南道場,スポーツ施設/運動公園
港区,港南４丁目,-,東京都港区港南4-2-6 シティタワー品川 東棟 2F,35.630976,139.748007,ベイリズム品川,スポーツクラブ/フィットネスクラブ
港区,港南５丁目,-,東京都港区港南5-4-38 松岡品川埠頭ビル103,35.627323,139.756502,ロッキーボルダリングクラブ 品川,スポーツ施設/運動公園
港区,高輪１丁目,-,東京都港区高輪1-5-21 ルート高輪ビル B1F,35.640988,139.737534,FITLABOx4(フィットラボ クロスフォー) 白金高輪店,スポーツクラブ/フィットネスクラブ
港区,高輪３丁目,-,東京都港区高輪3-25-33 長田ビル5F,35.631933,139.737962,ライザップ 品川店,スポーツクラブ/フィットネスクラブ
港区,高輪４丁目,-,東京都港区高輪4-22-10 小川商事ビル B1F,35.625871,139.737389,24/7 Workout(とぅうぇんてぃーふぉーせぶん わーくあうと) 品川店,スポーツクラブ/フィットネスクラブ
港区,三田３丁目,-,東京都港区三田3-11-22 国際興業三田泉岳寺ビル 2F,35.640254,139.741117,エニタイムフィットネス 泉岳寺駅前店,スポーツクラブ/フィットネスクラブ
港区,芝２丁目,-,東京都港区芝2-5-10 芝公園NDビル 1F,35.652764,139.752207,エニタイムフィットネス 芝浜松町店,スポーツクラブ/フィットネスクラブ
港区,芝５丁目,-,東京都港区芝5-20-12 芝五ビル3F,35.647421,139.74747,パーソナルトレーニングジムREAL WORKOUT(リアルワークアウト) 三田店,スポーツクラブ/フィットネスクラブ
港区,芝浦１丁目,-,東京都港区芝浦1-16-1 みなとパーク芝浦内,35.646604,139.751724,港区スポーツセンター,スポーツ施設/運動公園
港区,芝浦４丁目,-,東京都港区芝浦4-17-3 芝浦ビル 2F,35.63705,139.747119,エニタイムフィットネス 芝浦店,スポーツクラブ/フィットネスクラブ
港区,西麻布３丁目,-,東京都港区西麻布3-24-20 西麻布霞町ビル2F,35.659499,139.72379,ライザップ 西麻布店,スポーツクラブ/フィットネスクラブ
港区,西麻布３丁目,-,東京都港区西麻布3-1-9 K'ビル 3F301,35.66028,139.726587,24/7Workout 六本木店,スポーツクラブ/フィットネスクラブ
港区,南青山２丁目,-,東京都港区南青山2丁目21番12号,35.668974,139.718561,青山運動場,スポーツ施設/運動公園
港区,南青山３丁目,-,東京都港区南青山3-13-18 313南青山ビル B1F,35.665485,139.713353,FEELCYCLE Omotesando(フィールサイクル表参道),スポーツクラブ/フィットネスクラブ
港区,南青山３丁目,-,東京都港区南青山3-12-11,35.666094,139.713721,FACE LIFT GYM(フェイス リフト ジム) 青山店,スポーツクラブ/フィットネスクラブ
港区,南青山３丁目,-,東京都港区南青山3-4-8 トレディカーサB1,35.667031,139.717275,ボディリペア青山,スポーツクラブ/フィットネスクラブ
港区,南青山３丁目,-,東京都港区南青山3-8-40 青山センタービル1F/B1F,35.667497,139.715057,b-monster AOYAMA(ビーモンスターアオヤマ),スポーツクラブ/フィットネスクラブ
港区,南青山５丁目,-,東京都港区南青山5-12-27 WISE512ビル 401,35.661498,139.712612,チャームボディ表参道本店,スポーツクラブ/フィットネスクラブ
港区,南青山６丁目,-,東京都港区南青山6-2-2,35.661087,139.715198,ゴールドジム南青山東京,スポーツクラブ/フィットネスクラブ
港区,南青山６丁目,-,東京都港区南青山6-1-3 コレッツィオーネ B1F,35.662586,139.716327,セントラルフィットネスクラブ 南青山,スポーツクラブ/フィットネスクラブ
港区,南麻布２丁目,-,東京都港区南麻布2-11-10 OJビル 1F-B1,35.647677,139.735758,エニタイムフィットネス 南麻布2丁目店,スポーツクラブ/フィットネスクラブ
港区,南麻布３丁目,-,東京都港区南麻布3-19-23 オーク南麻布ビル1F,35.647426,139.730025,エニタイムフィットネス 南麻布3丁目店,スポーツクラブ/フィットネスクラブ
港区,南麻布５丁目,-,東京都港区南麻布5丁目6-33,35.652478,139.727807,港区立 麻布運動場,スポーツ施設/運動公園
港区,白金台３丁目,-,東京都港区白金台3-16-8 クレール白金台1F・2F,35.636153,139.723196,メガロス 白金台,スポーツクラブ/フィットネスクラブ
港区,白金台４丁目,-,東京都港区白金台4-5-7 サンストン白金台203,35.63869,139.727018,ボディバランシング 白金台,スポーツクラブ/フィットネスクラブ
港区,北青山２丁目,-,東京都港区北青山2-8-44 TEPIA B2F,35.672995,139.716958,東急スポーツオアシス青山店,スポーツクラブ/フィットネスクラブ
港区,北青山３丁目,-,東京都港区北青山3-5-20 FURLA 青山本店4階,35.665753,139.712752,FURLA yoga(フルラヨガ),スポーツクラブ/フィットネスクラブ
港区,北青山３丁目,-,東京都港区北青山3-5-17 R&M701,35.666504,139.712323,24/7Workout 表参道店,スポーツクラブ/フィットネスクラブ
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-5 フェスタ麻布B2F,35.656444,139.734853,オレンジセオリー・フィットネス麻布十番,スポーツクラブ/フィットネスクラブ
港区,麻布十番１丁目,-,東京都港区麻布十番1-5-18 カートプラン麻布十番5F,35.656547,139.733715,HOT STEP(ホットステップ)麻布十番店,スポーツクラブ/フィットネスクラブ
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-3 藤原ビルディング6F,35.65658,139.734883,Evolv Azabu Studio(エヴォルヴ アザブスタジオ),スポーツクラブ/フィットネスクラブ
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-1 MGB麻布十番3F,35.656656,139.734515,basi(バシ)ピラティス 麻布十番スタジオ,スポーツクラブ/フィットネスクラブ
港区,麻布十番２丁目,-,東京都港区麻布十番2-16-4 プラスワンビル2F,35.654197,139.735591,JOYFIT+(ジョイフィットプラス) 麻布十番,スポーツクラブ/フィットネスクラブ
港区,麻布十番２丁目,-,東京都港区麻布十番2-13-5,35.654672,139.735167,メガロスルフレ麻布十番,スポーツクラブ/フィットネスクラブ
港区,麻布十番２丁目,-,東京都港区麻布十番2-10-3 マイスクエアビル2F,35.654673,139.734637,スポーツクラブJOYFIT 麻布十番,スポーツクラブ/フィットネスクラブ
港区,麻布十番２丁目,-,東京都港区麻布十番2-9-2 B1F,35.655056,139.734454,美コア東京スタジオ POWERED BY Reebok(パワード バイ リーボック),スポーツクラブ/フィットネスクラブ
港区,麻布十番２丁目,-,"東京都港区麻布十番2-3-9 桂亭ビル4,5F",35.655426,139.735112,ISEA BODY STYLE(イセアボディスタイル) 麻布十番,スポーツクラブ/フィットネスクラブ
港区,麻布台３丁目,-,東京都港区麻布台3-5-7 麻布アメレックスビル1F,35.659947,139.74036,ワールドウィング麻布,スポーツクラブ/フィットネスクラブ
江東区,夢の島３丁目,-,東京都江東区夢の島3,35.6509422,139.8348931,夢の島東少年野球場,スポーツ施設/運動公園
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-2,35.6483466,139.7861026,新豊洲Brillia(ブリリア)ランニングスタジアム,スポーツ施設/運動公園
江東区,有明１丁目,-,東京都江東区有明1丁目11番,35.6420256,139.794265,【建設中】有明アリーナ,スポーツ施設/運動公園
江東区,有明１丁目,-,東京都江東区有明1丁目10番1号,35.6416864,139.7923691,有明体操競技場,スポーツ施設/運動公園
江東区,有明１丁目,-,東京都江東区有明1丁目7番,35.637723,139.7853379,有明アーバンスポーツパーク,スポーツ施設/運動公園
江東区,辰巳２丁目,-,東京都江東区辰巳2丁目2番1号,35.6508002,139.8144266,東京アクアティクスセンター,スポーツ施設/運動公園
江東区,青海３丁目,-,東京都江東区青海3丁目地先,35.6094807,139.7843792,海の森水上競技場,スポーツ施設/運動公園
江東区,有明２丁目,-,東京都江東区有明2-1-8 住友不動産ショッピングシティ有明ガーデン4F,35.6384022,139.7930874,ボーネルンド あそびのせかい(ドキドキ) 住友不動産 ショッピングシティ 有明ガーデン店,スポーツ施設/運動公園
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-20 Dタワー豊洲2F,35.6472875,139.7866009,ASICS Sports Complex TOKYO BAY(アシックススポーツコンプレックストウキョウベイ),スポーツクラブ/フィットネスクラブ
江東区,森下４丁目,-,東京都江東区森下4-12-6 フレンシア菊川 1F,35.686529,139.805235,エニタイムフィットネス 菊川店,スポーツクラブ/フィットネスクラブ
江東区,有明２丁目,-,東京都江東区有明2-1-8 住友不動産ショッピングシティ有明ガーデン2F,35.6384022,139.7930874,Dr.stretch(ドクター ストレッチ) 住友不動産 ショッピングシティ 有明ガーデン店,スポーツクラブ/フィットネスクラブ
江東区,越中島１丁目,-,東京都江東区越中島1-2-18,35.670422,139.791766,深川スポーツセンター,スポーツ施設/運動公園
江東区,猿江２丁目,-,東京都江東区猿江2-15-10 東京ガス深川グランド,35.686557,139.818856,FC東京 深川スクール,スポーツ施設/運動公園
江東区,猿江２丁目,-,東京都江東区猿江2-15-10 東京ガス深川グランド,35.686557,139.818856,FC東京 深川スクール,スポーツクラブ/フィットネスクラブ
江東区,亀戸２丁目,-,東京都江東区亀戸2-1-12-4F(コモディイイダ上),35.69725,139.820125,スポーツクラブ&スパ ルネサンス 亀戸,スポーツクラブ/フィットネスクラブ
江東区,亀戸２丁目,-,東京都江東区亀戸2-10-10 EKビルディングI 1F,35.700341,139.8231,エニタイムフィットネス 亀戸店,スポーツクラブ/フィットネスクラブ
江東区,亀戸２丁目,-,東京都江東区亀戸2-10-10 EKビルディングI 1F,35.700341,139.8231,Anytime Fitness(エニタイム フィットネス) 亀戸店,スポーツクラブ/フィットネスクラブ
江東区,亀戸５丁目,-,東京都江東区亀戸5-1-1 アトレ亀戸6F,35.697884,139.826525,ジェクサー・フィットネス&スパ アトレ亀戸店,スポーツクラブ/フィットネスクラブ
江東区,亀戸８丁目,-,東京都江東区亀戸8-22-1,35.700144,139.8365,亀戸スポ-ツセンタ-,スポーツ施設/運動公園
江東区,亀戸９丁目,-,東京都江東区亀戸9-37-28,35.700112,139.837904,亀戸中央公園多目的球技広場,スポーツ施設/運動公園
江東区,若洲３丁目,-,東京都江東区若洲3丁目1-2,35.629775,139.838239,若洲海浜公園サイクリングコース,スポーツ施設/運動公園
江東区,若洲３丁目,-,東京都江東区若洲3丁目1-1,35.630692,139.83767,東京都立若洲海浜公園ヨット訓練所,スポーツ施設/運動公園
江東区,住吉２丁目,-,東京都江東区住吉2-5-13,35.687741,139.815578,アウルスポーツジム,スポーツ施設/運動公園
江東区,住吉２丁目,-,東京都江東区住吉2-17-6 住吉コートクWEST 1・2F,35.69044,139.814994,FASTGYM(ファストジム)24 住吉店,スポーツクラブ/フィットネスクラブ
江東区,新砂１丁目,-,東京都江東区新砂1-5-1,35.66396,139.822923,東京メトロ深川総合運動場,スポーツ施設/運動公園
江東区,新砂１丁目,-,東京都江東区新砂1-10-5,35.666034,139.824801,フットサルクラブ東京 東陽町コート,スポーツ施設/運動公園
江東区,新砂１丁目,-,東京都江東区新砂1-9-21,35.666433,139.824996,バディスポーツ幼児園江東・バディズポーツクラブ江東,スポーツ施設/運動公園
江東区,新砂３丁目,-,東京都江東区新砂3-9-1,35.656857,139.835396,新砂運動場,スポーツ施設/運動公園
江東区,新砂３丁目,-,東京都江東区新砂3-9-1,35.656857,139.835396,新砂運動場ターゲットバードゴルフ,スポーツ施設/運動公園
江東区,新砂３丁目,-,東京都江東区新砂3-9-1,35.656857,139.835396,新砂運動場第一運動場,スポーツ施設/運動公園
江東区,新砂３丁目,-,東京都江東区新砂3-9-1,35.656857,139.835396,新砂運動場多目的運動広場,スポーツ施設/運動公園
江東区,新砂３丁目,-,東京都江東区新砂3-4-31 南砂町ショッピングセンターSUNAMO 4F,35.665045,139.835112,ドゥ・スポーツプラザ/ドゥ・スイミングスクール ブレダ 南砂町ショッピングセンター SUNAMO店,スポーツクラブ/フィットネスクラブ
江東区,新砂３丁目,-,東京都江東区新砂3-4-31 南砂町ショッピングセンターSUNAMO 1F,35.665045,139.835112,Dr.ストレッチ(ドクターストレッチ) 南砂町ショッピングセンター SUNAMO店,スポーツクラブ/フィットネスクラブ
江東区,新木場４丁目,-,東京都江東区新木場4-1-24,35.64604,139.838826,警視庁術科センター,スポーツ施設/運動公園
江東区,森下２丁目,-,東京都江東区森下2-14-3 2F,35.687892,139.79955,BODY CONTROL(ボディ コントロール) 森下スタジオ,スポーツクラブ/フィットネスクラブ
江東区,森下３丁目,-,東京都江東区森下3-12-5 丸八倉庫屋上,35.684613,139.802041,フットスクエア 江東・森下,スポーツ施設/運動公園
江東区,深川１丁目,-,東京都江東区深川1-6-29 結城倉庫屋上,35.676853,139.795167,フットスクエア 門前仲町,スポーツ施設/運動公園
江東区,深川２丁目,-,東京都江東区深川2-8-19 門前仲町さくらいビル 1F,35.674926,139.797871,エニタイムフィットネス 門前仲町店,スポーツクラブ/フィットネスクラブ
江東区,青海２丁目,-,東京都江東区青海2-6-3,35.615481,139.777549,FUTSAL DAIBA (フットサル台場),スポーツ施設/運動公園
江東区,大島２丁目,-,東京都江東区大島2-3-14,35.691746,139.820765,POLUM(ポルム),スポーツクラブ/フィットネスクラブ
江東区,大島４丁目,-,東京都江東区大島4-7-5 1-2F,35.689182,139.830501,エニタイムフィットネス 大島店,スポーツクラブ/フィットネスクラブ
江東区,辰巳２丁目,-,東京都江東区辰巳2丁目1-35,35.648438,139.815675,辰巳の森海浜公園ラグビー練習場,スポーツ施設/運動公園
江東区,東雲２丁目,-,東京都江東区東雲2丁目11-2,35.639935,139.803169,ラモスフィールドインドアフットサル,スポーツ施設/運動公園
江東区,東砂４丁目,-,東京都江東区東砂4-24-1,35.679201,139.839508,東砂スポ-ツセンタ-,スポーツ施設/運動公園
江東区,東陽２丁目,-,東京都江東区東陽2-2-20 YMCA東陽町ウェルネスセンター7F,35.666507,139.815999,FUTONE (フットワン) 東陽町,スポーツ施設/運動公園
江東区,東陽２丁目,-,東京都江東区東陽2-2-20,35.666507,139.815999,ゴールドジム東陽町スーパーセンター,スポーツクラブ/フィットネスクラブ
江東区,東陽５丁目,-,東京都江東区東陽5-31-17 若竹ビル 2F,35.673124,139.815987,エニタイムフィットネス 東陽町店,スポーツクラブ/フィットネスクラブ
江東区,東陽６丁目,-,東京都江東区東陽6-1-13,35.674273,139.810777,豊洲ゲートボール場,スポーツ施設/運動公園
江東区,南砂２丁目,-,東京都江東区南砂2-32-1 センタービレッジ南砂 2F,35.675413,139.825397,エニタイムフィットネス 南砂店,スポーツクラブ/フィットネスクラブ
江東区,南砂６丁目,-,東京都江東区南砂6丁目7-15,35.671598,139.835639,トピレックプラザプール,スポーツ施設/運動公園
江東区,南砂６丁目,-,東京都江東区南砂6-7-15 トピレックプラザ西館1F・2F・3F,35.671598,139.835639,スポーツクラブ オッソ 南砂店,スポーツクラブ/フィットネスクラブ
江東区,南砂６丁目,-,東京都江東区南砂6-7-15,35.671598,139.835639,ジムオルソ イオンスタイル南砂店,スポーツクラブ/フィットネスクラブ
江東区,平野３丁目,-,東京都江東区平野3-2-20,35.67691,139.805158,江東区 深川北スポーツセンター,スポーツ施設/運動公園
江東区,豊洲２丁目,-,東京都江東区豊洲2-4-9 ららぽーと豊洲施設内,35.655525,139.793146,アローズジム&ラボ ららぽーと豊洲,スポーツクラブ/フィットネスクラブ
江東区,豊洲２丁目,-,東京都江東区豊洲2-4-9 ららぽーと豊洲施設内,35.655525,139.793146,ホットヨガスタジオLAVA ららぽーと豊洲,スポーツクラブ/フィットネスクラブ
江東区,豊洲２丁目,-,東京都江東区豊洲2-4-9 ららぽーと豊洲施設内,35.655525,139.793146,ドゥ・スポーツプラザ ららぽーと豊洲,スポーツクラブ/フィットネスクラブ
江東区,豊洲２丁目,-,東京都江東区豊洲2-1-21,35.656607,139.792984,トーヨータイヤ豊洲ドーム,スポーツ施設/運動公園
江東区,豊洲６丁目,-,東京都江東区豊洲6-1-23,35.649645,139.78835,MIFA Football Park(ミーファ フットボール パーク),スポーツ施設/運動公園
江東区,北砂１丁目,-,東京都江東区北砂1-2-9,35.684509,139.821418,江東区スポ-ツ会館,スポーツ施設/運動公園
江東区,北砂２丁目,-,東京都江東区北砂2-16-1,35.684218,139.825156,スポーツクラブ ルネサンス 北砂,スポーツクラブ/フィットネスクラブ
江東区,夢の島１丁目,-,東京都江東区夢の島1-1-1,35.650167,139.823387,夢の島総合運動場,スポーツ施設/運動公園
江東区,夢の島２丁目,-,東京都江東区夢の島2丁目1番4号,35.649955,139.828561,夢の島公園アーチェリー場,スポーツ施設/運動公園
江東区,夢の島２丁目,-,東京都江東区夢の島2-1-3,35.650158,139.830517,BumB東京スポーツ文化館,スポーツ施設/運動公園
江東区,夢の島２丁目,-,東京都江東区夢の島2-1-3 BunmB(東京スポーツ文化館),35.650158,139.830517,ミズノフットサルプラザBumB,スポーツ施設/運動公園
江東区,毛利２丁目,-,東京都江東区毛利2-10-12,35.692957,139.817,T-WALL(ティーウォール) 錦糸町店,スポーツ施設/運動公園
江東区,木場１丁目,-,東京都江東区木場1-5-10,35.667447,139.804045,TIPNESS(ティップネス) 木場店,スポーツクラブ/フィットネスクラブ
江東区,木場５丁目,-,東京都江東区木場5-11-15 ウィステリア新倉 2F,35.669687,139.808366,エニタイムフィットネス 木場店,スポーツクラブ/フィットネスクラブ
江東区,有明１丁目,-,東京都江東区有明1-3-33,35.637842,139.78839,ドームアスリートハウス,スポーツクラブ/フィットネスクラブ
江東区,有明２丁目,-,東京都江東区有明2-3-5,35.633212,139.783857,有明スポ-ツセンタ-,スポーツ施設/運動公園
江東区,有明２丁目,-,東京都江東区有明2-2-22,35.635513,139.786685,有明コロシアム,スポーツ施設/運動公園
江東区,有明３丁目,-,東京都江東区有明3-7-3 ダイワロイネットホテル東京有明2F,35.6344,139.792637,VILLARS Climbing 有明店,スポーツ施設/運動公園
