指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2021/2/17 取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件）",,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
新宿区,矢来町,-,東京都新宿区矢来町１１４,35.703953,139.734695,アユミギャラリー,美術館・博物館,3,1件
新宿区,矢来町,-,東京都新宿区矢来町３２－２,35.702999,139.730576,eitoeiko,美術館・博物館,,
新宿区,矢来町,-,東京都新宿区矢来町１１２Ｂ１Ｆ,35.703903,139.735092,神楽坂 TRASH UP!!,シアター,,
新宿区,余丁町,-,東京都新宿区余丁町８－５,35.697502,139.713470,厳嶋神社,,4,13件
新宿区,余丁町,-,東京都新宿区余丁町４－２１,35.695100,139.715755,刑死者慰霊塔,名所・有名スポット,,
渋谷区,桜丘町,-,東京都渋谷区桜丘町,35.455342,139.633212,さくら通り,名所・有名スポット,3,3件
渋谷区,宇田川町,-,東京都渋谷区道玄坂２－２－１,35.659773,139.700331,渋谷スクランブル交差点,名所・有名スポット,4,"7,516件"
渋谷区,宇田川町,-,東京都渋谷区宇田川町,35.660057,139.699783,渋谷センター街,名所・有名スポット,4,"1,174件"
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１,35.662048,139.698777,渋谷パルコ,,4,84件
渋谷区,宇田川町,-,東京都渋谷区宇田川町３７－１８トツネビル２Ｆ,35.662860,139.694837,アップリンク渋谷,シアター,4,23件
渋谷区,宇田川町,-,東京都渋谷区宇田川町２１－１,35.660227,139.700330,西武渋谷店,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町１３－１７ライズビル地下,35.661404,139.698715,WWW,シアター,4,4件
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷ＰａｒｃｏＰａｒｔ１９Ｆ,35.662266,139.699158,PARCO 劇場,シアター,4,7件
渋谷区,宇田川町,-,東京都渋谷区宇田川町１－１,35.664104,139.698593,LINE CUBE SHIBUYA（渋谷公会堂）,シアター,3.5,3件
渋谷区,宇田川町,-,東京都渋谷区宇田川町３５－２,35.661518,139.697128,ザ・ダイソー 渋谷センター街店,,3,1件
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５−１渋谷パルコ２Ｆ,35.662266,139.699158,OIL by 美術手帖 Gallery,美術館・博物館,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町１５－１渋谷パルコ４Ｆ,35.661797,139.698846,パルコミュージアムトーキョー,美術館・博物館,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町１－１,35.662697,139.696808,二・二六事件慰霊像,名所・有名スポット,,
渋谷区,宇田川町,-,東京都港区六本木１－３,35.661511,139.698851,スペイン坂,名所・有名スポット,4,14件
渋谷区,円山町,-,東京都渋谷区円山町１－５ＫＩＮＯＨＡＵＳ２Ｆ,35.659225,139.695053,ユーロライブ,シアター,4,2件
渋谷区,猿楽町,-,東京都渋谷区猿楽町２９－２０,35.647415,139.700989,旧朝倉家住宅,名所・有名スポット,4,89件
渋谷区,猿楽町,-,東京都渋谷区猿楽町１１－１,35.650063,139.701782,ラ フェンテ代官山,,3.5,10件
渋谷区,猿楽町,-,東京都渋谷区猿楽町２９－１０,35.648052,139.700241,猿楽塚,名所・有名スポット,3.5,15件
渋谷区,猿楽町,-,東京都渋谷区猿楽町１２,35.651155,139.702386,猿楽古代住居跡,名所・有名スポット,3,7件
渋谷区,猿楽町,-,東京都渋谷区猿楽町２－１１氷川ビル３０２号室,35.653305,139.704514,スペースオッド,シアター,4,1件
渋谷区,猿楽町,-,東京都渋谷区猿楽町１８－８,35.648552,139.700562,ヒルサイドテラス東京,名所・有名スポット,4,2件
渋谷区,猿楽町,-,東京都渋谷区猿楽町２９－１８,35.647405,139.701461,アート フロント ギャラリー,美術館・博物館,3.5,2件
渋谷区,猿楽町,-,東京都渋谷区猿楽町９－５,35.651234,139.703094,ピーエスアーツファクトリー,美術館・博物館,,
渋谷区,猿楽町,-,東京都渋谷区猿楽町１－３,35.653549,139.705185,ユガテ,美術館・博物館,,
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町１０－１５,35.653179,139.702484,乗泉寺,名所・有名スポット,3.5,5件
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－２－１６,35.648186,139.711197,恵比寿東公園,自然・公園,3,15件
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－７－４,35.648109,139.710709,恵比寿横丁,名所・有名スポット,3.5,8件
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿１－１８－１,35.647659,139.713699,台雲寺,名所・有名スポット,3,5件
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２,35.647270,139.722992,渋谷川 古川清流復活の碑,名所・有名スポット,2.5,4件
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－２１－３,35.647945,139.719482,工房親,美術館・博物館,,
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿３－３５－８,35.642292,139.718692,日本共産党結党の地,名所・有名スポット,2,3件
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿３－３５,35.642174,139.718887,岡田三郎助終焉の地,名所・有名スポット,2,1件
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿３－３－８,35.645107,139.718903,MA2ギャラリー,美術館・博物館,,
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０－１恵比寿ガーデンプレイス内,35.643204,139.714523,ヱビスビール記念館,美術館・博物館,4,522件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０,35.642673,139.713623,恵比寿ガーデンプレイス,,4,480件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０－３,35.642433,139.713394,恵比寿ガーデンプレイスタワー,名所・有名スポット,4,67件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４丁目恵比寿ガーデンプレイス,35.642143,139.713486,恵比寿神社 (恵比寿ガーデンプレイス),名所・有名スポット,3.5,10件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０－５５,35.643539,139.712585,アメリカ橋公園,自然・公園,3,12件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０３８Ｆ,35.642265,139.713516,恵比寿ガーデンプレイスタワー スカイラウンジ,名所・有名スポット,4.5,6件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－１５－１,35.644787,139.713013,中田喜直住居跡,名所・有名スポット,3,3件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－２０－７,35.642738,139.714035,恵比寿三越,,4,1件
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４－８－３,35.645634,139.713736,ギャラリーまぁる,美術館・博物館,,
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１丁目１１番地,35.647202,139.707794,恵比寿神社,名所・有名スポット,4,80件
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－１９－１,35.647114,139.706787,恵比寿公園,自然・公園,3.5,14件
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西１－３４－１７ＺａＨＯＵＳＥＢｌｄｇＢ２Ｆ,35.647060,139.702454,ユニット,シアター,4.5,2件
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－５－５,35.646973,139.709746,アトレ恵比寿,,4,74件
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－５,35.647331,139.709473,ゑびす像,名所・有名スポット,3,7件
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南１－２２－３,35.643295,139.711472,America-Bashi Gallery,美術館・博物館,5,1件
渋谷区,広尾１丁目,-,東京都渋谷区広尾１－１－３４,35.649518,139.711836,天桂禅庵,名所・有名スポット,3,1件
渋谷区,広尾１丁目,-,東京都渋谷区広尾１－１５－１６渋谷橋Ａビル１Ｆ,35.648625,139.711472,Galerie CA BON,美術館・博物館,,
渋谷区,広尾２丁目,-,東京都渋谷区広尾２－５－１１,35.650173,139.714798,東北寺,名所・有名スポット,3,2件
渋谷区,広尾２丁目,-,東京都渋谷区広尾２－６－２７,35.652073,139.714719,アートクエストツウ,美術館・博物館,,
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－１２－３６,35.653301,139.713806,山種美術館,美術館・博物館,4,147件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－１２－２,35.649763,139.721396,ダブルブルー（パブリック・スカッシュコート）,レジャー施設,4.5,48件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－１－２１,35.649706,139.718658,祥雲寺,名所・有名スポット,3.5,12件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５−２−２９,35.650478,139.720184,上宮寺,名所・有名スポット,3,12件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－１－２１,35.649706,139.718658,妙高山 東江寺,名所・有名スポット,3,9件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－１－２１,35.649727,139.719193,瑞泉山香林院,名所・有名スポット,3.5,7件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５－１－２１,35.649726,139.719175,瑞泉山 霊泉院,名所・有名スポット,3,6件
渋谷区,広尾５丁目,-,東京都渋谷区広尾５丁目­６－­６,35.650078,139.722150,広尾プラザ,,3,3件
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３－２１渋谷区文化総合センター大和田１２階,35.655449,139.699951,コスモプラネタリウム渋谷,美術館・博物館,4,51件
渋谷区,桜丘町,-,東京都渋谷区桜丘町２６－１Ｂ２Ｆ,35.656456,139.699418,セルリアンタワー能楽堂,シアター,4,16件
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３－２１文化総合センター大和田３階,35.655515,139.699959,こども科学センター・ハチラボ,美術館・博物館,3.5,6件
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－２０－４,35.672732,139.668720,笹塚観音,名所・有名スポット,3.5,5件
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－６１－８,35.673035,139.663544,リバティベル,シアター,,
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１－３１－７,35.672699,139.666199,FAB4ギャラリー「レット・イット・ビー」,美術館・博物館,,
渋谷区,笹塚１丁目,-,東京都渋谷区幡ケ谷１丁目１０−７,35.675291,139.671212,牛窪地蔵尊,,,
渋谷区,渋谷１丁目,-,東京都渋谷区神南,35.659950,139.701533,のんべえ横丁,,4,79件
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－１２－１６,35.660114,139.703812,御嶽神社,名所・有名スポット,3.5,31件
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２５,35.659906,139.701441,渋谷のんべい横丁,名所・有名スポット,4.5,4件
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２３－２１,35.662823,139.702606,渋谷キャスト,名所・有名スポット,4,5件
渋谷区,渋谷１丁目,-,東京都渋谷区神宮前１－２３－１６,35.662029,139.702637,Cocoti,,3.5,14件
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２３－１６ｃｏｃｏｔｉＢ１Ｆ,35.662046,139.702585,DIESELアートギャラリー,美術館・博物館,3,2件
渋谷区,渋谷１丁目,-,東京都渋谷区神宮前６－２０ミヤシタパーク南街区１階,35.660931,139.701736,渋谷横丁,名所・有名スポット,5,2件
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－１０－７Ｂ１Ｆ,35.660503,139.704956,HOME,シアター,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１,35.659104,139.703742,渋谷ヒカリエ,,4,529件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２４－１２,35.658704,139.702200,渋谷スカイ,名所・有名スポット,4.5,54件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２４－１２,35.658794,139.701675,渋谷スクランブルスクエア,,4,70件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１,35.659073,139.703049,東急シアターオーブ,シアター,3.5,78件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１５－１クロスタワーテラス,35.658775,139.705231,尾崎豊 記念プレート,名所・有名スポット,3.5,12件
渋谷区,渋谷２丁目,-,東京都渋谷区,35.658192,139.703583,青山通り,名所・有名スポット,4,34件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１,35.659023,139.703491,川本喜八郎人形ギャラリー,美術館・博物館,3.5,20件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１渋谷ヒカリエ１１Ｆ,35.658989,139.703392,渋谷ヒカリエ スカイロビー,名所・有名スポット,4,4件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－２１－１,35.659176,139.703598,d47MUSEUM,美術館・博物館,3.5,6件
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷２－１７－３渋谷アイビスＢ２Ｆ,35.659084,139.704819,NANZUKA,美術館・博物館,,
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－５－１２,35.657600,139.706421,金王八幡宮,名所・有名スポット,4,98件
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－２１－３,35.657211,139.703018,渋谷ストリーム,名所・有名スポット,3.5,44件
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－４－７,35.657207,139.706131,豊栄稲荷神社,名所・有名スポット,3.5,27件
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－５－８,35.657890,139.706726,東福寺,名所・有名スポット,3.5,12件
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３－１６－３,35.656158,139.705124,ギャラリー ルデコ,美術館・博物館,3,1件
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷３丁目５－１２金王八幡宮,35.657543,139.706055,玉造稲荷社,名所・有名スポット,3,1件
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－５－９青山２～４Ｆ,35.658657,139.709183,青山蜂,名所・有名スポット,,
渋谷区,初台１丁目,-,東京都渋谷区初台１－３７－１,35.680332,139.686722,玉川上水旧水路緑道,名所・有名スポット,3,2件
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－１１－３,35.661278,139.693008,戸栗美術館,美術館・博物館,4,52件
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－２９－１クロスロードビル５Ｆ,35.660084,139.695251,アツコバルー arts drinks talk,美術館・博物館,4,1件
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－２６－２３,35.659271,139.693604,ギャラリエアンドウ,美術館・博物館,,
渋谷区,松涛１丁目,-,東京都渋谷区松濤１－２９－１５,35.660035,139.694269,ビーサバイ株式会社,スリル満点ツアー,,
渋谷区,松涛２丁目,-,東京都渋谷区松濤２－１４－１４,35.658661,139.691635,渋谷区立松濤美術館,美術館・博物館,4,62件
渋谷区,松涛２丁目,-,東京都渋谷区松濤２－１０－７,35.659756,139.691299,鍋島松濤公園,自然・公園,3.5,53件
渋谷区,松涛２丁目,-,東京都渋谷区松涛２－１１－１,35.659733,139.690430,ギャラリー トム,美術館・博物館,3.5,7件
渋谷区,上原３丁目,-,東京都渋谷区上原３－６－１２,35.667812,139.680023,古賀政男音楽博物館,美術館・博物館,3.5,19件
渋谷区,神宮前１丁目,-,東京都渋谷区神宫前一丁目,35.671039,139.705177,竹下通,名所・有名スポット,4,"4,414件"
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１０－１０,35.669395,139.704987,太田記念美術館,美術館・博物館,4.5,205件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１ＪＲ東日本,35.670261,139.702866,原宿駅,名所・有名スポット,4,492件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１９－１１はらじゅくアッシュビル１Ｆ,35.671810,139.703278,H.I.S. ツーリストインフォメーションセンター 原宿,,4.5,342件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－５－３,35.671740,139.705844,東郷神社,名所・有名スポット,4,213件
渋谷区,神宮前１丁目,-,東京都渋谷区千駄ヶ谷５－３３－８サウスゲート新宿ビル１Ｆ,35.671831,139.703261,H.I.S.ツーリスト インフォメーション センター 新宿,,4.5,54件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－５－３,35.671234,139.706329,東郷記念館,美術館・博物館,4,25件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１丁目,35.671078,139.704208,ブラームスの小径,名所・有名スポット,3.5,25件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１丁目,35.670357,139.704971,モーツアルト通り,名所・有名スポット,3.5,8件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前,35.671211,139.705460,潜水艦殉国碑,名所・有名スポット,3,4件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１９－１４,35.672134,139.703384,積雲画廊,美術館・博物館,4,1件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１４－３４,35.671021,139.703242,ブラム&ポー,美術館・博物館,5,1件
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－８－１７,35.670349,139.705765,セント ヴァレンタイン教会,名所・有名スポット,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１－１６－２,35.671349,139.703979,グッディ 原宿,,,
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１丁目１４−３０,35.670590,139.703216,ユニクロ 原宿店,,,
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２−２−２２,35.672230,139.713913,青山熊野神社,名所・有名スポット,3.5,15件
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３－８,35.673577,139.713164,龍厳寺,名所・有名スポット,4,3件
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３－２,35.674342,139.713265,青野山 慈光寺,名所・有名スポット,3.5,3件
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－２２－２Ｆｉｃｔｉｏｎビル２Ｆ,35.674967,139.710603,クレーム デ ラ クレーム,,,
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３２－１０,35.672260,139.708740,ギャラリー・ターゲット,美術館・博物館,,
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－３０－４,35.674446,139.709244,こども鉱物館,美術館・博物館,,
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２０－１８,35.670578,139.708145,デザインフェスタギャラリー,名所・有名スポット,4.5,82件
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－７－６,35.670742,139.713501,ワタリウム美術館,美術館・博物館,3.5,72件
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４－７エルム青山Ｂ１Ｆ,35.668702,139.712533,代官山カラテスクール,スリル満点ツアー,5,15件
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－８－９,35.670773,139.711777,妙円寺,名所・有名スポット,3.5,3件
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２１－２２フィールドビル３Ｆ,35.670762,139.707632,Funktique,,,
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４２－５,35.670917,139.713773,トキ アートスペース,美術館・博物館,,
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－２２－１１,35.670338,139.707184,八川シズエ鉱物コレクション,美術館・博物館,,
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３－４１－３,35.670868,139.713638,ユーカリオ,美術館・博物館,,
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前,35.667313,139.708969,表参道,名所・有名スポット,4,"1,939件"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０,35.667233,139.708786,表参道ヒルズ,,4,311件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－３０－３,35.668640,139.705826,東急プラザ 表参道原宿,,4,162件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１５－２,35.668530,139.710815,裏参道ガーデン,名所・有名スポット,4.5,15件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ同潤館２Ｆ,35.667259,139.708954,ギャラリー同潤会,名所・有名スポット,4,8件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ西館Ｂ２Ｆ,35.667168,139.709015,パスザバトン表参道店,,4.5,4件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－３０－３東急プラザ表参道原宿６Ｆ,35.668713,139.705994,おもはらの森,名所・有名スポット,4,4件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１２－１０表参道ヒルズ同潤館３Ｆ,35.667259,139.708954,ギャルリー 412,美術館・博物館,3,4件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２１－１０,35.668354,139.708221,フォトギャラリーアルティザン,美術館・博物館,4.5,2件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－５－４,35.667686,139.711929,HBギャラリー,美術館・博物館,3,1件
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１－２３,35.668300,139.712766,OPA Gallery,美術館・博物館,,
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－１１－７２Ｆ,35.666893,139.709824,新潟県観光協会 東京観光センター,,,
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２５－３１Ｆ,35.669441,139.708618,ART IN GALLERY,美術館・博物館,,
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前４－２５－７２０３,35.668934,139.708206,ACG Labo,美術館・博物館,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前，渋谷,35.666626,139.706100,渋谷キャットストリート,名所・有名スポット,4,526件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５３－７０国連大学の前,35.662521,139.709229,ファーマーズマーケット at UNU,,4,50件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５３－７０,35.662312,139.708280,国連大学 (国際連合大学),名所・有名スポット,3.5,25件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－７－５ルイビィトン表参道ビル７階,35.666515,139.709000,エスパス ルイ・ヴィトン東京,美術館・博物館,4.5,18件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－１０－１,35.667454,139.706854,GYRE,,3.5,13件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－２６－６,35.664829,139.704239,穏田神社,名所・有名スポット,3.5,13件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－７－７,35.666480,139.709312,東京ユニオンチャーチ,名所・有名スポット,3,5件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－４８－３サンエムビルＢ１Ｆ＆１Ｆ,35.663563,139.709213,イスム表参道店,美術館・博物館,5,1件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５２－２,35.662735,139.708984,ギャラリーゴーファ,美術館・博物館,4.5,2件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－１－３表参道けやきビル,35.666000,139.710313,ボス ストア 表参道,名所・有名スポット,3,1件
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－５１－３,35.663074,139.709305,プロモ アルテ,美術館・博物館,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－９－１１,35.667316,139.707291,Christian Dior 表参道,名所・有名スポット,,
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５－６－５Ｐａｔｈ表参道Ａ棟１Ｆ,35.666027,139.708679,Gallery de Kasuga,美術館・博物館,,
渋谷区,神宮前６丁目,-,東京都渋谷区明治神宮から青山通り,35.668789,139.704727,表参道イルミネーション,,4,55件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－６,35.667168,139.706451,原宿の橋,名所・有名スポット,4,6件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－２５－１２,35.666126,139.702713,長泉寺,名所・有名スポット,3.5,14件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前２丁目・３丁目,35.668606,139.705566,キラー通り,名所・有名スポット,3.5,15件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前１－１３－１４,35.669350,139.703705,原宿クエスト,,3.5,9件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１２－２２,35.666777,139.704581,ベースヤードトーキョー,名所・有名スポット,3.5,3件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－９－１,35.667188,139.703176,原宿表参道元氣祭スーパーよさこい 2019,,3.5,3件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６丁目,35.669403,139.702347,五輪橋,名所・有名スポット,3.5,3件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－１２－２０Ｊ６Ｆｒｏｎｔ８階,35.666550,139.704422,キャレモジ,美術館・博物館,4,1件
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－２５－８,35.666283,139.702911,色彩美術館,美術館・博物館,,
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前６－７－１１,35.667065,139.706116,ＺＥＮＫＵＤＯ,美術館・博物館,,
渋谷区,神宮前６丁目,-,東京都渋谷区６－２０－１０Ｊｉｎｇｕｍａｅ,35.663284,139.701875,Miyashita,自然・公園,,
渋谷区,神泉町,-,東京都渋谷区神泉町１８－１１,35.657776,139.691315,Playground 渋谷kids,遊園地・テーマパーク,4,1件
渋谷区,神南１丁目,-,東京都渋谷区神南１－２３－１０,35.659793,139.700937,MAGNET by SHIBUYA109,名所・有名スポット,4,25件
渋谷区,神南１丁目,-,東京都渋谷区神南１－２１－３,35.661442,139.700668,渋谷モディ,,3.5,27件
渋谷区,神南１丁目,-,東京都渋谷区神南１－２１－３渋谷モディＢ１Ｆ,35.661327,139.700562,H.I.S. ツーリストインフォメーションセンター渋谷,,4.5,97件
渋谷区,神南１丁目,-,東京都渋谷区神南１－１２－１８,35.665897,139.701187,古代エジプト美術館,美術館・博物館,4,5件
渋谷区,神南１丁目,-,東京都渋谷区神南１－１－１,35.666515,139.701355,岸記念体育会館,レジャー施設,3.5,12件
渋谷区,神南１丁目,-,東京都渋谷区神南一丁目,35.663254,139.700943,ファイアー通り,名所・有名スポット,3.5,24件
渋谷区,神南１丁目,-,東京都渋谷区神南１－４－１,35.665443,139.700592,北谷稲荷神社,名所・有名スポット,3,9件
渋谷区,神南１丁目,-,東京都渋谷区神南１－２３－１０ＭＡＧＮＥＴｂｙＳＨＩＢＵＹＡ１０９,35.659794,139.700943,CROSSING VIEW,名所・有名スポット,5,2件
渋谷区,神南１丁目,-,東京都渋谷区神南１－２２－６,35.660873,139.701086,渋谷マルイ,,3,2件
渋谷区,神南１丁目,-,東京都渋谷区神南１－１９－８渋谷区立勤労福祉会館１Ｆ,35.662556,139.699646,東京都渋谷公園通りギャラリー,美術館・博物館,,
渋谷区,神南１丁目,-,東京都渋谷区神南１－１２－１６和光ビルＢ１Ｆ,35.662578,139.700541,Archive Store,美術館・博物館,,
渋谷区,神南１丁目,-,東京都渋谷区神南１－２－５,35.665619,139.700928,ジンナン ハウス,名所・有名スポット,,
渋谷区,神南１丁目,-,東京都渋谷区神南１－２３－１０ＭａｇｎｅｔＢｙＳｈｉｂｕｙａ１０９（ルーフトップ）,35.659794,139.700943,Shibuya Beer Terrace,,,
渋谷区,神南２丁目,-,東京都渋谷区神南２－１－１,35.667267,139.699936,国立代々木競技場,名所・有名スポット,4,146件
渋谷区,神南２丁目,-,東京都渋谷区神南２－２－１,35.666187,139.697678,NHKホール,シアター,3.5,76件
渋谷区,神南２丁目,-,東京都渋谷区神園町２－１代々木公園イベント広場,35.667774,139.696854,フィエスタ デ エスパーニャ,,3.5,17件
渋谷区,神南２丁目,-,東京都渋谷区神南２－３,35.667210,139.696747,代々木公園野外ステージ,自然・公園,4,7件
渋谷区,神南２丁目,-,東京都渋谷区代々木公園Ｂ地区,35.667084,139.693954,代々木公園陸上競技場,レジャー施設,3.5,7件
渋谷区,神南２丁目,-,東京都渋谷区神南１丁目５－１１,35.665535,139.698410,代々木公園 ケヤキ並木,名所・有名スポット,,
