指標名,ミシュラン掲載レストラン,,,,,,,,,,,,
出典,ミシュランガイド東京 2021,,,,,,,,,,,,
年次,2021年,,,,,,,,,,,,
URL,https://japanguide.michelin.co.jp/restaurant/tokyo/,,,,,,,,,,,,
備考,,,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,店舗名,星数,カテゴリ,エリア,URL,価格帯,電話番号,その他
港区,西麻布２丁目,-,東京都港区西麻布 2-24-14 Barbizon73 B1F,35.660157,139.72248,上,★,牛肉料理 ,西麻布,http://jo-tokyo.jp/,"昼＝19,000円　夜＝25,000-31,000円",要予約,カウンター席が主体
港区,西麻布２丁目,-,東京都港区西麻布 2-7-9,35.662210,139.72107,麻布 和敬,★,日本料理 ,西麻布,https://wakei.tokyo/,"昼＝19,000円　夜＝19,000円",要予約,カウンター席が主体
港区,西麻布２丁目,-,東京都港区西麻布 2-16-1,35.661902,139.72035,壽修,★★,日本料理 ,西麻布,-,"夜＝19,000円",要予約,カウンター席が主体
港区,西麻布２丁目,-,東京都港区西麻布 2-11-5,35.661321,139.72230,西麻布 拓,★,寿司 ,西麻布,-,"夜＝22,000-33,000円",要予約,カウンター席が主体
港区,西麻布２丁目,-,東京都港区西麻布 2-15-1,35.661647,139.72097,ル ブトン,ビブグルマン,フランス料理 ,西麻布,http://www.lebouton.jp/,"夜＝6,000-8,000円",要予約,カウンター席が主体
港区,西麻布２丁目,-,東京都港区西麻布 2-26-4,35.660218,139.71943,レフェルヴェソンス,★★★,フランス料理 ,西麻布,http://www.leffervescence.jp/,"昼＝34,000円　夜＝34,000円",要予約,-
港区,西麻布２丁目,-,東京都港区西麻布 2-15-1 三澤ビル B1F,35.661052,139.72221,豪龍久保,★,日本料理 ,西麻布,https://goryu-kubo.com/,"夜＝49,000-73,000円",要予約,カウンター席が主体
港区,西麻布３丁目,-,東京都港区西麻布 3-3-1,35.658228,139.72726,ル・ブルギニオン,★,フランス料理 ,西麻布,https://le-bourguignon.jp/,"昼＝5,000-10,000円　夜＝8,500-13,000円",要予約,-
港区,西麻布３丁目,-,東京都港区西麻布 3-8-6,35.654742,139.72609,蕎麦 たじま,ビブグルマン,蕎麦 ,麻布十番,http://www.sobatajima.jp/,"昼＝1,500-6,000円　夜＝1,500-6,000円",要予約,-
港区,西麻布４丁目,-,東京都港区西麻布 4-11-25 モダンフォルム西麻布ビルパートⅢ 2F,35.659117,139.72239,常,★,日本料理 ,西麻布,-,"夜＝31,000-37,000円",要予約,カウンター席が主体
港区,西麻布４丁目,-,東京都港区西麻布 4-11-14 Fleg 西麻布 Vierge B1F,35.658374,139.72271,臼杵ふぐ 山田屋,★★,ふぐ ,西麻布,https://www.usukifugu-yamadaya.jp/,"夜＝28,000-40,000円",要予約,-
港区,西麻布４丁目,-,東京都港区西麻布 4-18-20,35.657982,139.71994,西麻布 鮨 真,★,寿司 ,西麻布,http://sushi-shin.com/,"昼＝9,500-18,000円　夜＝28,000円",要予約,カウンター席が主体
港区,西麻布４丁目,-,東京都港区西麻布 4-4-12 ニュー西麻布ビル 2F,35.657448,139.72325,キッチン,ビブグルマン,ベトナム料理 ,西麻布,-,"夜＝4,000-5,500円",要予約,-
港区,西麻布４丁目,-,東京都港区西麻布 4-2-13 八幡ビル 3F,35.658626,139.72318,霞町 やまがみ,★,日本料理 ,西麻布,-,"夜＝19,000-37,000円",要予約,カウンター席が主体
港区,赤坂１丁目,虎ノ門,東京都港区赤坂 1-12-33 ANA インターコンチネンタルホテル 36F,35.668070,139.74081,ピエール・ガニェール,★★,フランス料理 ,赤坂,https://anaintercontinental-tokyo.jp/,"昼＝9,000-38,000円　夜＝19,000-38,000円",要予約,-
港区,赤坂３丁目,赤坂,東京都港区赤坂 3-13-6 国際天野ビル 7F,35.673083,139.73766,赤坂 きた福,★,蟹料理 ,赤坂,-,"夜＝32,000-73,000円",要予約,-
港区,赤坂５丁目,赤坂,東京都港区赤坂 5-5-9,35.670732,139.73443,花のれん 花楽,★,日本料理 ,赤坂,https://hananoren-kagura.jp/,"昼＝5,500-11,000円　夜＝15,000-25,000円",要予約,カウンター席が主体
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-11-11,35.669748,139.73470,赤坂 いづみ,★,ふぐ ,赤坂,-,"夜＝26,000-36,000円",要予約,-
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-3-9,35.670828,139.73554,炭火割烹 白坂,★,日本料理 ,赤坂,https://shirosaka.jp/,"夜＝19,000円",要予約,カウンター席が主体
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-3-8 高松ビル B1F,35.670954,139.73564,アニコ,ビブグルマン,イタリア料理 ,赤坂,https://www.aniko-akasaka.com/,"昼＝1,500-3,500円　夜＝5,000-7,000円",要予約,-
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-3-13,35.670890,139.73528,赤坂 おぎ乃,★,日本料理 ,赤坂,-,"夜＝27,000円",要予約,カウンター席が主体
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-4-15,35.670207,139.73443,コム・ア・ラ・メゾン,ビブグルマン,フランス料理 ,赤坂,-,"夜＝4,000-6,000円",要予約,-
港区,赤坂６丁目,赤坂,東京都港区赤坂 6-13-8,35.669935,139.73408,赤坂 菊乃井,★★,日本料理 ,赤坂,https://kikunoi.jp/,"昼＝13,000円　夜＝19,000-37,000円",要予約,-
港区,赤坂８丁目,赤坂,東京都港区赤坂 8-11-19,35.668544,139.72900,乃木坂 しん,★,日本料理 ,赤坂,https://www.nogi-s.com/,"昼＝13,000-22,000円　夜＝19,000-34,000円",要予約,カウンター席が主体
港区,赤坂９丁目,六本木,東京都港区赤坂 9-7-1 ザ・リッツ・カールトン 45F,35.666120,139.73129,アジュール フォーティーファイブ,★,フランス料理 ,六本木,-,"昼＝11,000円　夜＝26,000円",要予約,-
港区,東麻布１丁目,-,東京都港区東麻布 1-17-9 アネックス東麻布 2F,35.656064,139.74330,ローブ,★,フランス料理 ,麻布十番,https://www.restaurant-laube.com/,"昼＝7,500-11,000円　夜＝11,000-16,000円",要予約,-
港区,東麻布１丁目,-,東京都港区東麻布 1-5-4,35.658121,139.74333,野田岩,★,うなぎ ,麻布十番,-,"昼＝3,000-18,000円　夜＝3,000-18,000円",要予約,-
港区,東麻布１丁目,-,東京都港区東麻布 1-7-9,35.657348,139.74348,東麻布 天本,★★,寿司 ,麻布十番,http://higashiazabuamamoto.com/,"夜＝39,000円",要予約,カウンター席が主体
港区,東麻布１丁目,-,東京都港区東麻布 1-24-6,35.655785,139.74432,PST 東麻布店,ビブグルマン,ピッツァ ,麻布十番,http://pst-tk2-ad.com/,"昼＝3,000-4,000円　夜＝3,000-4,000円",要予約,-
港区,東麻布２丁目,-,東京都港区東麻布 2-19-2,35.656692,139.74249,ユヌ パンセ,ビブグルマン,フランス料理 ,麻布十番,-,"夜＝6,000-9,000円",要予約,カウンター席が主体
港区,東麻布３丁目,-,東京都港区東麻布 3-3-9 アネックス麻布十番 B1F,35.657118,139.73885,御料理 辻,★,日本料理 ,麻布十番,https://oryouritsuji.jp/,"昼＝10,000-37,000円　夜＝22,000-37,000円",要予約,カウンター席が主体
港区,東麻布３丁目,-,東京都港区東麻布 3-7-5,35.656275,139.73854,中国飯店 富麗華,★,中国料理 ,麻布十番,-,"昼＝3,000-20,000円　夜＝10,000-42,000円",要予約,-
港区,南青山１丁目,-,東京都港区南青山 1-3-21 1-55ビル 2F,35.671019,139.72519,てのしま,★,日本料理 ,外苑前・青山一丁目,https://www.tenoshima.com/,"夜＝16,000円",要予約,カウンター席が主体
港区,南青山２丁目,-,東京都港区南青山 2-6-15,35.671531,139.72206,NARISAWA,★★,イノベーティブ ,外苑前・青山一丁目,http://www.narisawa-yoshihiro.com/,"昼＝37,000円　夜＝43,000円",要予約,-
港区,南青山２丁目,-,東京都港区南青山 2-14-15 五十嵐ビル 2F,35.670250,139.72024,慈華,★,中国料理 ,外苑前・青山一丁目,https://www.itsuka8.com/,"昼＝7,500-13,000円　夜＝19,000-37,000円",要予約,-
港区,南青山３丁目,-,東京都港区南青山 3-10-40 フィオラ南青山 2F,35.666491,139.71427,ミモザ,★,中国料理 ,表参道・青山,http://mimosa-aoyama.com/,"夜＝13,000円",要予約,-
港区,南青山３丁目,-,東京都港区南青山 3-2-4 セントラル青山 No.6 B1F,35.667832,139.71724,天ぷら 元吉,★,天ぷら ,表参道・青山,http://motoyoshi-1120.com/,"夜＝23,000円",要予約,カウンター席が主体
港区,南青山３丁目,-,東京都港区南青山 3-4-6,35.667251,139.71722,いち太,★,日本料理 ,表参道・青山,https://www.tokyoichita.com/,"夜＝31,000円",要予約,カウンター席が主体
港区,南青山４丁目,-,東京都港区南青山 4-9-3,35.667249,139.71827,ランタンポレル,★,フランス料理 ,表参道・青山,http://lintemporel.jp/,"昼＝6,500円　夜＝9,000-14,000円",要予約,-
港区,南青山４丁目,-,東京都港区南青山 4-26-12 B1F,35.662188,139.71832,御料理 宮坂,★★,日本料理 ,表参道・青山,-,"夜＝33,000円",要予約,カウンター席が主体
港区,南青山４丁目,-,東京都港区南青山 4-3-23 オリエンタル南青山 2F,35.666078,139.72022,オルグイユ,★,フランス料理 ,表参道・青山,http://orgueil.net/,"昼＝15,000円　夜＝15,000円",要予約,-
港区,南青山６丁目,-,東京都港区南青山 6-8-18,35.659955,139.71648,ローブリュー,★,フランス料理 ,表参道・青山,http://lauburu.jp/,"夜＝7,000-9,000円",要予約,-
港区,南青山６丁目,-,東京都港区南青山 6-4-6,35.661474,139.71642,プリズマ,★★,イタリア料理 ,表参道・青山,-,"夜＝19,000-21,000円",要予約,-
港区,南青山７丁目,-,東京都港区南青山 7-13-13 フォレストビル B1F,35.657102,139.71804,七鳥目,★,焼鳥 ,西麻布,https://7chome.jimdofree.com/,"夜＝8,500円",要予約,カウンター席が主体
港区,南麻布１丁目,-,東京都港区南麻布 1-5-4 NKCビル 2F,35.652425,139.73474,モワルーズ,ビブグルマン,フランス料理 ,麻布十番,http://www.moelleuse.com/,"夜＝6,000-8,000円",要予約,-
港区,南麻布２丁目,-,東京都港区南麻布 2-5-21,35.649873,139.73712,タストゥー,ビブグルマン,フランス料理 ,麻布十番,http://tastous.jp/,"昼＝2,000-5,000円　夜＝5,000-7,000円",要予約,-
港区,南麻布２丁目,-,東京都港区南麻布 2-10-13,35.647988,139.73591,いちかわ,★,寿司 ,麻布十番,https://pocket-concierge.jp/ja/restaurants/243776,"昼＝33,000円　夜＝33,000円",要予約,カウンター席が主体
港区,南麻布４丁目,-,東京都港区南麻布 4-2-49 麻布サンパレス 2F,35.649115,139.72290,ラ・トラットリアッチャ,ビブグルマン,イタリア料理 ,広尾,https://www.la-trattoriaccia.com/,"昼＝3,000-4,500円　夜＝4,000-6,000円",要予約,-
港区,南麻布４丁目,-,東京都港区南麻布 4-7-5,35.649584,139.72835,茶禅華,★★★,中国料理 ,広尾,https://sazenka.com/,"夜＝28,000-46,000円",要予約,-
港区,南麻布５丁目,-,東京都港区南麻布 5-1-5,35.655790,139.72299,分とく山,★,日本料理 ,広尾,https://waketoku.com/,"夜＝19,000円",要予約,-
港区,白金１丁目,-,東京都港区白金 1-12-19,35.645401,139.73414,今福,★,すき焼 ,白金・白金台,-,"昼＝11,000-20,000円　夜＝11,000-20,000円",要予約,-
港区,白金６丁目,-,東京都港区白金 6-5-3 さくら白金 1F,35.644351,139.72477,アルゴリズム,★,フランス料理 ,白金・白金台,http://lalgorithme.com/,"昼＝8,000円　夜＝15,000円",要予約,カウンター席が主体
港区,白金６丁目,-,東京都港区白金 6-5-3,35.644351,139.72477,あき山,★,日本料理 ,白金・白金台,-,"昼＝3,000-20,000円　夜＝18,000-21,000円",要予約,カウンター席が主体
港区,白金６丁目,-,東京都港区白金 6-22-19,35.644091,139.72160,酉玉 本館,ビブグルマン,焼鳥 ,白金・白金台,-,"夜＝3,000-5,000円",要予約,カウンター席が主体
港区,白金６丁目,-,東京都港区白金 6-5-5,35.644332,139.72515,私厨房 勇,★,中国料理 ,白金・白金台,-,"夜＝9,000円",要予約,カウンター席が主体
港区,白金台３丁目,-,東京都港区白金台 3-18-5 NKビル 2F,35.635323,139.72101,地蔵鮓,★,寿司 ,白金・白金台,-,"夜＝26,000円",要予約,カウンター席が主体
港区,白金台４丁目,-,東京都港区白金台 4-2-7 Bld桜なみき 2F,35.639353,139.72810,シノワ,★,中国料理 ,白金・白金台,https://shinois.com/,"夜＝34,000円",要予約,カウンター席が主体
港区,白金台５丁目,-,東京都港区白金台 5-17-11,35.637593,139.72330,ルカンケ,★,フランス料理 ,白金・白金台,https://requinquer.jp/,"昼＝5,000-9,500円　夜＝11,000-20,000円",要予約,-
港区,白金台５丁目,-,東京都港区白金台 5-17-9 コスモ白金ヒルズ B1F,35.637496,139.72326,天ぷら 銀屋,★★,天ぷら ,白金・白金台,-,"夜＝20,000円",要予約,カウンター席が主体
港区,北青山２丁目,-,東京都港区北青山 2-12-35,35.670270,139.71452,リストランテ ホンダ,★,イタリア料理 ,外苑前・青山一丁目,http://www.ristorantehonda.jp,"昼＝6,500-10,000円　夜＝11,000-19,000円",要予約,-
港区,北青山３丁目,-,東京都港区北青山 3-13-1 北青山関根ビル B1F,35.664084,139.70945,太月,★,日本料理 ,表参道・青山,https://tagetsu.tokyo/,"昼＝5,500-22,000円　夜＝17,000-22,000円",要予約,カウンター席が主体
港区,麻布十番１丁目,-,東京都港区麻布十番 1-4-2 カーサツルオカ B1F,35.657261,139.73547,鳥善 瀬尾,ビブグルマン,焼鳥 ,麻布十番,-,"夜＝5,000-8,000円",要予約,カウンター席が主体
港区,麻布十番１丁目,-,東京都港区麻布十番 1-7-7 Hasebeyaビル 4F,35.656297,139.73481,ピアット スズキ,★,イタリア料理 ,麻布十番,-,"昼＝3,500-8,000円　夜＝8,000-12,000円",要予約,-
港区,麻布十番１丁目,-,東京都港区麻布十番 1-7-2,35.656585,139.73449,グレイス,ビブグルマン,韓国料理 ,麻布十番,-,"昼＝1,000-4,000円　夜＝3,000-8,000円",要予約,-
港区,麻布十番１丁目,-,東京都港区麻布十番 1-5-5 Yuken Azabu.10 3F,35.657328,139.73292,麻布 幸村,★★,日本料理 ,麻布十番,-,"夜＝43,000-49,000円",要予約,カウンター席が主体
港区,麻布十番１丁目,-,東京都港区麻布十番 1-5-5 Yuken Azabu.10 4F,35.657328,139.73292,麻布 六角,★,居酒屋 ,麻布十番,-,"夜＝15,000-20,000円",要予約,-
港区,麻布十番２丁目,-,東京都港区麻布十番 2-8-16 ISIビル 4F,35.655563,139.73390,てんぷら 前平,★,天ぷら ,麻布十番,-,"夜＝22,000円",要予約,カウンター席が主体
港区,麻布十番２丁目,-,東京都港区麻布十番 2-4-8 麻布十番舘 2F,35.655818,139.73482,プリンチピオ,★,イタリア料理 ,麻布十番,https://www.principio.net/,"夜＝9,000円",要予約,-
港区,麻布十番２丁目,-,東京都港区麻布十番 2-7-2,35.655946,139.73356,麻布 かどわき,★★★,日本料理 ,麻布十番,-,"夜＝25,000-60,000円",要予約,-
港区,麻布十番２丁目,-,東京都港区麻布十番 2-5-14 マイコーナービル B1F,35.656495,139.73327,あざぶ 一期,★,おでん ,麻布十番,https://www.azabu-ichigo.com/,"夜＝10,000-16,000円",要予約,カウンター席が主体
港区,麻布十番３丁目,-,東京都港区麻布十番 3-9-2 タモン麻布 2F,35.652880,139.73422,ビストロ コティディアン,ビブグルマン,フランス料理 ,麻布十番,-,"昼＝3,500円　夜＝5,000-9,000円",要予約,-
港区,麻布十番３丁目,-,東京都港区麻布十番 3-1-9,35.653248,139.73637,天のや,ビブグルマン,お好み焼 ,麻布十番,https://amano-ya.jp/,"夜＝2,000-4,000円",要予約,-
港区,麻布十番３丁目,-,東京都港区麻布十番 3-7-5,35.653517,139.73498,麻布十番 ふくだ,★,日本料理 ,麻布十番,http://azabu10ban-fukuda.com/,"夜＝31,000-40,000円",要予約,カウンター席が主体
港区,麻布十番３丁目,-,東京都港区麻布十番 3-3-10,35.653634,139.73563,すし家 祥太,★,寿司 ,麻布十番,-,"昼＝15,000円　夜＝16,000円",要予約,カウンター席が主体
港区,麻布台３丁目,-,東京都港区麻布台 3-4-11,35.660563,139.73898,シリーズ,★,中国料理 ,六本木,-,"昼＝4,500円　夜＝8,500-14,000円",要予約,-
港区,六本木３丁目,六本木,東京都港区六本木 3-1-1 六本木ティーキューブ 1F,35.665543,139.73822,エディション・コウジ シモムラ,★★,フランス料理 ,六本木,https://www.koji-shimomura.jp/,"昼＝11,000-25,000円　夜＝20,000-32,000円",要予約,-
港区,六本木４丁目,六本木,東京都港区六本木 4-2-35 アーバンスタイル六本木 B1F,35.664698,139.73356,リューズ,★★,フランス料理 ,六本木,http://www.restaurant-ryuzu.com/,"昼＝6,500-9,500円　夜＝10,000-28,000円",要予約,-
港区,六本木４丁目,六本木,東京都港区六本木 4-5-11 ランド六本木ビル B1F,35.664857,139.73235,鮨 由う,★,寿司 ,六本木,-,"昼＝11,000-22,000円　夜＝22,000円",要予約,カウンター席が主体
港区,六本木６丁目,六本木,東京都港区六本木 6-10-1 六本木ヒルズ ヒルサイド 2F,35.660448,139.72923,ラトリエ ドゥ ジョエル・ロブション,★★,フランス料理 ,六本木,-,"昼＝4,000-11,000円　夜＝6,000-15,000円",要予約,カウンター席が主体
港区,六本木６丁目,六本木,東京都港区六本木 6-12-2 六本木ヒルズ レジデンス B棟 3F,35.658760,139.72926,すきやばし 次郎 六本木店,★★,寿司 ,六本木,-,"昼＝25,000-30,000円　夜＝33,000-39,000円",要予約,カウンター席が主体
港区,六本木６丁目,六本木,東京都港区六本木 6-12-3 六本木ヒルズレジデンス C棟 3F,35.658783,139.73007,ラ・ブリアンツァ,ビブグルマン,イタリア料理 ,六本木,-,"昼＝3,000-8,000円　夜＝5,500-9,000円",要予約,-
港区,六本木７丁目,六本木,東京都港区六本木 7-9-9,35.664422,139.72995,ル・スプートニク,★,フランス料理 ,六本木,https://le-sputnik.jp/,"昼＝8,000-19,000円　夜＝19,000円",要予約,-
港区,六本木７丁目,六本木,東京都港区六本木 7-6-2,35.664527,139.72830,PST 六本木店,ビブグルマン,ピッツァ ,六本木,http://pst-roppongi.com/,"昼＝3,000-4,000円　夜＝3,000-4,000円",要予約,-
江東区,亀戸１丁目,-,東京都江東区亀戸 1-31-7,35.694734,139.82561,リンシエメ,ビブグルマン,ピッツァ ,亀戸,https://www.linsieme2016.com/,"昼＝2,000-5,000円　夜＝3,000-5,000円",要予約,-
江東区,高橋,-,東京都江東区高橋 9-3,35.685270,139.79918,ピッツェリア ベッラ ナポリ,ビブグルマン,ピッツァ ,南砂町・菊川,-,"夜＝3,000-4,000円",要予約,-
江東区,三好２丁目,-,東京都江東区三好 2-15-12,35.680316,139.80275,オーツー,ビブグルマン,中国料理 ,清澄白河,-,"夜＝5,500-9,500円",要予約,-
江東区,大島２丁目,-,東京都江東区大島 2-41-16,35.689828,139.82609,リストランテ クチーナ・シゲ,ビブグルマン,イタリア料理 ,錦糸町・住吉,https://www.cucinashige.com/,"夜＝4,000-8,000円",要予約,-
江東区,富岡１丁目,-,東京都江東区富岡 1-24-11,35.670378,139.79854,トラットリア ブカ・マッシモ,ビブグルマン,イタリア料理 ,門前仲町,https://bucamassimo.jp/,"昼＝2,000-3,500円　夜＝4,000-6,000円",要予約,-
