指標名,銀行・ATM,,,,,
中央区,銀座５丁目,-,東京都中央区銀座5-4-3 対鶴館6階,35.671961,139.763556,セブン銀行 新生銀行 銀座フィナンシャルセンター 共同出張所
中央区,新川１丁目,-,東京都中央区新川1丁目28番23号,35.674681,139.785308,セブン銀行 新生銀行 東京ダイヤビル 共同出張所
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-1-6,35.679577,139.770082,セブン銀行 新生銀行 東京フィナンシャルセンター 共同出張所
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-3,35.687305,139.773939,セブン銀行 新生銀行 本店 共同出張所
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-3 8F,35.687305,139.773939,セブン銀行 新生銀行 本店フィナンシャルセンター 共同出張所
中央区,晴海１丁目,-,東京都中央区晴海1丁目8番16号,35.657351,139.782246,セブン銀行 晴海トリトン 共同出張所
中央区,銀座４丁目,-,東京都中央区銀座4-1,35.6730197,139.7634509,セブン銀行 西銀座 (NISHIGINZA) 共同出張所
中央区,築地４丁目,-,東京都中央区築地4-16-2,35.664997,139.769816,セブン銀行 築地場外市場 共同出張所
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-13,35.691903,139.782658,セブン銀行 都営地下鉄  新宿線 馬喰横山駅 共同出張所
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2丁目59-3,35.688844,139.787474,セブン銀行 都営地下鉄 新宿線 浜町駅 共同出張所
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-7-13,35.686338,139.781765,セブン銀行 都営地下鉄 浅草線 人形町駅 共同出張所
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-13-1先,35.682222,139.775567,セブン銀行 都営地下鉄 浅草線 日本橋駅 共同出張所
中央区,月島１丁目,-,東京都中央区月島1-5-4先,35.663875,139.783674,セブン銀行 都営地下鉄 大江戸線 月島駅 共同出張所
中央区,銀座５丁目,-,東京都中央区銀座5-2-1,35.672141,139.762392,セブン銀行 東急プラザ 銀座 共同出張所
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町42番1号,35.681973,139.787675,セブン銀行 東京シティエアターミナル 共同出張所
中央区,銀座７丁目,-,東京都中央区銀座7-13-10,35.667663,139.764007,セブン銀行 東京スター銀行 銀座支店 共同出張所
中央区,銀座４丁目,-,東京都中央区銀座4丁目1-2,35.672845,139.763298,セブン銀行 東京メトロ 丸ノ内線 銀座駅 西銀座口 共同出張所
中央区,京橋２丁目,日八京,東京都中央区京橋2-2-10,35.67725,139.770184,セブン銀行 東京メトロ 銀座線 京橋駅 共同出張所
中央区,銀座４丁目,-,東京都中央区銀座4-1-2,35.672845,139.763298,セブン銀行 東京メトロ 銀座線 銀座駅 共同出張所
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目3-11先,35.682852,139.773583,セブン銀行 東京メトロ 銀座線 日本橋駅 共同出張所
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1丁目4-6先,35.680274,139.779909,セブン銀行 東京メトロ 東西線 茅場町駅 共同出張所
中央区,銀座４丁目,-,東京都中央区銀座4-1-2,35.672845,139.763298,セブン銀行 東京メトロ 日比谷線 銀座駅 共同出張所
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-6-5,35.686372,139.782696,セブン銀行 東京メトロ 日比谷線 人形町駅 共同出張所
中央区,築地３丁目,-,東京都中央区築地3丁目15-1,35.666486,139.772284,セブン銀行 東京メトロ 日比谷線 築地駅 共同出張所
中央区,銀座４丁目,-,東京都中央区銀座4-12-15先,35.669643,139.768074,セブン銀行 東京メトロ 日比谷線 東銀座駅 共同出張所
中央区,八丁堀２丁目,-,東京都中央区八丁堀2丁目22-5,35.676296,139.777599,セブン銀行 東京メトロ 日比谷線 八丁堀駅 共同出張所
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目8-1,35.684343,139.774895,セブン銀行 東京メトロ 半蔵門線 三越前駅 共同出張所
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-1-1,35.682318,139.786933,セブン銀行 東京メトロ 半蔵門線 水天宮前駅 共同出張所
中央区,銀座１丁目,-,東京都中央区銀座1-7-12,35.674209,139.767622,セブン銀行 東京メトロ 有楽町線 銀座一丁目駅 共同出張所
中央区,月島１丁目,-,東京都中央区月島1丁目3-9先,35.66435,139.784344,セブン銀行 東京メトロ 有楽町線 月島駅 共同出張所
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686796,139.772982,セブン銀行 日本橋三井タワー 共同出張所
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目3-7,35.682848,139.771858,セブン銀行 八重洲ファーストフィナンシャルビル 共同出張所
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目1番地,35.6793979,139.7710436,セブン銀行 八重洲地下街 共同出張所
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2-7-1,35.688313,139.77679,セブン銀行 野村不動産 日本橋本町ビル 共同出張所
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-9-1,35.683747,139.775531,セブン銀行 野村證券 本店旧館 共同出張所
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-13-1,35.682222,139.775567,セブン銀行 野村證券 本店日鉄日本橋ビル 共同出張所
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-9-1,35.683747,139.775531,セブン銀行 野村證券 本店本館 共同出張所
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-1 外堀地下2番通り,35.6803324,139.7689419,つみたてプラザやえす 八重洲地下街店
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1丁目2-16,35.68788,139.77887,デイリーヤマザキ日本橋堀留町 共同出張所(イーネットATM)
中央区,日本橋横山町,-,東京都中央区日本橋横山町5-2,35.692213,139.782967,デイリーヤマザキ馬喰横山駅前 共同出張所(イーネットATM)
中央区,勝どき１丁目,-,東京都中央区勝どき1丁目8-1,35.65962,139.776884,デリド勝どき駅前 共同出張所(イーネットATM)
中央区,湊２丁目,-,東京都中央区湊2丁目15-14,35.671244,139.780685,デリド湊 共同出張所(イーネットATM)
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-4-1 日本橋1丁目三井ビルディング,35.682599,139.774566,バンク・オブ・アメリカ・エヌ・エイ 東京支店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町19-21,35.678815,139.787181,ファミリーマートIBM箱崎ビル 共同出張所(イーネットATM)
中央区,銀座８丁目,-,東京都中央区銀座8丁目6-15,35.668212,139.760087,ファミリーマートK2銀座八丁目1号機 共同出張所(イーネットATM)
中央区,銀座８丁目,-,東京都中央区銀座8丁目6-15,35.668212,139.760087,ファミリーマートK2銀座八丁目2号機 共同出張所(イーネットATM)
中央区,日本橋兜町,-,東京都中央区日本橋兜町1-13号先,35.683611,139.778223,ファミリーマートかぶと町永代通り 共同出張所(イーネットATM)
中央区,銀座７丁目,-,東京都中央区銀座7丁目11-12,35.668269,139.763379,ファミリーマートフレッサイン銀座 共同出張所(イーネットATM)
中央区,新川１丁目,-,東京都中央区新川1丁目2-8,35.678841,139.782602,ファミリーマート茅場町駅東 共同出張所(イーネットATM)
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1丁目3-5,35.680747,139.78033,ファミリーマート京王プレッソイン茅場町 共同出張所(イーネットATM)
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目11-3,35.676335,139.772035,ファミリーマート京橋二丁目 共同出張所(イーネットATM)
中央区,銀座１丁目,-,東京都中央区銀座1丁目16-6,35.674051,139.770528,ファミリーマート銀座一丁目 共同出張所(イーネットATM)
中央区,銀座３丁目,-,東京都中央区銀座3丁目11-19,35.671125,139.769011,ファミリーマート銀座三丁目 共同出張所(イーネットATM)
中央区,銀座５丁目,-,東京都中央区銀座5丁目15-1,35.668655,139.767678,ファミリーマート銀座木挽町通り 共同出張所(イーネットATM)
中央区,銀座６丁目,-,東京都中央区銀座6丁目13-16,35.669028,139.764874,ファミリーマート銀座六丁目 共同出張所(イーネットATM)
中央区,月島３丁目,-,東京都中央区月島3丁目31,35.6608355,139.7787071,ファミリーマート月島三丁目 共同出張所(イーネットATM)
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町13-7,35.691162,139.779608,ファミリーマート小伝馬町大門通り 共同出張所(イーネットATM)
中央区,新川２丁目,-,東京都中央区新川2丁目6-2,35.676584,139.781329,ファミリーマート新川二丁目 共同出張所(イーネットATM)
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4丁目8-17,35.689303,139.774487,ファミリーマート新日本橋駅前 共同出張所(イーネットATM)
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3丁目13-2,35.686986,139.782722,ファミリーマート人形町駅前 共同出張所(イーネットATM)
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目1-12,35.684124,139.784592,ファミリーマート水天宮前 共同出張所(イーネットATM)
中央区,築地２丁目,-,東京都中央区築地2丁目5-5,35.6691447,139.7735968,ファミリーマート泰志築地 共同出張所(イーネットATM)
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町4-5,35.690206,139.77862,ファミリーマート大伝馬町 共同出張所(イーネットATM)
中央区,築地５丁目,-,東京都中央区築地5丁目3-1,35.664668,139.765995,ファミリーマート築地五丁目 共同出張所(イーネットATM)
中央区,築地６丁目,-,東京都中央区築地6丁目22-4,35.664181,139.771803,ファミリーマート築地市場前 共同出張所(イーネットATM)
中央区,明石町,-,東京都中央区明石町5-13,35.668126,139.777949,ファミリーマート築地明石町 共同出張所(イーネットATM)
中央区,明石町,-,東京都中央区明石町3-3,35.669069,139.778481,ファミリーマート中央明石町 共同出張所(イーネットATM)
中央区,佃２丁目,-,東京都中央区佃2丁目12-12,35.666703,139.785915,ファミリーマート佃二丁目 共同出張所(イーネットATM)
中央区,東日本橋２丁目,-,東京都中央区東日本橋2丁目15-5,35.693792,139.785529,ファミリーマート東日本橋二丁目 共同出張所(イーネットATM)
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目36,35.682022,139.7857374,ファミリーマート日本橋かきがら町 共同出張所(イーネットATM)
中央区,日本橋茅場町３丁目,-,東京都中央区日本橋茅場町3丁目12-2,35.677893,139.779303,ファミリーマート日本橋茅場町 共同出張所(イーネットATM)
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目6-1,35.685138,139.774777,ファミリーマート日本橋三越前 共同出張所(イーネットATM)
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1丁目8-4,35.684535,139.782792,ファミリーマート日本橋小学校前 共同出張所(イーネットATM)
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3丁目4-15,35.686058,139.781177,ファミリーマート日本橋人形町三丁目 共同出張所(イーネットATM)
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目1-6,35.689095,139.771475,ファミリーマート日本橋日銀通り 共同出張所(イーネットATM)
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1丁目10-11,35.688747,139.779919,ファミリーマート日本橋堀留町一丁目 共同出張所(イーネットATM)
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目1-1,35.687978,139.774164,ファミリーマート日本橋本町 共同出張所(イーネットATM)
中央区,入船１丁目,-,東京都中央区入船1丁目7-9,35.673001,139.778148,ファミリーマート入船一丁目 共同出張所(イーネットATM)
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目1,35.6793979,139.7710436,ファミリーマート八重洲地下街 共同出張所(イーネットATM)
中央区,八丁堀４丁目,-,東京都中央区八丁堀4丁目8-7,35.674247,139.776455,ファミリーマート八丁堀四丁目 共同出張所(イーネットATM)
中央区,八丁堀２丁目,-,東京都中央区八丁堀2丁目20-1,35.675891,139.776893,ファミリーマート八丁堀二丁目 共同出張所(イーネットATM)
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目9-2,35.676872,139.772306,ファミリーマート宝町 共同出張所(イーネットATM)
中央区,豊海町,-,東京都中央区豊海町5-1,35.653492,139.769782,ファミリーマート豊海町 共同出張所(イーネットATM)
中央区,湊２丁目,-,東京都中央区湊2丁目5-4,35.670951,139.779189,ファミリーマート湊二丁目 共同出張所(イーネットATM)
中央区,新川１丁目,-,東京都中央区新川1丁目8-3,35.678235,139.782803,ポプラ茅場町 共同出張所(イーネットATM)
中央区,銀座４丁目,-,東京都中央区銀座4-2-11 ヒューリック銀座数寄屋橋ビル6F,35.67234,139.763963,みずほ銀行 銀座 ローンコンサルティングスクエア
中央区,日本橋横山町,-,東京都中央区日本橋横山町4-1,35.691526,139.781979,みずほ銀行横山町支店
中央区,日本橋兜町,-,東京都中央区日本橋兜町4-3,35.682217,139.778001,みずほ銀行兜町支店
中央区,日本橋兜町,-,東京都中央区日本橋兜町6-7,35.681838,139.778744,みずほ銀行兜町証券営業部
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目7-19,35.6771,139.770757,みずほ銀行京橋支店
中央区,銀座４丁目,-,東京都中央区銀座4丁目2-11,35.67234,139.763963,みずほ銀行銀座支店
中央区,銀座１丁目,-,東京都中央区銀座1丁目7-10,35.674166,139.767707,みずほ銀行銀座中央支店
中央区,銀座５丁目,-,東京都中央区銀座5丁目8-15,35.67027,139.764364,みずほ銀行銀座通支店
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町8-1,35.685318,139.77876,みずほ銀行小舟町支店
中央区,新川１丁目,-,東京都中央区新川1丁目24-8,35.67652,139.785105,みずほ銀行新川支店
中央区,築地２丁目,-,東京都中央区築地2丁目11-21,35.668491,139.77181,みずほ銀行築地支店
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目3-18,35.688838,139.772538,みずほ銀行日本橋支店
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2丁目31-1,35.687831,139.787008,みずほ銀行日本橋浜町出張所
中央区,八重洲１丁目,日八京,東京都中央区八重洲1丁目2-1,35.683807,139.771756,みずほ信託銀行本店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目28-5,35.682857,139.783155,みちのく銀行東京支店
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4丁目5-1,35.689365,139.773091,みなと銀行東京支店
中央区,日本橋本石町３丁目,日八京,東京都中央区日本橋本石町3丁目3-5,35.687804,139.77126,もみじ銀行東京支店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-2-1 室町東三井ビルディング17階,35.686706,139.774203,ゆうちょ銀行 本店 あおぞら銀行日本橋支店内出張所(ATM)
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目13番12号,35.680659,139.77564,ゆうちょ銀行 本店 デイリーヤマザキ日本生命日本橋ビル店内出張所(ATM)
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3丁目2-1,35.687839,139.772581,ゆうちょ銀行 本店 ファミマ日本橋室町三井タワー店内出張所(ATM)
中央区,京橋３丁目,日八京,東京都中央区京橋3-7-8ホテルインターゲート東京京橋,35.675499,139.770867,ゆうちょ銀行 本店 ファミリーマートホテルインターゲート東京 京橋店内出張所(ATM)
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町36番2号,35.680402,139.788562,ゆうちょ銀行 本店 ファミリーマートリバーゲート箱崎店内出張所(ATM)
中央区,京橋３丁目,日八京,東京都中央区京橋3丁目7-4,35.675627,139.770327,ゆうちょ銀行 本店 ファミリーマート京橋三丁目店内出張所(ATM)
中央区,銀座５丁目,-,東京都中央区銀座5丁目9-13,35.669979,139.764879,ゆうちょ銀行 本店 ファミリーマート銀座みゆき通り店内出張所(ATM)
中央区,銀座８丁目,-,東京都中央区銀座8丁目11番11号DK-GINZA8,35.667416,139.762447,ゆうちょ銀行 本店 ファミリーマート銀座御門通り店内出張所(ATM)
中央区,銀座７丁目,-,東京都中央区銀座7丁目15-3,35.66737,139.765578,ゆうちょ銀行 本店 ファミリーマート銀座七丁目店内出張所(ATM)
中央区,銀座８丁目,-,東京都中央区銀座8丁目15番2,35.666286,139.763256,ゆうちょ銀行 本店 ファミリーマート銀座昭和通り店内出張所(ATM)
中央区,銀座３丁目,-,東京都中央区銀座3丁目10-9,35.670939,139.76782,ゆうちょ銀行 本店 ファミリーマート銀座松屋通り店内出張所(ATM)
中央区,銀座２丁目,-,東京都中央区銀座2丁目2-2,35.674901,139.76599,ゆうちょ銀行 本店 ファミリーマート銀座二丁目店内出張所(ATM)
中央区,銀座８丁目,-,東京都中央区銀座8丁目10番17号,35.668106,139.762539,ゆうちょ銀行 本店 ファミリーマート銀座八丁目店内出張所(ATM)
中央区,銀座１丁目,-,東京都中央区銀座1丁目13-12,35.673043,139.769128,ゆうちょ銀行 本店 ファミリーマート銀座柳通り店内出張所(ATM)
中央区,勝どき４丁目,-,東京都中央区勝どき4丁目1-2,35.65819,139.776802,ゆうちょ銀行 本店 ファミリーマート勝どき駅前店内出張所(ATM)
中央区,勝どき３丁目,-,東京都中央区勝どき3丁目2-3,35.659903,139.774583,ゆうちょ銀行 本店 ファミリーマート勝どき三丁目店内出張所(ATM)
中央区,新川２丁目,-,東京都中央区新川2丁目28-1,35.673478,139.782763,ゆうちょ銀行 本店 ファミリーマート新川中央大橋店内出張所(ATM)
中央区,築地２丁目,-,東京都中央区築地2-3-2,35.669891,139.774227,ゆうちょ銀行 本店 ファミリーマート新富町駅前店内出張所(ATM)
中央区,晴海１丁目,-,東京都中央区晴海1丁目8-8,35.656834,139.782819,ゆうちょ銀行 本店 ファミリーマート晴海トリトン店内出張所(ATM)
中央区,晴海２丁目,-,東京都中央区晴海2丁目1番40号晴海フロント1F,35.655968,139.783917,ゆうちょ銀行 本店 ファミリーマート晴海フロント店内出張所(ATM)
中央区,明石町,-,東京都中央区明石町8-1,35.667013,139.778628,ゆうちょ銀行 本店 ファミリーマート聖路加ガーデン店内出張所(ATM)
中央区,築地１丁目,-,東京都中央区築地1丁目10-7,35.668773,139.770759,ゆうちょ銀行 本店 ファミリーマート築地一丁目店内出張所(ATM)
中央区,築地５丁目,-,東京都中央区築地5丁目3-1,35.664668,139.765995,ゆうちょ銀行 本店 ファミリーマート築地五丁目店内出張所(ATM)
中央区,築地３丁目,-,東京都中央区築地3丁目11-8,35.667612,139.772352,ゆうちょ銀行 本店 ファミリーマート築地本願寺前店内出張所(ATM)
中央区,月島３丁目,-,東京都中央区月島3丁目12番4号,35.662281,139.781466,ゆうちょ銀行 本店 ファミリーマート中央月島三丁目店内出張所(ATM)
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目10番10号,35.675812,139.767724,ゆうちょ銀行 本店 ファミリーマート中央八重洲二丁目店内出張所(ATM)
中央区,日本橋兜町,-,東京都中央区日本橋兜町5-1,35.68217,139.778365,ゆうちょ銀行 本店 ファミリーマート日本橋兜町店内出張所(ATM)
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町32-3,35.680929,139.787212,ゆうちょ銀行 本店 ファミリーマート日本橋箱崎町店内出張所(ATM)
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3丁目22-1,35.685585,139.788712,ゆうちょ銀行 本店 ファミリーマート日本橋浜町Fタワー店内出張所(ATM)
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2丁目35-1,35.688625,139.786153,ゆうちょ銀行 本店 ファミリーマート日本橋浜町二丁目店内出張所(ATM)
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目5番9号(KDX日本橋本町ビル),35.686806,139.776365,ゆうちょ銀行 本店 ファミリーマート日本橋本町一丁目店内出張所(ATM)
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-3-18,35.681353,139.771676,ゆうちょ銀行 本店 ファミリーマート八重洲さくら通り店内出張所(ATM)
中央区,八重洲２丁目,日八京,東京都中央区八重洲2丁目5-9,35.677803,139.768951,ゆうちょ銀行 本店 ファミリーマート八重洲二丁目店内出張所(ATM)
中央区,八丁堀４丁目,-,東京都中央区八丁堀4丁目11-10,35.67401,139.778419,ゆうちょ銀行 本店 ファミリーマート八丁堀店内出張所(ATM)
中央区,京橋３丁目,日八京,東京都中央区京橋3丁目12番1号,35.674722,139.771792,ゆうちょ銀行 本店 ファミリーマート宝町駅前店内出張所(ATM)
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2丁目10番12号,35.6877962,139.7820489,ゆうちょ銀行 本店 ファミリーマート堀留町二丁目店内出張所(ATM)
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目3-11,35.682852,139.773583,ゆうちょ銀行本店銀座線日本橋駅内出張所
中央区,築地５丁目,-,東京都中央区築地5-1-1,35.665005,139.767583,ゆうちょ銀行本店国立がんセンター内出張所
中央区,新川２丁目,-,東京都中央区新川2丁目27-1,35.673592,139.784448,リーベンハウス住友ツインビル 共同出張所(イーネットATM)
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目7-1,35.681871,139.774292,リーベンハウス東京日本橋タワー 共同出張所(イーネットATM)
中央区,京橋２丁目,日八京,東京都中央区京橋2-4-12,35.676648,139.769668,りそな銀行 京橋出張所 店舗外ATM
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目4番1号,35.682599,139.774566,りそな銀行 室町支店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-6-2,35.679627,139.772535,りそな銀行 東京中央支店
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目4番1号,35.682599,139.774566,りそな銀行 日本橋支店
中央区,佃２丁目,-,東京都中央区佃2-2-6-101,35.668162,139.785796,リバーシティ21郵便局
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1丁目13-7,35.68653,139.775226,阿波銀行東京支店
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目7-2,35.689128,139.776347,愛知銀行東京支店
中央区,日本橋１丁目,日八京,東京都中央区日本橋1-3-13  東京建物日本橋ビル13階,35.683042,139.773277,伊予銀行 東京支店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-7-1,35.681871,139.774292,横浜銀行 東京支店
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目1-11,35.688063,139.774466,沖縄銀行東京支店
中央区,銀座５丁目,-,東京都中央区銀座5-8-20銀座コア5階,35.670557,139.764891,外貨両替ワールドカレンシーショップ (三菱UFJフィナンシャル・グループ) 銀座コア店
中央区,日本橋本石町１丁目,日八京,東京都中央区日本橋本石町1-3-2三菱UFJ銀行日本橋支店1階,35.685423,139.772452,外貨両替ワールドカレンシーショップ (三菱UFJフィナンシャル・グループ) 日本橋店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-3-4,35.681379,139.772116,株式会社十八銀行東京支店
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目13-1,35.682222,139.775567,株式会社西日本シティ銀行東京支店
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4-4-2 東山ビルディング 5F,35.690007,139.772757,岩手銀行 東京営業部
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-3-16 柳屋太洋ビル 2階,35.689022,139.772443,岩手銀行 東京事務所
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4丁目4-2,35.690007,139.772757,宮崎銀行大阪支店
中央区,月島４丁目,-,東京都中央区月島4-1-14,35.6619,139.781748,京橋月島郵便局
中央区,京橋３丁目,日八京,東京都中央区京橋3-6-3,35.675472,139.769833,京橋通郵便局
中央区,築地４丁目,-,東京都中央区築地4-2-2,35.667282,139.769108,京橋郵便局(晴海郵便局京橋分室) ゆうちょ銀行 京橋店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目4-3,35.687305,139.773939,京葉銀行東京支店
中央区,銀座６丁目,-,東京都中央区銀座6-8-3(銀座尾張町TOWER4階),35.670574,139.763402,銀座みゆき通郵便局
中央区,銀座１丁目,-,東京都中央区銀座1-20-14,35.672613,139.770208,銀座一郵便局
中央区,銀座３丁目,-,東京都中央区銀座3-14-16,35.670227,139.769468,銀座三郵便局
中央区,銀座４丁目,-,東京都中央区銀座4-6-11,35.671196,139.765533,銀座四郵便局
中央区,銀座７丁目,-,東京都中央区銀座7-15-5,35.667127,139.76519,銀座七郵便局
中央区,銀座８丁目,-,東京都中央区銀座8-3先,35.668931,139.7589787,銀座西郵便局
中央区,銀座２丁目,-,東京都中央区銀座2-7-18,35.673453,139.767816,銀座通郵便局
中央区,銀座３丁目,-,東京都中央区銀座3-2-10 3階,35.67325,139.764927,銀座並木通郵便局
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目3-21,35.6817,139.771817,群馬銀行東京支店
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目7-19,35.6771,139.770757,広島銀行東京支店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-11-1 HSBCビルディング,35.679115,139.773635,香港上海銀行 東京支店
中央区,銀座１丁目,-,東京都中央区銀座1丁目10-6,35.673533,139.768993,佐賀銀行東京支店
中央区,銀座６丁目,-,東京都中央区銀座6-10-1 GINZA SIX 1F,35.669732,139.763942,三井住友銀行 銀座支店
中央区,京橋２丁目,日八京,東京都中央区京橋2-8-7,35.677197,139.771679,三井住友銀行京橋支店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-1-1,35.686796,139.772982,三井住友銀行人形町支店
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2丁目1-1,35.695257,139.78443,三井住友銀行浅草橋支店
中央区,築地１丁目,-,東京都中央区築地1-12-22,35.66879,139.769909,三井住友銀行築地支店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目7-1,35.681871,139.774292,三井住友銀行東京中央支店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686796,139.772982,三井住友銀行日本橋支店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-7-1,35.681871,139.774292,三井住友銀行日本橋東支店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686796,139.772982,三井住友信託銀行日本橋営業部
中央区,京橋１丁目,日八京,東京都中央区京橋1-2-5 京橋TDビル3階,35.678842,139.770738,三重銀行 東京法人営業部
中央区,銀座１丁目,-,東京都中央区銀座1丁目7-3,35.674742,139.768327,三菱UFJ銀行京橋支店
中央区,銀座４丁目,-,東京都中央区銀座4丁目6-1,35.671666,139.766124,三菱UFJ銀行銀座支店
中央区,勝どき２丁目,-,東京都中央区勝どき2丁目9-15,35.659332,139.778294,三菱UFJ銀行月島支店
中央区,日本橋本石町１丁目,日八京,東京都中央区日本橋本石町1丁目3-2,35.685423,139.772452,三菱UFJ銀行室町支店
中央区,新富１丁目,-,東京都中央区新富1丁目18-1,35.672725,139.775722,三菱UFJ銀行新富町支店
中央区,築地１丁目,-,東京都中央区築地1丁目10-6,35.668715,139.770947,三菱UFJ銀行築地支店
中央区,日本橋本石町１丁目,日八京,東京都中央区日本橋本石町1丁目3-2,35.685423,139.772452,三菱UFJ銀行日本橋支店
中央区,日本橋１丁目,日八京,東京都中央区日本橋1丁目7-17,35.68328,139.775108,三菱UFJ銀行日本橋中央支店
中央区,京橋１丁目,日八京,東京都中央区京橋1丁目18-1,35.677962,139.77389,三菱UFJ銀行八重洲通支店
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町8-1,35.690275,139.779291,三菱UFJ銀行堀留支店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-3-9,35.680008,139.771738,三菱UFJ信託銀行 日本橋支店
中央区,日本橋兜町,-,東京都中央区日本橋兜町15-6,35.679187,139.776967,山陰合同銀行東京支店
中央区,京橋２丁目,日八京,東京都中央区京橋2丁目2-8,35.677368,139.770143,山形銀行東京支店
