指標名,コワーキング施設,,,参考情報,「TOKYOテレワークアプリ」に掲載されているサテライトオフィス一覧も公開されている。,,
出典,コワーキングスペース検索,,,,https://catalog.data.metro.tokyo.lg.jp/dataset/t000012d0000000019/resource/26213e3e-9275-4208-b7e7-be71a6d35a60,,
年次,2021/1/15取得,,,,,,
URL,https://coworking-search.jp/zenkoku/,,,,,,
備考,より掲載数の多い出典に変更。,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2-22-6 幸和ビル10F,35.6584808,139.7038418,POINT EDGE ShibuyaBASE,https://coworking-search.jp/space/1543/
渋谷区,渋谷２丁目,,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ8階 8 ⁄（ハチ）,35.659066,139.7037417,Creative Lounge MOV,https://coworking-search.jp/space/1850/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-7-5 2F,35.6608281,139.706553,KEY STATION OFFICE 渋谷,https://coworking-search.jp/space/1975/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-24-7 渋谷宮下パークビルB102,35.6605247,139.7019669,konochikara 渋谷店,https://coworking-search.jp/space/1617/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-23-21 渋谷キャスト 1-2F,35.6625971,139.7028492,クリエイター専用シェアオフィス『co-lab 渋谷キャスト』,https://coworking-search.jp/space/1936/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-17-1 TOC第2ビル3F,35.6614494,139.7030639,PORTAL 渋谷,https://coworking-search.jp/space/1394/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-17-1 TOC第2ビル 2F,35.6615412,139.7030313,シェアオフィス『HOLSTAR』渋谷,https://coworking-search.jp/space/1256/
渋谷区,渋谷１丁目,,"東京都渋谷区渋谷1-1-3 アミーホール 3,4F",35.6614533,139.7073725,THE HUB 青山WEST,https://coworking-search.jp/space/2207/
渋谷区,渋谷１丁目,,東京都渋谷区渋谷1-12-2,35.660247,139.7034628,クロスオフィス渋谷注目物件,https://coworking-search.jp/space/2280/
渋谷区,恵比寿南３丁目,,東京都渋谷区恵比寿南3丁目1-1 恵比寿グリーングラス 6-9F,35.6460585,139.7066824,コンパスオフィス 恵比寿グリーングラス注目物件,https://coworking-search.jp/space/2234/
渋谷区,恵比寿南３丁目,,東京都渋谷区恵比寿南3-5-7 デジタルゲートビル 2F,35.6461743,139.7037819,Open Network Space 代官山,https://coworking-search.jp/space/1616/
渋谷区,恵比寿南１丁目,,東京都渋谷区恵比寿南1-8-8 リアルミホビル3F,35.6460099,139.7087986,SHARE BA UNION 恵比寿,https://coworking-search.jp/space/1619/
渋谷区,恵比寿１丁目,,渋谷区恵比寿1-16-29 デリス第２ビル4F,35.6479491,139.7130929,Flower-King FLOWER GARDEN 恵比寿コワーキングスペース,https://coworking-search.jp/space/2033/
渋谷区,上原１丁目,,東京都渋谷区上原1-3-9,35.6680526,139.6862515,GOOD WORK 代々木八幡,https://coworking-search.jp/space/1618/
品川区,南品川２丁目,,東京都品川区南品川2-2-5 リードシー南品川ビル2F,35.6119646,139.7420943,BIZcomfort 品川大井町,https://coworking-search.jp/space/1917/
品川区,東五反田５丁目,,東京都品川区東五反田5-22-37,35.6283405,139.7217712,オフィスサークルN五反田,https://coworking-search.jp/space/786/
品川区,東五反田２丁目,,東京都品川区東五反田2-3-5 五反田中央ビル7F,35.6254969,139.7264451,KEY STATION OFFICE 五反田,https://coworking-search.jp/space/1976/
品川区,東五反田２丁目,,東京都品川区東五反田2-8-5 KNビル 5F,35.6247517,139.7253476,コワーキングスペース Pao,https://coworking-search.jp/space/972/
品川区,東五反田１丁目,,東京都品川区東五反田1-13-12いちご五反田ビル10F,35.626698,139.7246094,Coin Space by Centro注目物件,https://coworking-search.jp/space/1879/
品川区,東五反田１丁目,,東京都品川区東五反田1-22-6 五反田さくらビル3F,35.6258434,139.7270271,コワーキングスペース『BasisPoint 五反田』,https://coworking-search.jp/space/1419/
品川区,旗の台５丁目,,東京都品川区旗の台5-3-6 リブ・イン102,35.6048227,139.70081,サードプレイス旗の台,https://coworking-search.jp/space/1621/
品川区,西品川１丁目,,東京都品川区西品川一丁目1-1 住友不動産大崎ガーデンタワー 9階,35.6149384,139.731068,TUNNEL TOKYO,https://coworking-search.jp/space/1849/
品川区,西五反田８丁目,,東京都品川区西五反田8-2-12 アール五反田7A,35.6229266,139.7207984,Office Plata 五反田,https://coworking-search.jp/space/2031/
品川区,西五反田２丁目,,東京都品川区西五反田2-14-13 NICハイム五反田2階,35.6264409,139.719721,BIZcomfort 五反田,https://coworking-search.jp/space/1912/
品川区,西五反田１丁目,,東京都品川区西五反田1-3-8 五反田PLACE 9F,35.6255144,139.7223747,NewWork 五反田,https://coworking-search.jp/space/2150/
品川区,西五反田１丁目,,東京都品川区西五反田1-13-7 マルキビル503,35.6239943,139.7241305,コワーキングスペース「CONTENTZ」五反田,https://coworking-search.jp/space/545/
品川区,五反田２丁目,,東京都品川区西五反田2丁目10-8 ドルミ五反田ドゥメゾン306,35.6271304,139.7208583,Space to win注目物件,https://coworking-search.jp/space/2240/
品川区,北品川５丁目,,東京都品川区北品川5-5-15 大崎ブライトコア4階,35.6221748,139.7309548,品川区立品川産業支援交流施設 ＳＨＩＰ 注目物件,https://coworking-search.jp/space/2130/
品川区,小山４丁目,,東京都品川区小山4-4-7 コスモ武蔵小山ビル8F,35.6185379,139.7043205,nagaya 8f,https://coworking-search.jp/space/1524/
品川区,小山４丁目,,東京都品川区小山4-7-15 石神ビル2F,35.61778,139.7040412,STUDIO4,https://coworking-search.jp/space/1774/
品川区,大崎４丁目,,東京都品川区大崎4-1-7,35.6221757,139.7227051,VACANCY OFFICE GOTANDA,https://coworking-search.jp/space/1263/
品川区,大崎２丁目,,東京都品川区大崎2-9-3 大崎ウエストシティビル2階,35.6172375,139.7273231,ロッカールーム大崎,https://coworking-search.jp/space/510/
品川区,上大崎３丁目,,東京都品川区上大崎 3-1-1 目黒セントラルスクエア 17F（アマゾン新目黒オフィス）,35.6333455,139.7165887,AWS Loft Tokyo,https://coworking-search.jp/space/1847/
江東区,富岡２丁目,,東京都江東区富岡2-11-18 リードシー門前仲町 4階,35.6699741,139.8014388,BIZcomfort 門前仲町,https://coworking-search.jp/space/1905/
江東区,門前仲町１丁目,,東京都江東区門前仲町1-13-12 HYPERMIX B1,35.6733743,139.7951999,HYPERMIX「COFFICE 門前仲町」,https://coworking-search.jp/space/1983/
江東区,門前仲町１丁目,,東京都江東区門前仲町1-9-13 ウィズビル1階,35.6734,139.7939072,room EXPLACE 門前仲町,https://coworking-search.jp/space/1953/
江東区,三好２丁目,,東京都江東区三好2-6-10 The Fleming House 2F,35.679489,139.803409,NAGAYA 清澄白河,https://coworking-search.jp/space/1525/
江東区,東陽３丁目,,東京都江東区東陽3-27-17 長谷川ビル5階,35.6706915,139.8161452,room EXPLACE 東陽町,https://coworking-search.jp/space/1954/
江東区,亀戸７丁目,,東京都江東区亀戸7ｰ44ｰ2,35.6960724,139.8343063,BIZcomfort 亀戸南,https://coworking-search.jp/space/2065/
江東区,亀戸５丁目,,東京都江東区亀戸5-6-21 UIW9BLDG 2F,35.6983145,139.8276559,BIZcomfort 亀戸,https://coworking-search.jp/space/1888/
江東区,亀戸１丁目,,東京都江東区亀戸1-7-3 パークノヴァ亀戸 201号室,35.6960011,139.8211014,ソフトオフィス錦糸町,https://coworking-search.jp/space/403/
江東区,大島５丁目,,東京都江東区大島5丁目12-3,35.6885167,139.8341934,ivyCafe NEIGHBOR&WORK 大島,https://coworking-search.jp/space/2252/
江東区,青海２丁目,,東京都江東区青海2丁目7-4,35.6179935,139.7748521,the SOHO,https://coworking-search.jp/space/498/
江東区,青海２丁目,,東京都江東区青海二丁目5番10号 テレコムセンタービル東棟14階,35.6170886,139.7800651,モノづくりコワーキングスペースMONO,https://coworking-search.jp/space/1070/
江東区,有明３丁目,,東京都江東区有明3-7-11 有明パークビル 20F,35.6328563,139.7934559,コワーキングスペース『THE HUB東京ベイ有明ワシントン』,https://coworking-search.jp/space/2126/
