指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2020/3/10取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,路線ごとに1データあるので、単純な駅数が知りたい場合は「1÷路線数」を合計,,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,路線数,1÷路線数,事業者,路線名,方面①,方面②,およそ住所
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-島根/スサノオ号,松江駅/出雲大社方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-広島/ニューブリーズ号,広島駅新幹線口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・神奈川-岡山/グランドリーム岡山号,岡山駅〔西口〕/倉敷駅北口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-高知・徳島/ドリーム高知・徳島号,高知駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-香川/ドリーム高松号,高松駅高速バスターミナル方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-徳島/ドリーム阿南・徳島号,徳島駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-香川・愛媛/ドリーム松山号,ＪＲ松山駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-富山・石川/青春ドリーム金沢号,富山駅前/金沢駅前〔東口〕方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ミッドナイトみと号,水戸駅南口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ミッドナイトかしま号,鹿島神宮駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/TYO-NRT〔空港近隣ホテル行〕,インターナショナルガーデンホテル成田方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/マイタウン・ダイレクトバス〔新浦安〕,日の出七丁目方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福井/青春ドリーム福井号,福井駅東口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-栃木/那須ハイランドパーク号,友愛の森方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,愛知-東京/ドリーム知多号,太田川駅前方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/TYO-NRT〔東京都心-成田空港〕,成田空港第３ターミナル〔降車専用〕方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ひたち号,高萩駅（茨城県）方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-山口/萩エクスプレス,萩バスセンター方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-青森/シリウス号〔十和田市方面行〕,八戸中心街ターミナル〔三日町〕/十和田市中央方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・埼玉-山形/夕陽,庄内町余目駅前/酒田庄交バスターミナル方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-青森/津輕号,青森駅前方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-鉾田,佐原駅南口/鉾田駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/東京-沼津,沼津駅北口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福井/東京-新宿-福井〔昼行便〕,福井駅東口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-東海,勝田駅前〔東口〕/東海駅東口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-和歌山/ドリーム和歌山号,南海和歌山市駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/富士・富士宮号,鷹岡車庫/富士宮営業所方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/ミッドナイトふじ号,鷹岡車庫方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-常陸太田,常陸太田市高速バスターミナル方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-常陸大宮・常陸大子,茨城交通大子営業所方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-栃木/日光・東京線,鬼怒川温泉駅方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-秋田/鳥海号,本荘営業所方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-長野/さわやか信州号,上高地バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-大阪/ドリームルリエ号,大阪駅ＪＲ高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・神奈川-京都・大阪・兵庫/ドリーム号〔３列〕,大阪駅ＪＲ高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・神奈川-京都・大阪/昼特急〔３列〕,大阪駅ＪＲ高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-京都・大阪/青春ドリーム号〔４列〕,大阪駅ＪＲ高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・神奈川-京都・大阪/青春昼特急〔４列〕,湊町バスターミナル〔ＯＣＡＴ〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-富山・石川/グランドリーム金沢号,富山駅前/金沢駅前〔東口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福島/いわき号,小名浜/いわき駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-岩手/ドリーム盛岡号,盛岡駅前〔東口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-青森/ラ・フォーレ号〔ＪＲ〕,青森駅前方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福島/夢街道会津号,若松駅前〔会津若松〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-宮城/首都圏-仙台〔ＪＲ・昼行便〕,仙台駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-宮城/首都圏-仙台〔ＪＲ・夜行便〕,仙台駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,神奈川・東京-福島/ドリームふくしま・東京号,郡山駅前（福島県）方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,神奈川・東京-秋田/ドリーム秋田・横浜号,秋田駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福井/ドリーム福井号,福井駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/しみずライナー,清水駅前方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-愛知/青春ドリームなごや号,名古屋駅〔新幹線口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-愛知/ドリームなごや号,名古屋駅〔新幹線口〕/ＪＲ岐阜駅前〔北口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-愛知/ドリームとよた号,名古屋駅〔新幹線口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-岐阜・愛知/中央ライナーなごや号,名古屋駅〔新幹線口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-栃木/マロニエ東京号,佐野新都市バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/御殿場プレミアム・アウトレット号,御殿場プレミアム・アウトレット方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡・愛知/東名ハイウェイバス,静岡駅北口/名古屋駅〔新幹線口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/ドリーム静岡・浜松号,浜松駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-山梨/東京駅-富士急ＨＬ・河口湖・山中湖,富士急ハイランド〔第１ゲート側〕/河口湖駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/房総なのはな号,館山駅前/安房白浜方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-群馬/上州ゆめぐり号,伊香保温泉/草津温泉バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/つくば号,つくばセンター/筑波大学方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ミッドナイトつくば号,筑波大学方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-埼玉/東京-吉川・松伏,松伏バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-埼玉/東京-吉川・松伏〔深夜便〕,松伏バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/みと号,石岡〔高速バス〕/水戸駅南口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/はさき号,波崎方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/かしま号,鹿島神宮駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-愛知/知多シーガル号,知多半田駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-島根/スサノオ号,松江駅/出雲大社方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-広島/ニューブリーズ号,広島駅新幹線口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・神奈川-岡山/グランドリーム岡山号,岡山駅〔西口〕/倉敷駅北口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-高知・徳島/ドリーム高知・徳島号,高知駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-香川/ドリーム高松号,高松駅高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-徳島/ドリーム阿南・徳島号,徳島駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-香川・愛媛/ドリーム松山号,ＪＲ松山駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-富山・石川/青春ドリーム金沢号,富山駅前/金沢駅前〔東口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ミッドナイトみと号,水戸駅南口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ミッドナイトかしま号,鹿島神宮駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/TYO-NRT〔空港近隣ホテル行〕,インターナショナルガーデンホテル成田方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/マイタウン・ダイレクトバス〔新浦安〕,日の出七丁目方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福井/青春ドリーム福井号,福井駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-栃木/那須ハイランドパーク号,友愛の森方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,愛知-東京/ドリーム知多号,太田川駅前方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-千葉/TYO-NRT〔東京都心-成田空港〕,成田空港第３ターミナル〔降車専用〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/ひたち号,高萩駅（茨城県）方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-山口/萩エクスプレス,萩バスセンター方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-青森/シリウス号〔十和田市方面行〕,八戸中心街ターミナル〔三日町〕/十和田市中央方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京・埼玉-山形/夕陽,庄内町余目駅前/酒田庄交バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-青森/津輕号,青森駅前方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-鉾田,佐原駅南口/鉾田駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/東京-沼津,沼津駅北口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-福井/東京-新宿-福井〔昼行便〕,福井駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-東海,勝田駅前〔東口〕/東海駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-和歌山/ドリーム和歌山号,南海和歌山市駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/富士・富士宮号,鷹岡車庫/富士宮営業所方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-静岡/ミッドナイトふじ号,鷹岡車庫方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-常陸太田,常陸太田市高速バスターミナル方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-茨城/東京-常陸大宮・常陸大子,茨城交通大子営業所方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-栃木/日光・東京線,鬼怒川温泉駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-秋田/鳥海号,本荘営業所方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス,東京-長野/さわやか信州号,上高地バスターミナル方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京-新潟/関東→新潟〔昼行便〕,長岡駅大手口〔東坂之上〕/新潟駅南口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京-新潟/関東→新潟〔夜行便〕,長岡駅大手口〔東坂之上〕/新潟駅南口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京・千葉-長野/関東→長野,長野駅東口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京-新潟/関東→新潟〔昼行便〕,長岡駅大手口〔東坂之上〕/新潟駅南口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京-新潟/関東→新潟〔夜行便〕,長岡駅大手口〔東坂之上〕/新潟駅南口方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,高速バス（ウィラー）,東京・千葉-長野/関東→長野,長野駅東口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,神奈川中央交通,深夜急行〔大船行き〕,横浜駅西口/大船駅東口〔笠間口〕方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,神奈川中央交通,深夜急行〔平塚行き〕,藤沢駅北口/平塚駅北口方面,,東京都千代田区丸の内
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,神奈川中央交通,深夜急行〔本厚木行き〕,町田バスセンター/本厚木駅方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,神奈川中央交通,深夜急行〔大船行き〕,横浜駅西口/大船駅東口〔笠間口〕方面,,東京都千代田区丸の内
中央区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１７,35.679818,139.76808,東京駅〔八重洲南口〕,158,0.01 ,神奈川中央交通,深夜急行〔平塚行き〕,藤沢駅北口/平塚駅北口方面,,東京都千代田区丸の内
