指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2020/3/10取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,レビュー数やカテゴリでフィルターかけたほうがいい,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
新宿区,舟町,-,東京都 新宿区 舟町 13,35.691345,139.721184,西迎寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,10
新宿区,舟町,-,東京都 新宿区 舟町 11-6,35.690364,139.7215845,全勝寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,11
新宿区,若葉２丁目,-,東京都 新宿区 若葉2-9-1,35.684685,139.725018,信寿院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
新宿区,若葉２丁目,-,東京都 新宿区 若葉2-8-6,35.68509,139.724847,蓮乗院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
新宿区,若葉２丁目,-,東京都 新宿区 若葉2-7-8,35.684928,139.7246985,真成院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,8
新宿区,若葉２丁目,-,東京都 新宿区 若葉2-4-2,35.685549,139.722822,妙行寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
新宿区,若葉２丁目,-,東京都 新宿区 若葉2-3,35.685918,139.723074,日宗寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,若葉２丁目,-,東京都 新宿区 若葉 2-9,35.684685,139.7254275,西念寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,16
新宿区,若葉２丁目,-,東京都 新宿区 若葉 2-8-3,35.685738,139.724361,愛染院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,13
新宿区,若葉２丁目,-,東京都 新宿区 若葉 2-2,35.685891,139.7236365,東福院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
新宿区,若葉２丁目,-,東京都 新宿区 若葉 2-1-3,35.686215,139.7233665,真英寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
新宿区,若葉１丁目,-,東京都 新宿区 若葉1-1-6,35.686818,139.7228625,法蔵寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,若葉１丁目,-,東京都 新宿区 若葉1-16,35.683398,139.72752,東京若葉キリスト教会,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 大聖堂",3,1
新宿区,若葉１丁目,-,東京都 新宿区 若葉1-1-2,35.686998,139.7230065,祥山寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
新宿区,若松町,-,東京都 新宿区 若松町38-1,35.703081,139.720788,寳祥寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,10
新宿区,若松町,-,東京都 新宿区 若松町22-2,35.699958,139.717071,大願寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
新宿区,若宮町,-,東京都 新宿区 若宮町18,35.699769,139.740075,神楽坂若宮八幡神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,16
港区,芝大門２丁目,-,東京都 港区芝大門 2丁目7-15,35.655516,139.75317,首尾稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
港区,芝大門２丁目,-,東京都 港区芝大門 2-7,35.655264,139.753305,尾崎紅葉生誕の地,"名所・有名スポット, 旧跡",3,12
港区,芝大門１丁目,-,東京都 港区芝大門 1-5,35.658585,139.754178,芝神明商店街,名所・有名スポット,3,7
港区,芝大門１丁目,-,東京都 港区芝大門 1-14-3,35.657442,139.753719,佛願寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,10
港区,芝大門１丁目,-,東京都 港区芝大門 1-12-7,35.657595,139.753008,芝大神宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,120
港区,芝大門１丁目,-,東京都 港区芝大門 1-12-7,35.657595,139.753008,貯金塚,"名所・有名スポット, 記念碑 & 像",3,6
港区,芝大門１丁目,-,東京都 港区芝大門 1-10-16,35.658531,139.752819,源宝院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,12
港区,芝公園４丁目,-,東京都 港区芝公園 4-8-10,35.65494,139.748607,芝東照宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,69
港区,芝公園４丁目,-,東京都 港区芝公園 4丁目8,35.655354,139.7477655,平和の灯（ひ）,"名所・有名スポット, 記念碑 & 像",3.5,2
港区,芝公園４丁目,-,東京都 港区芝公園 4丁目7 増上寺,35.657217,139.7482245,三解脱門,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 建築物",4.5,3
港区,芝公園４丁目,-,東京都 港区芝公園 4-9-8,35.654058,139.7468475,妙定院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,7
港区,芝公園４丁目,-,東京都 港区芝公園 4-8-55,35.656497,139.7466225,三縁山宝珠院,"名所・有名スポット, 旧跡, 神社/寺院/教会/モニュメントなど",3.5,24
港区,芝公園４丁目,-,東京都 港区芝公園 4-8-25 芝丸山古墳内,35.654877,139.7478645,伊能忠敬測地遺功表,"名所・有名スポット, 記念碑 & 像",3,21
港区,芝公園４丁目,-,東京都 港区芝公園 4-8,35.655354,139.7477655,芝丸山古墳,"名所・有名スポット, 旧跡, 古代遺跡",3,30
港区,芝公園４丁目,-,東京都 港区芝公園 4-8,35.655354,139.7477655,プリンス芝公園,自然・公園,4,16
港区,芝公園４丁目,-,東京都 港区芝公園 4-8,35.655354,139.7477655,旧台徳院霊廟惣門,"名所・有名スポット, 旧跡, 建築物",3.5,12
港区,芝公園４丁目,-,東京都 港区芝公園 4-8,35.655354,139.7477655,大野伴睦句碑,"名所・有名スポット, 記念碑 & 像",3,9
港区,芝公園４丁目,-,東京都 港区芝公園 4-8,35.655354,139.7477655,木造仁王像,"名所・有名スポット, 旧跡",4,1
港区,芝公園４丁目,-,東京都 港区芝公園 4-7-35 増上寺,35.657397,139.7482695,熊野三所大権現宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,13
港区,芝公園４丁目,-,東京都 港区芝公園 4‐7‐35,35.657397,139.7482695,黒門,"名所・有名スポット, 旧跡, 建築物",4,1
港区,芝公園４丁目,-,東京都 港区芝公園 4-7-35,35.657397,139.7482695,増上寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,2142
港区,芝公園４丁目,-,東京都 港区芝公園 4-7-35,35.657397,139.7482695,徳川家霊廟,"名所・有名スポット, 建築物, 旧跡",3.5,38
港区,芝公園４丁目,-,東京都 港区芝公園 4-3,35.657082,139.7459925,もみじ谷,"自然・公園, 谷・盆地",3.5,15
港区,芝公園４丁目,-,東京都 港区芝公園 4-3,35.657082,139.7459925,如意輪観世音,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,1
港区,芝公園４丁目,-,東京都 港区芝公園 4-2-8 東京タワーフットタウン内,35.658621,139.7454615,東京ワンピースタワー,遊園地・テーマパーク,4,372
港区,芝公園４丁目,-,東京都 港区芝公園 4-2-8 東京タワー,35.658621,139.7454615,タワー大神宮,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,芝公園４丁目,-,東京都 港区芝公園 4‐2‐8,35.658621,139.7454615,東京タワー,"名所・有名スポット, 建築物",4,8226
港区,芝公園４丁目,-,東京都 港区芝公園 4-10-17,35.653356,139.7494485,芝公園テニスコート,"レジャー施設, スポーツ複合施設",-,0
港区,芝公園４丁目,-,東京都 港区芝公園 4 芝公園,35.65556377,139.748575,白銀の花 梅屋敷銀世界,"名所・有名スポット, 旧跡",3,1
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3丁目3,35.658297,139.747896,有章院霊廟二天門,名所・有名スポット,3,3
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-6-25,35.660007,139.7438055,聖オルバン教会,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 大聖堂",4,17
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-6-18,35.660367,139.7439225,聖アンデレ教会,"名所・有名スポット, 大聖堂",3.5,7
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-6 国道一号線,35.660952,139.7448675,永井坂,"名所・有名スポット, 歴史散策地区",3,5
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-5-4,35.659539,139.746078,金地院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-5-27,35.660466,139.7460015,幸稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,11
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-5-24,35.660142,139.7457225,光宝寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-2-25 みなと図書館,35.659872,139.750191,お台場の石垣石,"名所・有名スポット, 記念碑 & 像",3,5
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-2-25,35.659872,139.750191,みなと図書館,"観光情報・案内所, 図書館",3.5,8
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-2,35.660088,139.7495205,開拓使仮学校跡,"名所・有名スポット, 記念碑 & 像",3,11
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-1-8,35.660997,139.748949,雲晴院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,10
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-1-6,35.661456,139.7488995,松蓮社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,6
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-1-14 FLEX芝公園1F,35.660232,139.748796,東邦アート,"美術館・博物館, ショッピング, アートギャラリー",-,0
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3-1-13,35.660367,139.748634,安蓮社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
港区,芝公園３丁目,虎ノ門,東京都 港区芝公園 3 東京プリンスホテル駐車場の脇,35.6598079,139.7487566,御成門,"名所・有名スポット, 旧跡",3.5,5
港区,芝公園２丁目,-,東京都 港区芝公園 2-3-5,35.656614,139.7524455,浄運院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
港区,芝公園２丁目,-,東京都 港区芝公園 2-3-2,35.656722,139.7519325,安養院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,14
港区,芝公園２丁目,-,東京都 港区芝公園 2-2-3,35.656794,139.751064,天陽院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
港区,芝公園２丁目,-,東京都 港区芝公園 2-2-20,35.656686,139.7508345,常行院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,10
港区,芝公園２丁目,-,東京都 港区芝公園 2-11-9,35.654229,139.7522655,真乗院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,8
港区,芝公園２丁目,-,東京都 港区芝公園 2-10-7,35.654481,139.7524005,竹叢軒,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2,6
港区,芝公園２丁目,-,東京都 港区芝公園 2-1,35.656659,139.750452,万延元年 遣米使節記念碑,"名所・有名スポット, 記念碑 & 像",3,20
港区,芝公園１丁目,-,東京都 港区,35.65801708,139.7515459,京浜急行電鉄,"交通機関, 公共交通機関",4,437
港区,芝公園１丁目,-,東京都 港区 芝5-28-4 港区立三田図書館4階,35.65801708,139.7515459,港郷土資料館,"美術館・博物館, 歴史博物館",3.5,10
港区,芝公園１丁目,-,東京都 港区,35.65801708,139.7515459,六本木,"名所・有名スポット, その他, 主要エリア",4,809
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園4-7-35,35.65791451,139.7515372,円山随身稲荷大明神,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,16
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園4-2-8 東京タワー フットタウン3F,35.65791451,139.7515372,東京タワーツーリストインフォメーションセンター,"観光情報・案内所, 観光案内所",3.5,10
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園4-1-3,35.65791451,139.7515372,Tokyo Masonic Center,名所・有名スポット,3.5,4
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園2-8-2,35.65791451,139.7515372,寶松院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,12
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園2-2-20,35.65791451,139.7515372,ペルリ提督の像,"名所・有名スポット, 記念碑 & 像",3,27
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園2-11-1,35.65791451,139.7515372,日新窟,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,11
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園1-8-16,35.65791451,139.7515372,廣度院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",4,9
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園1-8-13,35.65791451,139.7515372,源流院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,14
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園1-3-16,35.65791451,139.7515372,天光院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,13
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園1～4丁目,35.65791451,139.7515372,芝公園,自然・公園,4,366
港区,芝公園１丁目,-,東京都 港区芝公園 芝公園,35.65791451,139.7515372,松原の復元,"名所・有名スポット, 記念碑 & 像",4,6
港区,芝公園１丁目,-,東京都 港区芝公園 1-8-9,35.657595,139.751928,常照院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,12
港区,芝公園１丁目,-,東京都 港区芝公園 1-8-21 港区役所前,35.657694,139.7510235,浅岡飯たきの井,"名所・有名スポット, 記念碑 & 像",2.5,7
港区,芝公園１丁目,-,東京都 港区芝公園 1-8-15,35.657334,139.751217,源興院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,芝公園１丁目,-,東京都 港区芝公園 1-7-15,35.657478,139.752351,花岳院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,15
港区,芝公園１丁目,-,東京都 港区芝公園 1-7,35.657622,139.7523645,増上寺大門,名所・有名スポット,3.5,63
港区,芝公園１丁目,-,東京都 港区芝公園 1-5-25,35.658027,139.751514,平和の女神像,"名所・有名スポット, 記念碑 & 像",3,5
港区,芝公園１丁目,-,東京都 港区芝公園 1-1,35.660466,139.7516985,日本近代初等教育発祥の地,"名所・有名スポット, 記念碑 & 像",3,8
港区,芝浦４丁目,-,東京都 港区 芝浦4-22-2,35.641188,139.7528055,芝浦船着場,"名所・有名スポット, 波止場・遊歩道",-,0
港区,芝浦３丁目,-,東京都 港区 芝浦,35.64304139,139.746867,竹芝桟橋,"名所・有名スポット, 波止場・遊歩道",3.5,19
港区,芝浦３丁目,-,東京都 港区 芝浦3-15-4,35.642151,139.7485395,SHIBAURA HOUSE,"名所・有名スポット, 建築物, イベントスペース",4,3
港区,芝浦３丁目,-,東京都 港区 芝浦3-7,35.644095,139.7500965,霞橋,"名所・有名スポット, 橋",3,4
港区,芝浦３丁目,-,東京都 港区 芝浦3-3-6,35.644041,139.7471895,放送記念碑,"名所・有名スポット, 記念碑 & 像",3,6
港区,芝浦３丁目,-,東京都 港区 芝浦3-1-2,35.646228,139.7499975,芝浦公園,"レジャー施設, 自然・公園, 遊び場",3.5,16
港区,芝浦１丁目,-,東京都 港区 芝浦一丁目16番1号 みなとパーク芝浦3~8階,35.646615,139.75164,港区スポーツセンター,"レジャー施設, スポーツ複合施設",4,36
港区,芝浦１丁目,-,東京都 港区 芝浦1-1-10,35.651475,139.7577195,新浜公園,自然・公園,3.5,4
港区,芝浦１丁目,-,東京都 港区 芝浦1,35.6464233,139.7522656,新芝運河沿緑地,"名所・有名スポット, 眺めのよい散策エリア",3.5,4
港区,芝５丁目,-,東京都 港区 芝5-33-8,35.646876,139.7488185,旧薩摩藩蔵屋敷跡,名所・有名スポット,3.5,28
港区,芝５丁目,-,東京都 港区 芝5-29-16,35.645661,139.744539,札の辻,"名所・有名スポット, 旧跡",3,11
港区,芝５丁目,-,東京都 港区 芝5丁目23,35.648145,139.7459295,慶應仲通り商店街,"ショッピング, フリーマーケット・露店",4,3
港区,芝５丁目,-,東京都 港区 芝5-33,35.646615,139.748184,西郷 勝会見の地,"名所・有名スポット, 記念碑 & 像, 旧跡",3.5,13
港区,芝５丁目,-,東京都 港区 芝5-20-20,35.647866,139.7466855,水野監物邸跡,"名所・有名スポット, 旧跡",3,7
港区,芝４丁目,-,東京都 港区 芝4-15-1,35.64702,139.749102,御穂鹿嶋神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,16
港区,芝４丁目,-,東京都 港区 芝4-15-1,35.64702,139.749102,本芝公園,"レジャー施設, 自然・公園, 遊び場",3,15
港区,芝３丁目,-,東京都 港区 芝3-1,35.654211,139.7456595,伏見三宝稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
港区,芝３丁目,-,東京都 港区 芝3,35.65159078,139.7481849,伏見三寳稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,2
港区,芝２丁目,-,東京都 港区 芝2丁目12,35.651304,139.752576,芝商店街,"ショッピング, フリーマーケット・露店",3,2
港区,芝２丁目,-,東京都 港区 芝2-30-8,35.650008,139.7519235,法泉寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
港区,芝２丁目,-,東京都 港区 芝2-25-6,35.650575,139.7513385,西応寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
港区,芝１丁目,-,東京都 港区 芝1-13-6,35.650071,139.754727,徳聚山 圓珠寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,6
港区,芝１丁目,-,東京都 港区 芝1-12-12,35.650332,139.754646,松流山 正傳寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,5
新宿区,市谷柳町,-,東京都 新宿区 市谷柳町50,35.700165,139.727016,宗円寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,市谷薬王寺町,-,東京都 新宿区 市ヶ谷山伏町1-7,35.69616005,139.7270059,常敬寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,市谷薬王寺町,-,東京都 新宿区 市ヶ谷八幡町16,35.69616005,139.7270059,洞雲寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
新宿区,市谷薬王寺町,-,東京都 新宿区 市ヶ谷船河原町9,35.69616005,139.7270059,築土神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
新宿区,市谷薬王寺町,-,東京都 新宿区 市谷薬王寺町27,35.697096,139.7244735,浄栄寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,9
新宿区,市谷薬王寺町,-,東京都 新宿区 市谷薬王寺町25,35.697213,139.7241,長厳寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
新宿区,市谷薬王寺町,-,東京都 新宿区 市谷薬王寺町22,35.697087,139.7237535,蓮秀寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
新宿区,市谷薬王寺町,-,東京都 新宿区 市谷薬王寺町,35.69662121,139.7251701,銀杏坂,"名所・有名スポット, 記念碑 & 像, さらに表示",3,1
新宿区,市谷八幡町,-,東京都 新宿区 市谷八幡町15,35.692713,139.733748,市谷亀岡八幡宮,"名所・有名スポット, 旧跡, 神社/寺院/教会/モニュメントなど",3.5,39
新宿区,市谷田町３丁目,-,東京都 新宿区 市谷田町3-13,35.696736,139.73931,ミヅマアートギャラリー,"美術館・博物館, ショッピング, アートギャラリー",3.5,3
新宿区,市谷田町２丁目,-,東京都 新宿区 市谷田町 東京メトロ南北線コンコース内,35.69474722,139.7375829,江戸歴史散歩コーナー,"名所・有名スポット, 歴史散策地区",4,10
新宿区,市谷船河原町,-,東京都 新宿区 市谷船河原町9,35.698041,139.7402505,ギャラリースペースパウゼ,"ショッピング, 美術館・博物館, アートギャラリー",-,0
新宿区,市谷山伏町,-,東京都 新宿区 市谷山伏町3-8,35.700759,139.7272095,宝竜寺坂,"名所・有名スポット, 記念碑 & 像, 歴史散策地区",3,1
新宿区,市谷砂土原町３丁目,-,東京都 新宿区 市谷砂土原町3-2,35.695998,139.7360475,劇空間 えとわーる,"コンサート・ショー, シアター",-,0
新宿区,市谷左内町,-,東京都 新宿区 市谷左内町29-36 ロワヴェール,35.694585,139.733478,女人芸術社跡,"名所・有名スポット, 記念碑 & 像",3,1
新宿区,市谷左内町,-,東京都 新宿区 市谷左内町11,35.693433,139.734216,長泰寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,4
千代田区,四番町,-,東京都 千代田区 四番町1,35.689482,139.739751,四番町図書館,"観光情報・案内所, 図書館",3.5,4
千代田区,四番町,-,東京都 千代田区 四番町1,35.689482,139.739751,網野菊旧居跡,名所・有名スポット,2.5,3
新宿区,四谷４丁目,-,東京都 新宿区四谷 4-33-2,35.689905,139.714749,高月山長善寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,8
新宿区,四谷４丁目,-,東京都 新宿区四谷 4-4-10,35.687259,139.717395,韓国文化院,"名所・有名スポット, 教育施設",3.5,25
新宿区,四谷４丁目,-,東京都 新宿区四谷 4-34,35.690562,139.71537,東長寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,11
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷4-4,35.68781805,139.7197113,笹寺 長善寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,12
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷4-15,35.68781805,139.7197113,田安鎮護稲荷神社,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷4,35.68781805,139.7197113,四谷大木戸跡,"名所・有名スポット, 旧跡, 記念碑 & 像",3,14
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷3-12,35.68781805,139.7197113,お岩水かけ観音,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷3-10-25,35.68781805,139.7197113,キムチ博物館,"美術館・博物館, 専門美術館",3.5,9
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷3-10,35.68781805,139.7197113,消防博物館,"美術館・博物館, 専門美術館",4,264
新宿区,四谷３丁目,-,東京都 新宿区四谷 四谷,35.68781805,139.7197113,杉大門通り,名所・有名スポット,3.5,8
新宿区,四谷３丁目,-,東京都 新宿区四谷 3-4-3 B1F,35.68779,139.7217465,四谷ロータス,"コンサート・ショー, シアター",-,0
新宿区,四谷１丁目,-,東京都 新宿区四谷 1丁目,35.68669939,139.7288494,四谷見附橋,"名所・有名スポット, 橋",3,3
新宿区,四谷１丁目,-,東京都 新宿区四谷 1-5-25,35.686161,139.730139,アトレ四谷,"ショッピング, ショッピングモール",3.5,39
新宿区,四谷１丁目,-,東京都 新宿区四谷 1-14,35.684289,139.7277405,四谷新生教会,"名所・有名スポット, 大聖堂, 神社/寺院/教会/モニュメントなど",3,2
新宿区,四谷１丁目,-,東京都 新宿区四谷 1-12,35.684019,139.728636,若葉東公園,"レジャー施設, 自然・公園, 遊び場",3.5,14
新宿区,四谷１丁目,-,東京都 新宿区四谷 1-12,35.684019,139.728636,四谷見附公園,自然・公園,3,11
新宿区,四谷１丁目,-,東京都 新宿区四谷 1 四谷駅前,35.686566,139.7293425,しんみち通り 商店街,名所・有名スポット,4,29
新宿区,四谷１丁目,-,東京都 新宿区四谷 1,35.68669939,139.7288494,外濠公園,自然・公園,4,9
千代田区,三番町,-,東京都 千代田区 三番町6-2,35.690481,139.7448135,彌生画廊,"美術館・博物館, ショッピング, アートギャラリー",-,0
千代田区,三番町,-,東京都 千代田区 三番町6-2,35.690481,139.7448135,小川美術館,美術館・博物館,-,0
千代田区,三番町,-,東京都 千代田区 三番町2,35.689698,139.745997,千鳥ケ淵戦没者墓苑,"名所・有名スポット, 旧跡, 墓地",4,46
千代田区,三番町,-,東京都 千代田区 三番町18,35.69013,139.739913,東郷元帥記念公園,"レジャー施設, 自然・公園, 遊び場",3,23
港区,三田４丁目,-,東京都 港区三田 4丁目11-8,35.643483,139.737717,清久寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,2
港区,三田４丁目,-,東京都 港区三田 4-8-38,35.643096,139.737222,宝徳寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
港区,三田４丁目,-,東京都 港区三田 4-8-36,35.642718,139.737042,徳玄寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
港区,三田４丁目,-,東京都 港区三田 4-8-23,35.642376,139.7381715,薬王寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど, 墓地",3,5
港区,三田４丁目,-,東京都 港区三田 4-8-20,35.642304,139.7383965,正山寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,5
港区,三田４丁目,-,東京都 港区三田 4-8-19,35.642556,139.7386215,キリスト友会フレンズセンター,"名所・有名スポット, 修道院",3,3
港区,三田４丁目,-,東京都 港区三田 4-7-30,35.64423,139.737834,忍願寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
港区,三田４丁目,-,東京都 港区三田 4-7-29,35.644095,139.7373975,長松寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,8
港区,三田４丁目,-,東京都 港区三田 4-7-20,35.643636,139.7368935,大信寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
港区,三田４丁目,-,東京都 港区三田 4-6-20,35.644842,139.738329,随應寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,三田４丁目,-,東京都 港区三田 4-5-14,35.644293,139.739391,常林寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3.5,9
港区,三田４丁目,-,東京都 港区三田 4-5-12,35.643924,139.738959,仙翁寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,4
港区,三田４丁目,-,東京都 港区三田 4-4-14,35.64495,139.739832,明福寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,5
港区,三田４丁目,-,東京都 港区三田 4-3-9,35.644959,139.7392155,明王院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
港区,三田４丁目,-,東京都 港区三田 4-3-24,35.645382,139.7394405,慈眼寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,7
港区,三田４丁目,-,東京都 港区三田 4-3-20,35.64522,139.7391165,林泉寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,3
港区,三田４丁目,-,東京都 港区三田 4-2-10,35.645688,139.740093,願海寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,6
港区,三田４丁目,-,東京都 港区三田 4-1-9,35.647731,139.7418525,長運寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,1
港区,三田４丁目,-,東京都 港区三田 4-16-23,35.643654,139.741479,済海寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,10
港区,三田４丁目,-,東京都 港区三田 4-16-23,35.643654,139.741479,最初のフランス公使宿館跡,"名所・有名スポット, 旧跡",3,4
港区,三田４丁目,-,東京都 港区三田 4-16-20,35.643762,139.7407365,亀塚公園,自然・公園,3.5,26
港区,三田４丁目,-,東京都 港区三田 4-1-38,35.647515,139.741137,大松寺,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",3,9
港区,三田４丁目,-,東京都 港区三田 4-1-34,35.647218,139.740885,西藏院,"名所・有名スポット, 神社/寺院/教会/モニュメントなど",2.5,3
